"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","jawapos.com","kompas.com","mediaindonesia.com","hariansib.com"
2016-12-01,"Indonesia",126,4,61,4,32,2,13,503,259,52,6,79,273,48,47,25,17,6,45,41,0,0,0,0,7,0,0,0,0,4,0,1,0,1,0,0,4,0,0,2,0,0.00824283658249379,0.0002616773518252,0.00399057961533429,0.0002616773518252,0.0020934188146016,0.0001308386759126,0.000850451393431899,0.0329059269920188,0.0169436085306817,0.00340180557372759,0.000392516027737799,0.00516812769854769,0.0178594792620699,0.00314012822190239,0.00307470888394609,0.0016354834489075,0.0011121287452571,0.000392516027737799,0.00294387020803349,0.0026821928562083,0,0,0,0,0.000457935365694099,0,0,0,0,0.0002616773518252,0,6.54193379562999e-05,0,6.54193379562999e-05,0,0,0.0002616773518252,0,0,0.0001308386759126,0,298,57,107,4,191,97,19,19,3,92,121,0.0194949627109774,0.00372890226350909,0.00699986916132409,0.0002616773518252,0.0124950935496533,0.00634567578176109,0.0012429674211697,0.0012429674211697,0.0001962580138689,0.00601857909197959,0.00791573989271229,15286,12907,15267,10.9459141894969,0.0001962580138689,0.0013738060970823,15286,1,1,1,1
2017-01-01,"Indonesia",78,14,133,20,50,2,15,420,271,63,5,59,287,36,59,41,3,5,27,29,1,3,0,0,6,0,0,0,0,5,1,3,0,4,2,0,0,2,1,1,1,0.00452409953018966,0.000812017864393017,0.00771416971173366,0.00116002552056145,0.00290006380140363,0.000116002552056145,0.000870019140421089,0.0243605359317905,0.0157183458036077,0.00365408038976857,0.000290006380140363,0.00342207528565628,0.0166463662200568,0.00208804593701061,0.00342207528565628,0.00237805231715098,0.000174003828084218,0.000290006380140363,0.00156603445275796,0.00168203700481411,5.80012760280726e-05,0.000174003828084218,0,0,0.000348007656168436,0,0,0,0,0.000290006380140363,5.80012760280726e-05,0.000174003828084218,0,0.00023200510411229,0.000116002552056145,0,0,0.000116002552056145,5.80012760280726e-05,5.80012760280726e-05,5.80012760280726e-05,358,56,118,5,260,102,31,24,8,137,87,0.02076445681805,0.00324807145757207,0.00684415057131257,0.000290006380140363,0.0150803317672989,0.00591613015486341,0.00179803955687025,0.00139203062467374,0.000464010208224581,0.00794617481584595,0.00504611101444232,17241,14754,17211,9.1553633423296,0.000406008932196508,0.0019140421089264,17241,1,1,1,1
2017-02-01,"Indonesia",66,5,309,40,74,3,2,596,198,66,6,85,233,49,57,32,11,11,23,35,4,0,0,0,6,0,0,0,2,2,0,1,0,3,3,0,0,0,0,3,0,0.00374659400544959,0.000283832879200727,0.0175408719346049,0.00227066303360581,0.00420072661217075,0.000170299727520436,0.000113533151680291,0.0338328792007266,0.0112397820163488,0.00374659400544959,0.000340599455040872,0.00482515894641235,0.0132266121707539,0.00278156221616712,0.00323569482288828,0.00181653042688465,0.000624432334241599,0.000624432334241599,0.00130563124432334,0.00198683015440509,0.000227066303360581,0,0,0,0.000340599455040872,0,0,0,0.000113533151680291,0.000113533151680291,0,5.67665758401453e-05,0,0.000170299727520436,0.000170299727520436,0,0,0,0,0.000170299727520436,0,230,79,106,5,218,90,25,36,11,88,82,0.0130563124432334,0.00448455949137148,0.0060172570390554,0.000283832879200727,0.0123751135331517,0.00510899182561308,0.00141916439600363,0.00204359673024523,0.000624432334241599,0.00499545867393279,0.00465485921889192,17616,14978,17592,8.64940827251928,0.000340599455040872,0.00130563124432334,17616,1,1,1,1
2017-03-01,"Indonesia",90,6,188,9,94,2,4,363,386,72,5,45,437,50,82,41,6,3,40,37,2,0,0,0,2,0,2,0,0,3,2,0,0,1,3,0,3,0,1,3,0,0.00495594713656388,0.000330396475770925,0.010352422907489,0.000495594713656388,0.00517621145374449,0.000110132158590308,0.000220264317180617,0.019988986784141,0.0212555066079295,0.0039647577092511,0.000275330396475771,0.00247797356828194,0.0240638766519824,0.00275330396475771,0.00451541850220264,0.00225770925110132,0.000330396475770925,0.000165198237885463,0.00220264317180617,0.0020374449339207,0.000110132158590308,0,0,0,0.000110132158590308,0,0.000110132158590308,0,0,0.000165198237885463,0.000110132158590308,0,0,5.50660792951542e-05,0.000165198237885463,0,0.000165198237885463,0,5.50660792951542e-05,0.000165198237885463,0,286,100,152,2,284,121,19,40,4,121,94,0.0157488986784141,0.00550660792951542,0.00837004405286344,0.000110132158590308,0.0156387665198238,0.00666299559471366,0.00104625550660793,0.00220264317180617,0.000220264317180617,0.00666299559471366,0.00517621145374449,18160,15443,18138,9.0180160858158,0.000440528634361233,0.00165198237885463,18160,1,1,1,1
2017-04-01,"Indonesia",66,0,202,16,60,6,9,335,231,52,2,60,244,42,37,45,9,12,44,53,0,1,0,0,2,2,0,0,0,9,0,0,0,1,1,0,2,0,0,2,0,0.00403053435114504,0,0.0123358778625954,0.000977099236641221,0.00366412213740458,0.000366412213740458,0.000549618320610687,0.0204580152671756,0.0141068702290076,0.00317557251908397,0.000122137404580153,0.00366412213740458,0.0149007633587786,0.00256488549618321,0.00225954198473282,0.00274809160305344,0.000549618320610687,0.000732824427480916,0.00268702290076336,0.00323664122137405,0,6.10687022900763e-05,0,0,0.000122137404580153,0.000122137404580153,0,0,0,0.000549618320610687,0,0,0,6.10687022900763e-05,6.10687022900763e-05,0,0.000122137404580153,0,0,0.000122137404580153,0,277,64,95,1,205,79,19,21,6,130,115,0.0169160305343511,0.00390839694656489,0.00580152671755725,6.10687022900763e-05,0.0125190839694656,0.00482442748091603,0.00116030534351145,0.0012824427480916,0.000366412213740458,0.00793893129770992,0.00702290076335878,16375,14090,16354,9.18876800807681,0.00067175572519084,0.00122137404580153,16375,1,1,1,1
2017-05-01,"Indonesia",73,2,95,6,44,2,6,308,269,96,7,80,200,54,61,49,10,9,81,81,0,0,0,0,2,0,1,0,0,15,2,0,0,3,2,0,0,0,0,7,0,0.00430272309324531,0.000117882824472474,0.00559943416244253,0.000353648473417423,0.00259342213839444,0.000117882824472474,0.000353648473417423,0.0181539549687611,0.0158552398915478,0.00565837557467877,0.00041258988565366,0.00471531297889897,0.0117882824472474,0.00318283626075681,0.00359542614641047,0.00288812919957562,0.000589414122362372,0.000530472710126135,0.00477425439113521,0.00477425439113521,0,0,0,0,0.000117882824472474,0,5.89414122362372e-05,0,0,0.000884121183543558,0.000117882824472474,0,0,0.000176824236708712,0.000117882824472474,0,0,0,0,0.00041258988565366,0,372,67,127,0,278,77,26,43,7,135,129,0.0219262053518802,0.00394907461982789,0.00748555935400212,0,0.0163857126016739,0.00453848874219026,0.00153247671814217,0.0025344807261582,0.00041258988565366,0.00795709065189202,0.0076034421784746,16966,14445,16934,10.3738528913352,0.000589414122362372,0.0025344807261582,16966,1,1,1,1
2017-06-01,"Indonesia",102,3,57,10,63,2,0,255,193,79,3,90,249,21,37,29,12,5,35,58,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0,1,0,1,0,1,0,0.00664105736050524,0.000195325216485448,0.00371117911322352,0.000651084054951494,0.00410182954619441,0.000130216810990299,0,0.0166026434012631,0.0125659222605638,0.0051435640341168,0.000195325216485448,0.00585975649456345,0.0162119929682922,0.00136727651539814,0.00240901100332053,0.00188814375935933,0.000781300865941793,0.000325542027475747,0.00227879419233023,0.00377628751871867,0,0,0,0,0,0,0,0,0,0.000781300865941793,0,6.51084054951494e-05,0,6.51084054951494e-05,0,6.51084054951494e-05,0,6.51084054951494e-05,0,6.51084054951494e-05,0,289,62,93,0,181,55,17,27,4,109,112,0.0188163291880982,0.00403672114069926,0.0060550817110489,0,0.011784621394622,0.00358096230223322,0.00110684289341754,0.00175792694836903,0.000260433621980598,0.00709681619897129,0.00729214141545674,15359,13364,15342,10.1632175355637,0.000390650432970897,0.00182303535386418,15359,1,1,1,1
2017-07-01,"Indonesia",74,12,114,8,64,4,2,330,205,140,1,54,248,30,45,53,9,5,18,47,0,1,0,0,2,0,1,0,0,14,0,0,0,2,3,0,8,0,0,0,1,0.00375729880680376,0.000609291698400609,0.00578827113480579,0.000406194465600406,0.00324955572480325,0.000203097232800203,0.000101548616400102,0.0167555217060168,0.0104087331810104,0.00710840314800711,5.07743082000508e-05,0.00274181264280274,0.0125920284336126,0.00152322924600152,0.00228484386900229,0.00269103833460269,0.000456968773800457,0.000253871541000254,0.000913937547600914,0.00238639248540239,0,5.07743082000508e-05,0,0,0.000101548616400102,0,5.07743082000508e-05,0,0,0.000710840314800711,0,0,0,0.000101548616400102,0.000152322924600152,0,0.000406194465600406,0,0,0,5.07743082000508e-05,316,65,118,1,252,116,46,45,8,99,137,0.016044681391216,0.0033003300330033,0.00599136836760599,5.07743082000508e-05,0.0127951256664128,0.00588981975120589,0.00233561817720234,0.00228484386900229,0.000406194465600406,0.00502665651180503,0.00695608022340696,19695,17292,19663,8.50446204864457,0.000355420157400355,0.00162477786240162,19695,1,1,1,1
2017-08-01,"Indonesia",80,6,122,6,62,2,0,274,245,62,5,28,311,24,68,37,12,7,31,32,1,0,0,0,3,1,0,0,0,9,0,0,0,1,0,0,2,0,0,2,1,0.00366401025922873,0.000274800769442154,0.00558761564532381,0.000274800769442154,0.00283960795090226,9.16002564807182e-05,0,0.0125492351378584,0.011221031418888,0.00283960795090226,0.000229000641201795,0.00128240359073005,0.0142438398827517,0.00109920307776862,0.00311440872034442,0.00169460474489329,0.000549601538884309,0.000320600897682513,0.00141980397545113,0.00146560410369149,4.58001282403591e-05,0,0,0,0.000137400384721077,4.58001282403591e-05,0,0,0,0.000412201154163232,0,0,0,4.58001282403591e-05,0,0,9.16002564807182e-05,0,0,9.16002564807182e-05,4.58001282403591e-05,382,72,193,2,285,113,32,42,4,118,107,0.0174956489878172,0.00329760923330585,0.0088394247503893,9.16002564807182e-05,0.0130530365485023,0.00517541449116058,0.00146560410369149,0.00192360538609508,0.000183200512961436,0.00540441513236237,0.00490061372171842,21834,19452,21814,7.18791775113605,0.00050380141064395,0.000824402308326463,21834,1,1,1,1
2017-09-01,"Indonesia",96,1,82,4,48,9,3,440,232,42,3,49,321,40,49,16,8,0,21,47,0,0,0,0,2,0,1,0,0,5,1,0,0,2,0,2,0,1,0,0,0,0.00488723718372957,5.09087206638497e-05,0.00417451509443568,0.000203634882655399,0.00244361859186479,0.000458178485974647,0.000152726161991549,0.0223998370920939,0.0118108231940131,0.00213816626788169,0.000152726161991549,0.00249452731252864,0.0163416993330958,0.00203634882655399,0.00249452731252864,0.000814539530621595,0.000407269765310798,0,0.00106908313394084,0.00239270987120094,0,0,0,0,0.000101817441327699,0,5.09087206638497e-05,0,0,0.000254543603319249,5.09087206638497e-05,0,0,0.000101817441327699,0,0.000101817441327699,0,5.09087206638497e-05,0,0,0,351,65,143,6,264,87,30,40,5,118,115,0.0178689609530112,0.00330906684315023,0.00727994705493051,0.000305452323983098,0.0134399022552563,0.00442905869775493,0.00152726161991549,0.00203634882655399,0.000254543603319249,0.00600722903833427,0.00585450287634272,19643,17250,19629,7.48180436032006,0.000407269765310798,0.000661813368630046,19643,1,1,1,1
2017-10-01,"Indonesia",77,6,199,5,54,4,0,439,230,65,4,36,291,28,49,28,4,4,36,47,0,0,0,0,0,0,0,0,0,8,1,0,0,3,1,0,0,0,0,0,1,0.00355855439504575,0.000277289952860708,0.00919678343654682,0.000231074960717257,0.00249560957574637,0.000184859968573805,0,0.0202883815509751,0.0106294481929938,0.00300397448932434,0.000184859968573805,0.00166373971716425,0.0134485627137443,0.00129401978001664,0.00226453461502912,0.00129401978001664,0.000184859968573805,0.000184859968573805,0.00166373971716425,0.00217210463074221,0,0,0,0,0,0,0,0,0,0.000369719937147611,4.62149921434513e-05,0,0,0.000138644976430354,4.62149921434513e-05,0,0,0,0,0,4.62149921434513e-05,313,87,124,1,257,122,28,36,9,164,95,0.0144652925409003,0.00402070431648027,0.00573065902578797,4.62149921434513e-05,0.011877252980867,0.00563822904150106,0.00129401978001664,0.00166373971716425,0.000415934929291062,0.00757925871152602,0.00439042425362788,21638,19121,21624,6.98844184879945,0.000415934929291062,0.000878084850725575,21638,1,1,1,1
2017-11-01,"Indonesia",83,10,139,2,48,3,3,640,258,50,3,43,348,43,43,32,8,9,22,50,2,2,0,0,1,0,1,0,0,6,1,0,0,2,1,0,1,0,0,3,0,0.00366834615044639,0.000441969415716432,0.00614337487845841,8.83938831432865e-05,0.00212145319543888,0.00013259082471493,0.00013259082471493,0.0282860426058517,0.011402810925484,0.00220984707858216,0.00013259082471493,0.00190046848758066,0.0153805356669318,0.00190046848758066,0.00190046848758066,0.00141430213029258,0.000353575532573146,0.000397772474144789,0.000972332714576151,0.00220984707858216,8.83938831432865e-05,8.83938831432865e-05,0,0,4.41969415716432e-05,0,4.41969415716432e-05,0,0,0.000265181649429859,4.41969415716432e-05,0,0,8.83938831432865e-05,4.41969415716432e-05,0,4.41969415716432e-05,0,0,0.00013259082471493,0,313,89,152,0,245,121,22,24,6,112,87,0.0138336427119243,0.00393352779987625,0.00671793511888977,0,0.0108282506850526,0.00534782993016883,0.000972332714576151,0.00106072659771944,0.000265181649429859,0.00495005745602404,0.00384513391673296,22626,19989,22606,7.36080477863789,0.000309378591001503,0.000928135773004508,22626,1,1,1,1
2017-12-01,"Indonesia",59,2,112,0,51,2,0,616,169,32,5,65,253,45,50,38,6,5,21,27,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,3,0,0.00283667484013654,9.6158469157171e-05,0.00538487427280158,0,0.00245204096350786,9.6158469157171e-05,0,0.0296168085004087,0.00812539064378095,0.00153853550651474,0.000240396172892928,0.00312515024760806,0.0121640463483821,0.00216356555603635,0.00240396172892928,0.00182701091398625,0.000288475407471513,0.000240396172892928,0.0010096639261503,0.00129813933362181,0,0,0,0,4.80792345785855e-05,0,0,0,0,0,4.80792345785855e-05,0,4.80792345785855e-05,9.6158469157171e-05,0,0,0,0,0,0.000144237703735757,0,245,55,116,0,198,81,28,35,4,147,69,0.0117794124717535,0.0026443579018222,0.00557719121111592,0,0.00951968844655993,0.00389441800086543,0.00134621856820039,0.00168277321025049,0.000192316938314342,0.00706764748305207,0.0033174671859224,20799,18522,20791,6.48050706213941,0.000336554642050099,0.000625030049521612,20799,1,1,1,1
2018-01-01,"Indonesia",68,1,195,9,68,2,1,448,216,46,3,47,288,29,49,69,4,7,20,22,1,0,0,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,2,0,0.00283664274987485,4.17153345569831e-05,0.00813449023861171,0.000375438011012848,0.00283664274987485,8.34306691139663e-05,4.17153345569831e-05,0.0186884698815285,0.00901051226430836,0.00191890538962122,0.000125146003670949,0.00196062072417821,0.0120140163524111,0.00120974470215251,0.00204405139329217,0.00287835808443184,0.000166861338227933,0.000292007341898882,0.000834306691139663,0.000917737360253629,4.17153345569831e-05,0,0,0,0,0,0,0,0,0.000208576672784916,0,0,0,0.000125146003670949,8.34306691139663e-05,0,0,0,0,8.34306691139663e-05,0,415,82,147,1,261,91,28,44,2,155,114,0.017311863841148,0.00342065743367262,0.00613215417987652,4.17153345569831e-05,0.0108877023193726,0.00379609544468547,0.00116802936759553,0.00183547472050726,8.34306691139663e-05,0.00646587685633239,0.00475554813949608,23972,21351,23959,6.1498794153633,0.000208576672784916,0.00079259135658268,23972,1,1,1,1
2018-02-01,"Indonesia",84,7,165,1,35,3,0,571,212,72,2,56,309,46,49,29,6,3,22,52,1,0,0,0,0,0,0,1,1,1,1,0,1,4,1,0,0,0,0,0,0,0.00374899580469517,0.000312416317057931,0.0073640989020798,4.46309024368473e-05,0.00156208158528965,0.000133892707310542,0,0.0254842452914398,0.00946175131661162,0.003213424975453,8.92618048736945e-05,0.00249933053646345,0.0137909488529858,0.00205302151209497,0.00218691421940552,0.00129429617066857,0.000267785414621084,0.000133892707310542,0.00098187985361064,0.00232080692671606,4.46309024368473e-05,0,0,0,0,0,0,4.46309024368473e-05,4.46309024368473e-05,4.46309024368473e-05,4.46309024368473e-05,0,4.46309024368473e-05,0.000178523609747389,4.46309024368473e-05,0,0,0,0,0,0,371,68,130,2,236,164,19,39,2,133,124,0.0165580648040703,0.00303490136570561,0.00580201731679015,8.92618048736945e-05,0.010532892975096,0.00731946799964295,0.000847987146300098,0.00174060519503704,8.92618048736945e-05,0.00593591002410069,0.00553423190216906,22406,19692,22395,7.12022652424135,0.000401678121931625,0.00049093992680532,22406,1,1,1,1
2018-03-01,"Indonesia",75,7,197,4,86,3,2,395,249,69,3,47,345,49,67,45,6,5,14,28,4,0,0,0,1,0,0,0,0,2,0,0,2,5,1,0,1,2,0,6,0,0.00302114803625378,0.000281973816717019,0.00793554884189325,0.000161127895266868,0.00346424974823766,0.000120845921450151,8.0563947633434e-05,0.0159113796576032,0.0100302114803625,0.00277945619335347,0.000120845921450151,0.0018932527693857,0.0138972809667674,0.00197381671701913,0.00269889224572004,0.00181268882175227,0.000241691842900302,0.000201409869083585,0.000563947633434038,0.00112789526686808,0.000161127895266868,0,0,0,4.0281973816717e-05,0,0,0,0,8.0563947633434e-05,0,0,8.0563947633434e-05,0.000201409869083585,4.0281973816717e-05,0,4.0281973816717e-05,8.0563947633434e-05,0,0.000241691842900302,0,364,81,149,3,294,142,17,31,5,96,114,0.014662638469285,0.00326283987915408,0.00600201409869084,0.000120845921450151,0.0118429003021148,0.00572004028197382,0.000684793554884189,0.00124874118831823,0.000201409869083585,0.00386706948640483,0.00459214501510574,24825,22177,24801,6.59088909393765,0.000443101711983887,0.00128902316213494,24825,1,1,1,1
2018-04-01,"Indonesia",67,0,171,5,76,4,0,414,239,56,7,50,296,53,46,31,2,7,52,20,2,0,0,0,1,0,1,0,1,10,0,0,0,1,0,0,1,0,0,17,0,0.00273894203254027,0,0.00699043414275202,0.000204398659144796,0.0031068596190009,0.000163518927315837,0,0.0169242089771891,0.00977025590712125,0.00228926498242172,0.000286158122802714,0.00204398659144796,0.0121004006213719,0.00216662578693484,0.00188046766413212,0.00126727168669774,8.17594636579184e-05,0.000286158122802714,0.00212574605510588,0.000817594636579184,8.17594636579184e-05,0,0,0,4.08797318289592e-05,0,4.08797318289592e-05,0,4.08797318289592e-05,0.000408797318289592,0,0,0,4.08797318289592e-05,0,0,4.08797318289592e-05,0,0,0.000694955441092306,0,352,75,137,1,252,126,25,58,5,169,89,0.0143896656037936,0.00306597988717194,0.00560052326056741,4.08797318289592e-05,0.0103016924208977,0.00515084621044886,0.00102199329572398,0.00237102444607963,0.000204398659144796,0.0069086746790941,0.00363829613277737,24462,21904,24428,6.15735671884626,0.000449677050118551,0.00151255007767149,24462,1,1,1,1
2018-05-01,"Indonesia",167,3,130,10,65,8,3,297,282,200,14,126,304,30,110,30,18,11,212,249,0,0,0,0,1,3,6,0,0,8,1,0,0,1,3,0,0,3,1,6,0,0.00631379962192817,0.000113421550094518,0.00491493383742911,0.000378071833648393,0.00245746691871456,0.000302457466918715,0.000113421550094518,0.0112287334593573,0.0106616257088847,0.00756143667296786,0.00052930056710775,0.00476370510396975,0.0114933837429112,0.00113421550094518,0.00415879017013232,0.00113421550094518,0.000680529300567108,0.000415879017013233,0.00801512287334594,0.00941398865784499,0,0,0,0,3.78071833648393e-05,0.000113421550094518,0.000226843100189036,0,0,0.000302457466918715,3.78071833648393e-05,0,0,3.78071833648393e-05,0.000113421550094518,0,0,0.000113421550094518,3.78071833648393e-05,0.000226843100189036,0,285,88,117,5,269,105,14,51,6,169,166,0.0107750472589792,0.00332703213610586,0.0044234404536862,0.000189035916824197,0.0101701323251418,0.00396975425330813,0.00052930056710775,0.00192816635160681,0.000226843100189036,0.00638941398865784,0.00627599243856333,26450,23206,26417,12.4020864285918,0.000113421550094518,0.00143667296786389,26450,1,1,1,1
2018-06-01,"Indonesia",96,4,273,12,74,1,0,378,144,44,10,105,206,26,30,23,6,2,50,43,2,0,0,0,3,1,0,0,0,13,0,0,0,4,0,0,0,1,0,5,0,0.00445765230312036,0.000185735512630015,0.0126764487369985,0.000557206537890045,0.00343610698365527,4.64338781575037e-05,0,0.0175520059435364,0.00668647845468053,0.00204309063893016,0.000464338781575037,0.00487555720653789,0.00956537890044577,0.0012072808320951,0.00139301634472511,0.00106797919762259,0.000278603268945022,9.28677563150074e-05,0.00232169390787519,0.00199665676077266,9.28677563150074e-05,0,0,0,0.000139301634472511,4.64338781575037e-05,0,0,0,0.000603640416047548,0,0,0,0.000185735512630015,0,0,0,4.64338781575037e-05,0,0.000232169390787519,0,219,47,63,2,170,58,23,21,5,66,95,0.0101690193164933,0.00218239227340267,0.00292533432392273,9.28677563150074e-05,0.00789375928677563,0.00269316493313522,0.00106797919762259,0.000975111441307578,0.000232169390787519,0.00306463595839525,0.00441121842496285,21536,19407,21507,7.3717805938958,0.000278603268945022,0.00134658246656761,21536,1,1,1,1
2018-07-01,"Indonesia",140,9,228,7,120,4,0,664,281,54,5,54,464,46,46,46,8,3,67,36,2,0,0,0,0,0,0,0,1,2,1,0,1,3,3,0,0,0,0,13,0,0.00529640979079181,0.000340483486550902,0.00862558165928952,0.000264820489539591,0.0045397798206787,0.000151325994022623,0,0.0251201150077555,0.0106306510800893,0.00204290091930541,0.000189157492528279,0.00204290091930541,0.0175538153066243,0.00174024893126017,0.00174024893126017,0.00174024893126017,0.000302651988045246,0.000113494495516967,0.00253471039987894,0.00136193394620361,7.56629970113116e-05,0,0,0,0,0,0,0,3.78314985056558e-05,7.56629970113116e-05,3.78314985056558e-05,0,3.78314985056558e-05,0.000113494495516967,0.000113494495516967,0,0,0,0,0.000491809480573525,0,384,95,149,1,252,87,33,26,4,153,142,0.0145272954261718,0.0035939923580373,0.00563689327734272,3.78314985056558e-05,0.00953353762342526,0.00329134036999206,0.00124843945068664,0.000983618961147051,0.000151325994022623,0.00578821927136534,0.00537207278780313,26433,23224,26407,7.52823115787429,0.000340483486550902,0.00109711345666402,26433,1,1,1,1
2018-08-01,"Indonesia",111,5,207,5,88,6,5,1265,232,32,3,56,297,59,43,101,2,3,30,36,2,0,0,0,0,0,0,1,0,7,0,0,0,2,1,0,0,1,2,3,1,0.00419786702972544,0.000189093109447092,0.0078284547311096,0.000189093109447092,0.00332803872626881,0.00022691173133651,0.000189093109447092,0.0478405566901142,0.00877392027834506,0.00121019590046139,0.000113455865668255,0.00211784282580743,0.0112321307011573,0.00223129869147568,0.00162620074124499,0.00381968081083125,7.56372437788367e-05,0.000113455865668255,0.00113455865668255,0.00136147038801906,7.56372437788367e-05,0,0,0,0,0,0,3.78186218894183e-05,0,0.000264730353225928,0,0,0,7.56372437788367e-05,3.78186218894183e-05,0,0,3.78186218894183e-05,7.56372437788367e-05,0.000113455865668255,3.78186218894183e-05,355,77,127,2,215,112,30,18,7,149,120,0.0134256107707435,0.00291203388548521,0.00480296497995613,7.56372437788367e-05,0.00813100370622494,0.00423568565161486,0.00113455865668255,0.00068073519400953,0.000264730353225928,0.00563497466152333,0.0045382346267302,26442,22959,26422,6.60915631943439,0.000416004840783602,0.00090764692534604,26442,1,1,1,1
2018-09-01,"Indonesia",62,1,291,6,61,2,2,762,299,38,11,50,505,56,50,62,2,5,20,18,4,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,1,0,12,1,0.00260646571656787,4.20397696220625e-05,0.0122335729600202,0.000252238617732375,0.00256442594694581,8.40795392441249e-05,8.40795392441249e-05,0.0320343044520116,0.0125698911169967,0.00159751124563837,0.000462437465842687,0.00210198848110312,0.0212300836591415,0.0023542270988355,0.00210198848110312,0.00260646571656787,8.40795392441249e-05,0.000210198848110312,0.000840795392441249,0.000756715853197125,0.00016815907848825,0,0,0,0,0,0,0,0,4.20397696220625e-05,0,0,0,0.000210198848110312,0,4.20397696220625e-05,0,4.20397696220625e-05,0,0.00050447723546475,4.20397696220625e-05,367,80,116,0,207,88,29,28,9,126,114,0.0154285954512969,0.003363181569765,0.00487661327615925,0,0.00870223231176693,0.0036994997267415,0.00121915331903981,0.00117711354941775,0.000378357926598562,0.00529701097237987,0.00479253373691512,23787,20718,23762,6.32597470637069,0.000462437465842687,0.00138731239752806,23787,1,1,1,1
2018-10-01,"Indonesia",105,1,176,9,60,4,5,1302,284,56,2,56,411,74,74,37,10,11,39,35,3,1,0,1,0,0,1,1,0,8,2,1,1,0,1,0,2,1,1,24,1,0.0036495081853255,3.47572208126238e-05,0.00611727086302179,0.000312814987313614,0.00208543324875743,0.000139028883250495,0.000173786104063119,0.0452539014980362,0.00987105071078517,0.00194640436550693,6.95144416252476e-05,0.00194640436550693,0.0142852177539884,0.00257203434013416,0.00257203434013416,0.00128601717006708,0.000347572208126238,0.000382329428938862,0.00135553161169233,0.00121650272844183,0.000104271662437871,3.47572208126238e-05,0,3.47572208126238e-05,0,0,3.47572208126238e-05,3.47572208126238e-05,0,0.000278057766500991,6.95144416252476e-05,3.47572208126238e-05,3.47572208126238e-05,0,3.47572208126238e-05,0,6.95144416252476e-05,3.47572208126238e-05,3.47572208126238e-05,0.000834173299502972,3.47572208126238e-05,394,80,169,13,313,100,36,34,5,155,120,0.0136943450001738,0.00278057766500991,0.00587397031733343,0.00045184387056411,0.0108790101143513,0.00347572208126238,0.00125125994925446,0.00118174550762921,0.000173786104063119,0.00538736922595669,0.00417086649751486,28771,25035,28722,6.73237632383017,0.000278057766500991,0.00243300545688367,28771,1,1,1,1
