"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","ippmedia.com","mtanzania.co.tz","jamhurimedia.co.tz","mzalendo.co.tz"
"2018-03-01","Tanzania",10,6,11,3,23,1,3,38,46,12,0,8,22,8,4,14,1,12,3,1,1,1,0,1,1,0,0,6,0,0,0,0,0,1,0,1,0,0.00422832980972516,0.00253699788583509,0.00465116279069767,0.00126849894291755,0.00972515856236787,0.000422832980972516,0.00126849894291755,0.0160676532769556,0.0194503171247357,0.00507399577167019,0,0.00338266384778013,0.00930232558139535,0.00338266384778013,0.00169133192389006,0.00591966173361522,0.000422832980972516,0.00507399577167019,0.00126849894291755,0.000422832980972516,0.000422832980972516,0.000422832980972516,0,0.000422832980972516,0.000422832980972516,0,0,0.00253699788583509,0,0,0,0,0,0.000422832980972516,0,0.000422832980972516,0,36,59,22,3,55,30,5,1,4,13,5,0.0152219873150106,0.0249471458773784,0.00930232558139535,0.00126849894291755,0.0232558139534884,0.0126849894291755,0.00211416490486258,0.000422832980972516,0.00169133192389006,0.00549682875264271,0.00211416490486258,2365,1950,22,4.59242506232444,0.000422832980972516,0.00465116279069767,2365,1,1,1,0
"2018-04-01","Tanzania",15,4,9,2,25,0,1,49,34,20,1,6,22,12,10,18,0,6,4,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0.00673249551166966,0.00179533213644524,0.0040394973070018,0.000897666068222621,0.0112208258527828,0,0.000448833034111311,0.0219928186714542,0.0152603231597846,0.00897666068222621,0.000448833034111311,0.00269299820466786,0.00987432675044883,0.00538599640933573,0.00448833034111311,0.00807899461400359,0,0.00269299820466786,0.00179533213644524,0.000448833034111311,0,0,0,0,0,0,0,0.00269299820466786,0,0,0.000448833034111311,0,0,0,0,0.000448833034111311,0,20,46,9,3,33,30,3,0,2,9,4,0.00897666068222621,0.0206463195691203,0.0040394973070018,0.00134649910233393,0.0148114901256732,0.0134649910233393,0.00134649910233393,0,0.000897666068222621,0.0040394973070018,0.00179533213644524,2228,1861,15,4.08218882594864,0,0.00359066427289048,2228,1,1,1,0
"2018-05-01","Tanzania",8,2,6,1,20,0,1,43,32,31,1,1,28,6,1,12,3,4,7,2,0,0,0,0,0,0,0,2,0,0,5,1,0,0,1,0,0,0.00365296803652968,0.00091324200913242,0.00273972602739726,0.00045662100456621,0.0091324200913242,0,0.00045662100456621,0.019634703196347,0.0146118721461187,0.0141552511415525,0.00045662100456621,0.00045662100456621,0.0127853881278539,0.00273972602739726,0.00045662100456621,0.00547945205479452,0.00136986301369863,0.00182648401826484,0.00319634703196347,0.00091324200913242,0,0,0,0,0,0,0,0.00091324200913242,0,0,0.00228310502283105,0.00045662100456621,0,0,0.00045662100456621,0,0,18,32,13,1,24,39,4,0,5,9,5,0.00821917808219178,0.0146118721461187,0.00593607305936073,0.00045662100456621,0.010958904109589,0.0178082191780822,0.00182648401826484,0,0.00228310502283105,0.00410958904109589,0.00228310502283105,2190,1871,10,3.98573158855443,0.00136986301369863,0.00273972602739726,2190,1,1,1,0
"2018-06-01","Tanzania",8,10,6,3,16,0,0,25,36,32,2,1,25,13,2,11,0,3,7,5,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0.00421052631578947,0.00526315789473684,0.00315789473684211,0.00157894736842105,0.00842105263157895,0,0,0.0131578947368421,0.0189473684210526,0.0168421052631579,0.00105263157894737,0.000526315789473684,0.0131578947368421,0.0068421052631579,0.00105263157894737,0.00578947368421053,0,0.00157894736842105,0.00368421052631579,0.00263157894736842,0,0,0,0,0,0,0,0.00263157894736842,0,0,0.000526315789473684,0,0,0,0,0,0,23,43,13,1,45,67,6,1,7,7,4,0.0121052631578947,0.0226315789473684,0.0068421052631579,0.000526315789473684,0.0236842105263158,0.0352631578947368,0.00315789473684211,0.000526315789473684,0.00368421052631579,0.00368421052631579,0.00210526315789474,1900,1511,18,4.81921848098025,0.000526315789473684,0.00263157894736842,1900,1,1,1,0
"2018-07-01","Tanzania",12,4,23,7,22,3,0,17,34,12,0,5,33,2,4,39,0,8,4,3,0,0,0,0,1,2,0,4,0,0,7,0,0,2,0,0,0,0.00548446069469835,0.00182815356489945,0.0105118829981718,0.00319926873857404,0.010054844606947,0.00137111517367459,0,0.00776965265082267,0.0155393053016453,0.00548446069469835,0,0.00228519195612431,0.0150822669104205,0.000914076782449726,0.00182815356489945,0.0178244972577697,0,0.0036563071297989,0.00182815356489945,0.00137111517367459,0,0,0,0,0.000457038391224863,0.000914076782449726,0,0.00182815356489945,0,0,0.00319926873857404,0,0,0.000914076782449726,0,0,0,33,69,18,0,42,21,23,2,5,8,3,0.0150822669104205,0.0315356489945155,0.00822669104204753,0,0.0191956124314442,0.00959780621572212,0.0105118829981718,0.000914076782449726,0.00228519195612431,0.0036563071297989,0.00137111517367459,2188,1777,25,4.50833462229175,0,0.00731261425959781,2188,1,1,1,0
"2018-08-01","Tanzania",15,8,59,9,20,0,0,26,66,12,1,4,52,8,5,22,0,3,2,8,0,2,0,0,1,1,1,3,1,1,8,1,0,3,0,1,0,0.00637484062898428,0.00339991500212495,0.0250743731406715,0.00382490437739057,0.00849978750531237,0,0,0.0110497237569061,0.0280492987675308,0.00509987250318742,0.000424989375265618,0.00169995750106247,0.0220994475138122,0.00339991500212495,0.00212494687632809,0.0093497662558436,0,0.00127496812579686,0.000849978750531237,0.00339991500212495,0,0.000849978750531237,0,0,0.000424989375265618,0.000424989375265618,0.000424989375265618,0.00127496812579686,0.000424989375265618,0.000424989375265618,0.00339991500212495,0.000424989375265618,0,0.00127496812579686,0,0.000424989375265618,0,33,71,14,0,37,33,3,2,8,4,4,0.0140246493837654,0.0301742456438589,0.00594985125371866,0,0.0157246068848279,0.0140246493837654,0.00127496812579686,0.000849978750531237,0.00339991500212495,0.00169995750106247,0.00169995750106247,2353,1885,27,5.89512340456854,0.00127496812579686,0.00849978750531237,2353,1,1,1,0
"2018-09-01","Tanzania",16,2,38,13,17,0,0,157,34,33,1,2,37,5,3,17,0,8,0,2,0,0,0,1,0,1,1,11,0,0,2,0,0,0,0,2,0,0.00665004156275977,0.000831255195344971,0.0157938487115544,0.00540315876974231,0.00706566916043225,0,0,0.0652535328345802,0.0141313383208645,0.013715710723192,0.000415627597672485,0.000831255195344971,0.015378221113882,0.00207813798836243,0.00124688279301746,0.00706566916043225,0,0.00332502078137988,0,0.000831255195344971,0,0,0,0.000415627597672485,0,0.000415627597672485,0.000415627597672485,0.00457190357439734,0,0,0.000831255195344971,0,0,0,0,0.000831255195344971,0,38,61,19,0,58,48,8,2,4,12,11,0.0157938487115544,0.0253532834580216,0.00789692435577722,0,0.0241064006650042,0.0199501246882793,0.00332502078137988,0.000831255195344971,0.00166251039068994,0.00498753117206983,0.00457190357439734,2406,1811,21,3.65680112026228,0,0.00748129675810474,2406,1,1,1,0
"2018-10-01","Tanzania",15,2,13,4,36,1,0,22,66,18,0,3,45,8,2,20,1,5,4,5,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,1,0,0.00638841567291312,0.000851788756388416,0.0055366269165247,0.00170357751277683,0.0153321976149915,0.000425894378194208,0,0.00936967632027257,0.0281090289608177,0.00766609880749574,0,0.00127768313458262,0.0191652470187394,0.00340715502555366,0.000851788756388416,0.00851788756388416,0.000425894378194208,0.00212947189097104,0.00170357751277683,0.00212947189097104,0,0,0,0.000425894378194208,0,0,0,0.00170357751277683,0,0,0.000425894378194208,0,0,0.000425894378194208,0,0.000425894378194208,0,40,69,23,0,47,30,10,1,7,7,13,0.0170357751277683,0.0293867120954003,0.00979557069846678,0,0.0200170357751278,0.0127768313458262,0.00425894378194208,0.000425894378194208,0.00298126064735946,0.00298126064735946,0.0055366269165247,2348,1896,15,5.4584302717874,0,0.00340715502555366,2348,1,1,1,0
"2018-11-01","Tanzania",18,2,7,0,26,0,1,18,63,22,0,17,35,21,2,27,5,12,13,3,0,0,0,0,1,0,7,15,0,0,3,0,0,0,0,2,0,0.00703674745895231,0.000781860828772478,0.00273651290070367,0,0.0101641907740422,0,0.000390930414386239,0.00703674745895231,0.0246286161063331,0.00860046911649726,0,0.00664581704456607,0.0136825645035184,0.00820953870211102,0.000781860828772478,0.0105551211884285,0.0019546520719312,0.00469116497263487,0.00508209538702111,0.00117279124315872,0,0,0,0,0.000390930414386239,0,0.00273651290070367,0.00586395621579359,0,0,0.00117279124315872,0,0,0,0,0.000781860828772478,0,30,58,27,0,55,51,16,3,8,7,6,0.0117279124315872,0.0226739640344019,0.0105551211884285,0,0.0215011727912432,0.0199374511336982,0.00625488663017983,0.00117279124315872,0.00312744331508991,0.00273651290070367,0.00234558248631744,2558,2067,31,6.87719728438045,0.000781860828772478,0.0101641907740422,2558,1,1,1,0
"2018-12-01","Tanzania",4,6,8,2,17,1,1,28,40,26,0,3,39,22,4,9,4,6,5,2,0,4,1,0,0,0,1,9,1,0,3,0,0,1,0,2,0,0.00181159420289855,0.00271739130434783,0.0036231884057971,0.000905797101449275,0.00769927536231884,0.000452898550724638,0.000452898550724638,0.0126811594202899,0.0181159420289855,0.0117753623188406,0,0.00135869565217391,0.0176630434782609,0.00996376811594203,0.00181159420289855,0.00407608695652174,0.00181159420289855,0.00271739130434783,0.00226449275362319,0.000905797101449275,0,0.00181159420289855,0.000452898550724638,0,0,0,0.000452898550724638,0.00407608695652174,0.000452898550724638,0,0.00135869565217391,0,0,0.000452898550724638,0,0.000905797101449275,0,37,50,24,0,49,35,9,4,10,7,5,0.0167572463768116,0.0226449275362319,0.0108695652173913,0,0.0221920289855072,0.0158514492753623,0.00407608695652174,0.00181159420289855,0.00452898550724638,0.00317028985507246,0.00226449275362319,2208,1810,24,5.13204122759766,0.000905797101449275,0.00905797101449275,2208,1,1,1,0
"2019-01-01","Tanzania",5,0,15,1,15,0,1,26,52,39,0,5,46,9,8,21,1,8,4,7,0,0,1,0,0,0,1,5,0,0,6,0,0,0,0,0,0,0.00233317778814746,0,0.00699953336444237,0.000466635557629491,0.00699953336444237,0,0.000466635557629491,0.0121325244983668,0.0242650489967336,0.0181987867475502,0,0.00233317778814746,0.0214652356509566,0.00419972001866542,0.00373308446103593,0.00979934671021932,0.000466635557629491,0.00373308446103593,0.00186654223051797,0.00326644890340644,0,0,0.000466635557629491,0,0,0,0.000466635557629491,0.00233317778814746,0,0,0.00279981334577695,0,0,0,0,0,0,30,55,30,0,63,38,5,2,6,13,7,0.0139990667288847,0.025664955669622,0.0139990667288847,0,0.029398040130658,0.0177321511899207,0.00233317778814746,0.000933271115258983,0.00279981334577695,0.00606626224918339,0.00326644890340644,2143,1700,17,5.58605047517286,0.000466635557629491,0.0055996266915539,2143,1,1,1,0
"2019-02-01","Tanzania",17,7,18,1,12,0,1,18,37,14,1,5,27,9,5,9,1,7,5,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,3,0.00760966875559534,0.00313339301700985,0.00805729632945389,0.00044762757385855,0.0053715308863026,0,0.00044762757385855,0.00805729632945389,0.0165622202327663,0.0062667860340197,0.00044762757385855,0.00223813786929275,0.0120859444941808,0.00402864816472695,0.00223813786929275,0.00402864816472695,0.00044762757385855,0.00313339301700985,0.00223813786929275,0.000895255147717099,0,0.00044762757385855,0,0,0,0,0,0.000895255147717099,0,0,0.00044762757385855,0,0,0,0,0.00044762757385855,0.00134288272157565,49,62,22,1,69,40,3,4,4,12,11,0.0219337511190689,0.0277529095792301,0.00984780662488809,0.00044762757385855,0.0308863025962399,0.017905102954342,0.00134288272157565,0.0017905102954342,0.0017905102954342,0.0053715308863026,0.00492390331244405,2234,1801,37,4.70462633181578,0.00044762757385855,0.00313339301700985,2234,1,1,1,0
"2019-03-01","Tanzania",10,4,22,4,29,0,0,42,43,25,0,4,32,10,5,7,2,6,6,4,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0.00491642084562439,0.00196656833824975,0.0108161258603736,0.00196656833824975,0.0142576204523107,0,0,0.0206489675516224,0.0211406096361849,0.012291052114061,0,0.00196656833824975,0.015732546705998,0.00491642084562439,0.00245821042281219,0.00344149459193707,0.000983284169124877,0.00294985250737463,0.00294985250737463,0.00196656833824975,0,0,0,0,0,0,0,0.00442477876106195,0,0,0,0,0,0.000491642084562439,0,0,0,24,47,10,0,36,14,5,0,4,11,7,0.0117994100294985,0.0231071779744346,0.00491642084562439,0,0.0176991150442478,0.00688298918387414,0.00245821042281219,0,0.00196656833824975,0.00540806293018682,0.00344149459193707,2034,1657,23,5.1019699012902,0.000491642084562439,0.00442477876106195,2034,1,1,1,0
"2019-04-01","Tanzania",3,12,20,3,18,1,1,69,41,17,0,0,35,13,4,11,0,10,3,3,0,0,1,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0.00142993326978074,0.00571973307912297,0.00953288846520496,0.00142993326978074,0.00857959961868446,0.000476644423260248,0.000476644423260248,0.0328884652049571,0.0195424213536702,0.00810295519542421,0,0,0.0166825548141087,0.00619637750238322,0.00190657769304099,0.00524308865586273,0,0.00476644423260248,0.00142993326978074,0.00142993326978074,0,0,0.000476644423260248,0,0,0,0,0.00333651096282174,0,0,0.000476644423260248,0,0,0.000476644423260248,0,0,0,28,46,23,2,45,37,2,2,4,14,1,0.0133460438512869,0.0219256434699714,0.0109628217349857,0.000953288846520496,0.0214489990467112,0.0176358436606292,0.000953288846520496,0.000953288846520496,0.00190657769304099,0.00667302192564347,0.000476644423260248,2098,1677,18,4.83522757858806,0,0.00476644423260248,2098,1,1,1,0
"2019-05-01","Tanzania",4,1,12,3,16,0,1,37,29,21,1,3,18,5,5,7,0,3,3,4,0,0,0,0,0,0,0,5,0,0,3,0,0,1,0,0,0,0.00218459858001092,0.000546149645002731,0.00655379574003277,0.00163844893500819,0.00873839432004369,0,0.000546149645002731,0.020207536865101,0.0158383397050792,0.0114691425450573,0.000546149645002731,0.00163844893500819,0.00983069361004915,0.00273074822501365,0.00273074822501365,0.00382304751501912,0,0.00163844893500819,0.00163844893500819,0.00218459858001092,0,0,0,0,0,0,0,0.00273074822501365,0,0,0.00163844893500819,0,0,0.000546149645002731,0,0,0,26,45,20,0,46,50,4,0,0,10,4,0.014199890770071,0.0245767340251229,0.0109229929000546,0,0.0251228836701256,0.0273074822501365,0.00218459858001092,0,0,0.00546149645002731,0.00218459858001092,1831,1491,21,3.00750600169942,0,0.00491534680502458,1831,1,1,1,0
"2019-06-01","Tanzania",10,2,15,4,25,1,1,31,27,20,0,4,29,14,1,14,1,4,2,2,0,1,0,0,0,0,1,3,1,0,1,0,0,0,2,0,0,0.00570125427594071,0.00114025085518814,0.00855188141391106,0.00228050171037628,0.0142531356898518,0.000570125427594071,0.000570125427594071,0.0176738882554162,0.0153933865450399,0.0114025085518814,0,0.00228050171037628,0.016533637400228,0.00798175598631699,0.000570125427594071,0.00798175598631699,0.000570125427594071,0.00228050171037628,0.00114025085518814,0.00114025085518814,0,0.000570125427594071,0,0,0,0,0.000570125427594071,0.00171037628278221,0.000570125427594071,0,0.000570125427594071,0,0,0,0.00114025085518814,0,0,20,38,11,2,33,53,2,1,2,13,5,0.0114025085518814,0.0216647662485747,0.00627137970353478,0.00114025085518814,0.0188141391106043,0.0302166476624857,0.00114025085518814,0.000570125427594071,0.00114025085518814,0.00741163055872292,0.00285062713797035,1754,1405,32,4.53958600079153,0,0.00513112884834664,1754,1,1,1,0
"2019-07-01","Tanzania",17,1,23,2,24,2,0,9,35,9,0,3,36,8,0,17,0,12,7,6,0,0,0,0,0,0,0,10,0,0,1,0,0,2,0,0,0,0.00947603121516165,0.000557413600891862,0.0128205128205128,0.00111482720178372,0.0133779264214047,0.00111482720178372,0,0.00501672240802676,0.0195094760312152,0.00501672240802676,0,0.00167224080267559,0.020066889632107,0.00445930880713489,0,0.00947603121516165,0,0.00668896321070234,0.00390189520624303,0.00334448160535117,0,0,0,0,0,0,0,0.00557413600891862,0,0,0.000557413600891862,0,0,0.00111482720178372,0,0,0,23,47,19,0,34,26,8,1,3,6,5,0.0128205128205128,0.0261984392419175,0.0105908584169454,0,0.0189520624303233,0.0144927536231884,0.00445930880713489,0.000557413600891862,0.00167224080267559,0.00334448160535117,0.00278706800445931,1794,1459,13,6.30948299596114,0,0.0072463768115942,1794,1,1,1,0
"2019-08-01","Tanzania",13,2,18,0,14,2,0,114,78,13,1,6,44,4,7,6,1,12,2,5,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0.00660233621127476,0.00101574403250381,0.00914169629253428,0,0.00711020822752666,0.00101574403250381,0,0.0578974098527171,0.0396140172676486,0.00660233621127476,0.000507872016251904,0.00304723209751143,0.0223463687150838,0.00203148806500762,0.00355510411376333,0.00304723209751143,0.000507872016251904,0.00609446419502285,0.00101574403250381,0.00253936008125952,0,0,0,0,0,0,0,0.00304723209751143,0,0,0.00152361604875571,0,0,0,0,0,0,31,32,17,0,39,29,7,1,4,5,1,0.015744032503809,0.0162519045200609,0.00863382427628238,0,0.0198070086338243,0.0147282884713052,0.00355510411376333,0.000507872016251904,0.00203148806500762,0.00253936008125952,0.000507872016251904,1969,1522,16,7.18485873800143,0,0.00457084814626714,1969,1,1,1,0
"2019-09-01","Tanzania",7,3,23,3,32,0,0,35,55,14,0,3,49,10,5,18,0,7,2,7,0,0,1,0,0,0,0,3,0,0,2,0,0,6,0,0,0,0.00346878097125867,0.00148662041625372,0.0113974231912785,0.00148662041625372,0.0158572844400396,0,0,0.0173439048562934,0.0272547076313181,0.00693756194251734,0,0.00148662041625372,0.0242814667988107,0.00495540138751239,0.00247770069375619,0.0089197224975223,0,0.00346878097125867,0.000991080277502478,0.00346878097125867,0,0,0.000495540138751239,0,0,0,0,0.00148662041625372,0,0,0.000991080277502478,0,0,0.00297324083250743,0,0,0,23,59,16,0,49,33,2,2,6,3,2,0.0113974231912785,0.0292368681863231,0.00792864222001982,0,0.0242814667988107,0.0163528245787909,0.000991080277502478,0.000991080277502478,0.00297324083250743,0.00148662041625372,0.000991080277502478,2018,1609,23,5.70091903219171,0,0.00594648166501487,2018,1,1,1,0
"2019-10-01","Tanzania",1,2,30,15,20,0,0,28,40,17,0,3,29,10,1,13,0,6,1,4,0,0,0,0,1,0,0,14,0,0,2,0,0,0,0,2,0,0.000483792936623125,0.000967585873246251,0.0145137880986938,0.00725689404934688,0.00967585873246251,0,0,0.0135462022254475,0.019351717464925,0.00822447992259313,0,0.00145137880986938,0.0140299951620706,0.00483792936623125,0.000483792936623125,0.00628930817610063,0,0.00290275761973875,0.000483792936623125,0.0019351717464925,0,0,0,0,0.000483792936623125,0,0,0.00677310111272375,0,0,0.000967585873246251,0,0,0,0,0.000967585873246251,0,23,58,27,0,38,30,5,1,0,0,6,0.0111272375423319,0.0280599903241413,0.0130624092888244,0,0.0183841315916788,0.0145137880986938,0.00241896468311563,0.000483792936623125,0,0,0.00290275761973875,2067,1710,38,3.23034052104433,0.0019351717464925,0.00725689404934688,2067,1,1,1,0
"2019-11-01","Tanzania",14,4,36,25,15,2,0,19,34,17,0,3,29,17,6,13,1,5,4,5,0,1,0,0,0,0,1,1,0,0,4,0,0,1,0,1,0,0.00700350175087544,0.00200100050025012,0.0180090045022511,0.0125062531265633,0.00750375187593797,0.00100050025012506,0,0.00950475237618809,0.0170085042521261,0.00850425212606303,0,0.00150075037518759,0.0145072536268134,0.00850425212606303,0.00300150075037519,0.00650325162581291,0.000500250125062531,0.00250125062531266,0.00200100050025012,0.00250125062531266,0,0.000500250125062531,0,0,0,0,0.000500250125062531,0.000500250125062531,0,0,0.00200100050025012,0,0,0.000500250125062531,0,0.000500250125062531,0,15,51,16,0,24,20,6,3,2,6,2,0.00750375187593797,0.0255127563781891,0.0080040020010005,0,0.0120060030015008,0.0100050025012506,0.00300150075037519,0.00150075037518759,0.00100050025012506,0.00300150075037519,0.00100050025012506,1999,1645,25,4.95925716462345,0,0.00450225112556278,1999,1,1,1,0
"2019-12-01","Tanzania",10,2,31,1,23,1,0,30,32,9,0,4,29,7,2,11,0,4,1,4,0,0,0,0,0,0,0,5,0,0,2,0,0,8,0,0,0,0.0053475935828877,0.00106951871657754,0.0165775401069519,0.00053475935828877,0.0122994652406417,0.00053475935828877,0,0.0160427807486631,0.0171122994652406,0.00481283422459893,0,0.00213903743315508,0.0155080213903743,0.00374331550802139,0.00106951871657754,0.00588235294117647,0,0.00213903743315508,0.00053475935828877,0.00213903743315508,0,0,0,0,0,0,0,0.00267379679144385,0,0,0.00106951871657754,0,0,0.00427807486631016,0,0,0,19,31,13,0,22,30,6,1,4,6,2,0.0101604278074866,0.0165775401069519,0.00695187165775401,0,0.0117647058823529,0.0160427807486631,0.00320855614973262,0.00053475935828877,0.00213903743315508,0.00320855614973262,0.00106951871657754,1870,1573,26,3.78942847940692,0,0.00909090909090909,1870,1,1,1,0
"2020-01-01","Tanzania",10,5,44,1,22,6,0,45,39,26,2,1,45,3,1,15,5,6,3,4,0,0,0,0,0,1,0,2,0,0,3,0,0,1,0,0,0,0.00511247443762781,0.00255623721881391,0.0224948875255624,0.000511247443762781,0.0112474437627812,0.00306748466257669,0,0.0230061349693252,0.0199386503067485,0.0132924335378323,0.00102249488752556,0.000511247443762781,0.0230061349693252,0.00153374233128834,0.000511247443762781,0.00766871165644172,0.00255623721881391,0.00306748466257669,0.00153374233128834,0.00204498977505112,0,0,0,0,0,0.000511247443762781,0,0.00102249488752556,0,0,0.00153374233128834,0,0,0.000511247443762781,0,0,0,23,43,17,0,29,24,8,3,4,8,7,0.011758691206544,0.0219836400817996,0.00869120654396728,0,0.0148261758691207,0.0122699386503067,0.00408997955010225,0.00153374233128834,0.00204498977505112,0.00408997955010225,0.00357873210633947,1956,1561,21,6.286601377573,0,0.00357873210633947,1956,1,1,1,0
"2020-02-01","Tanzania",8,2,27,4,26,3,0,59,42,28,1,1,29,11,1,14,0,2,12,1,0,5,0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,0.00450958286358512,0.00112739571589628,0.0152198421645998,0.00225479143179256,0.0146561443066516,0.00169109357384442,0,0.0332581736189402,0.0236753100338219,0.0157835400225479,0.00056369785794814,0.00056369785794814,0.0163472378804961,0.00620067643742954,0.00056369785794814,0.00789177001127396,0,0.00112739571589628,0.00676437429537768,0.00056369785794814,0,0.0028184892897407,0,0.00056369785794814,0.00056369785794814,0,0,0.00056369785794814,0,0,0.00225479143179256,0,0,0,0,0,0,22,42,20,0,31,31,4,0,3,5,1,0.0124013528748591,0.0236753100338219,0.0112739571589628,0,0.0174746335963923,0.0174746335963923,0.00225479143179256,0,0.00169109357384442,0.0028184892897407,0.00056369785794814,1774,1390,35,4.89824303171562,0.00056369785794814,0.00676437429537768,1774,1,1,1,0
"2020-03-01","Tanzania",7,3,34,5,19,2,1,128,43,13,10,8,38,3,3,8,0,11,9,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.00302375809935205,0.00129589632829374,0.0146868250539957,0.00215982721382289,0.008207343412527,0.000863930885529158,0.000431965442764579,0.0552915766738661,0.0185745140388769,0.00561555075593952,0.00431965442764579,0.00345572354211663,0.016414686825054,0.00129589632829374,0.00129589632829374,0.00345572354211663,0,0.00475161987041037,0.00388768898488121,0.00172786177105832,0,0,0,0.000431965442764579,0.000431965442764579,0,0,0,0,0,0,0,0,0.000431965442764579,0,0,0,35,39,16,1,56,30,2,2,2,8,2,0.0151187904967603,0.0168466522678186,0.00691144708423326,0.000431965442764579,0.0241900647948164,0.0129589632829374,0.000863930885529158,0.000863930885529158,0.000863930885529158,0.00345572354211663,0.000863930885529158,2315,1826,49,4.67411408523673,0,0.00129589632829374,2315,1,1,1,0
"2020-04-01","Tanzania",11,5,28,4,14,0,0,178,24,12,12,3,32,10,1,11,0,3,6,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0.00485865724381625,0.00220848056537102,0.0123674911660777,0.00176678445229682,0.00618374558303887,0,0,0.0786219081272085,0.0106007067137809,0.00530035335689046,0.00530035335689046,0.00132508833922261,0.0141342756183746,0.00441696113074205,0.000441696113074205,0.00485865724381625,0,0.00132508833922261,0.00265017667844523,0.00088339222614841,0,0,0,0.000441696113074205,0.000441696113074205,0,0,0.00088339222614841,0,0,0,0,0,0,0,0,0,32,45,10,0,35,39,1,1,2,15,2,0.0141342756183746,0.0198763250883392,0.00441696113074205,0,0.0154593639575972,0.017226148409894,0.000441696113074205,0.000441696113074205,0.00088339222614841,0.00662544169611307,0.00088339222614841,2264,1765,33,3.41864659251361,0.00088339222614841,0.00088339222614841,2264,1,1,0,0
"2020-05-01","Tanzania",14,1,26,8,23,5,0,144,58,16,6,6,41,11,1,30,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546234880998829,0.000390167772142021,0.0101443620756925,0.00312134217713617,0.00897385875926648,0.00195083886071011,0,0.056184159188451,0.0226297307842372,0.00624268435427234,0.00234100663285213,0.00234100663285213,0.0159968786578229,0.00429184549356223,0.000390167772142021,0.0117050331642606,0,0.00117050331642606,0.00195083886071011,0.000780335544284042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47,25,0,37,53,6,1,1,9,2,0.0230198985563792,0.018337885290675,0.00975419430355053,0,0.0144362075692548,0.0206788919235271,0.00234100663285213,0.000390167772142021,0.000390167772142021,0.00351150994927819,0.000780335544284042,2563,1986,13,4.40420934361219,0,0,2563,1,1,0,0
