"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","ippmedia.com","mtanzania.co.tz","jamhurimedia.co.tz","mzalendo.co.tz"
"2016-01-01","Tanzania",4,14,38,15,25,3,0,48,35,6,1,1,36,7,5,16,1,6,2,1,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0.00205655526992288,0.00719794344473008,0.0195372750642674,0.0077120822622108,0.012853470437018,0.00154241645244216,0,0.0246786632390746,0.0179948586118252,0.00308483290488432,0.00051413881748072,0.00051413881748072,0.0185089974293059,0.00359897172236504,0.0025706940874036,0.00822622107969152,0.00051413881748072,0.00308483290488432,0.00102827763496144,0.00051413881748072,0,0,0,0,0.00051413881748072,0,0,0.00102827763496144,0,0,0.00205655526992288,0,0,0,0,0,0,24,25,19,1,40,35,14,2,1,12,7,0.0123393316195373,0.012853470437018,0.00976863753213368,0.00051413881748072,0.0205655526992288,0.0179948586118252,0.00719794344473008,0.00102827763496144,0.00051413881748072,0.00616966580976864,0.00359897172236504,1945,1551,14,4.82968177218148,0.00051413881748072,0.00308483290488432,1945,1,1,1,0
"2016-02-01","Tanzania",5,1,29,11,23,1,1,40,44,17,0,10,55,7,10,23,1,9,1,10,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0.00213857998289136,0.000427715996578272,0.0124037639007699,0.00470487596236099,0.00983746792130026,0.000427715996578272,0.000427715996578272,0.0171086398631309,0.018819503849444,0.00727117194183062,0,0.00427715996578272,0.023524379811805,0.0029940119760479,0.00427715996578272,0.00983746792130026,0.000427715996578272,0.00384944396920445,0.000427715996578272,0.00427715996578272,0,0,0,0,0,0,0,0.000855431993156544,0,0,0.00128314798973482,0,0,0,0,0,0,37,22,28,1,58,40,17,3,0,11,10,0.0158254918733961,0.00940975192472198,0.0119760479041916,0.000427715996578272,0.0248075278015398,0.0171086398631309,0.00727117194183062,0.00128314798973482,0,0.00470487596236099,0.00427715996578272,2338,1882,8,5.26025275352122,0,0.00213857998289136,2338,1,1,1,0
"2016-03-01","Tanzania",4,7,58,12,32,1,2,39,58,11,0,8,60,11,8,27,0,5,6,4,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,1,0.00171159606332905,0.00299529311082585,0.0248181429182713,0.00513478818998716,0.0136927685066324,0.000427899015832264,0.000855798031664527,0.0166880616174583,0.0248181429182713,0.0047068891741549,0,0.00342319212665811,0.0256739409499358,0.0047068891741549,0.00342319212665811,0.0115532734274711,0,0.00213949507916132,0.00256739409499358,0.00171159606332905,0,0,0,0,0,0,0.000427899015832264,0.00171159606332905,0,0,0.000855798031664527,0,0,0,0,0,0.000427899015832264,49,36,29,4,68,31,9,2,4,21,15,0.0209670517757809,0.0154043645699615,0.0124090714591356,0.00171159606332905,0.0290971330765939,0.0132648694908002,0.00385109114249037,0.000855798031664527,0.00171159606332905,0.00898587933247754,0.00641848523748395,2337,1804,15,5.82468237664586,0.000427899015832264,0.00299529311082585,2337,1,1,1,0
"2016-04-01","Tanzania",5,1,21,1,30,1,1,35,74,17,1,4,79,8,3,26,1,6,8,5,2,0,0,0,0,0,0,5,0,0,1,1,0,1,2,1,0,0.00209731543624161,0.000419463087248322,0.00880872483221476,0.000419463087248322,0.0125838926174497,0.000419463087248322,0.000419463087248322,0.0146812080536913,0.0310402684563758,0.00713087248322148,0.000419463087248322,0.00167785234899329,0.0331375838926175,0.00335570469798658,0.00125838926174497,0.0109060402684564,0.000419463087248322,0.00251677852348993,0.00335570469798658,0.00209731543624161,0.000838926174496644,0,0,0,0,0,0,0.00209731543624161,0,0,0.000419463087248322,0.000419463087248322,0,0.000419463087248322,0.000838926174496644,0.000419463087248322,0,29,40,29,7,54,38,11,3,3,8,5,0.0121644295302013,0.0167785234899329,0.0121644295302013,0.00293624161073826,0.0226510067114094,0.0159395973154362,0.00461409395973154,0.00125838926174497,0.00125838926174497,0.00335570469798658,0.00209731543624161,2384,1933,15,6.58118069368285,0.00293624161073826,0.00251677852348993,2384,1,1,1,0
"2016-05-01","Tanzania",12,5,15,4,29,6,2,20,58,24,1,3,68,10,8,27,0,5,15,4,0,0,0,0,1,1,2,4,1,0,2,0,0,1,0,0,1,0.00486420753952169,0.00202675314146737,0.00608025942440211,0.0016214025131739,0.0117551682205107,0.00243210376976084,0.000810701256586948,0.00810701256586948,0.0235103364410215,0.00972841507904337,0.000405350628293474,0.00121605188488042,0.0275638427239562,0.00405350628293474,0.00324280502634779,0.0109444669639238,0,0.00202675314146737,0.00608025942440211,0.0016214025131739,0,0,0,0,0.000405350628293474,0.000405350628293474,0.000810701256586948,0.0016214025131739,0.000405350628293474,0,0.000810701256586948,0,0,0.000405350628293474,0,0,0.000405350628293474,39,34,20,1,33,46,11,3,7,18,9,0.0158086745034455,0.0137819213619781,0.00810701256586948,0.000405350628293474,0.0133765707336846,0.0186461289014998,0.00445885691122821,0.00121605188488042,0.00283745439805432,0.00729631130928253,0.00364815565464126,2467,2009,25,6.56285866854578,0.000405350628293474,0.00486420753952169,2467,1,1,1,0
"2016-06-01","Tanzania",4,7,12,4,21,2,7,30,57,44,6,3,34,13,7,20,0,10,6,10,0,0,0,1,0,0,0,5,0,0,4,0,0,3,0,0,0,0.0017636684303351,0.00308641975308642,0.00529100529100529,0.0017636684303351,0.00925925925925926,0.000881834215167548,0.00308641975308642,0.0132275132275132,0.0251322751322751,0.0194003527336861,0.00264550264550265,0.00132275132275132,0.0149911816578483,0.00573192239858906,0.00308641975308642,0.00881834215167548,0,0.00440917107583774,0.00264550264550265,0.00440917107583774,0,0,0,0.000440917107583774,0,0,0,0.00220458553791887,0,0,0.0017636684303351,0,0,0.00132275132275132,0,0,0,22,43,18,1,43,67,7,1,4,18,9,0.00970017636684303,0.0189594356261023,0.00793650793650794,0.000440917107583774,0.0189594356261023,0.0295414462081129,0.00308641975308642,0.000440917107583774,0.0017636684303351,0.00793650793650794,0.00396825396825397,2268,1788,32,6.86368021696016,0.000440917107583774,0.00529100529100529,2268,1,1,1,0
"2016-07-01","Tanzania",6,7,16,2,40,3,1,26,68,18,0,5,47,14,12,19,2,9,5,10,0,0,0,0,0,0,0,8,0,0,2,2,0,2,0,0,0,0.00232288037166086,0.002710027100271,0.00619434765776229,0.000774293457220286,0.0154858691444057,0.00116144018583043,0.000387146728610143,0.0100658149438637,0.0263259775454897,0.00696864111498258,0,0.00193573364305072,0.0181958962446767,0.00542005420054201,0.00464576074332172,0.00735578784359272,0.000774293457220286,0.00348432055749129,0.00193573364305072,0.00387146728610143,0,0,0,0,0,0,0,0.00309717382888115,0,0,0.000774293457220286,0.000774293457220286,0,0.000774293457220286,0,0,0,34,42,20,0,61,58,10,2,6,6,5,0.0131629887727449,0.016260162601626,0.00774293457220286,0,0.0236159504452187,0.0224545102593883,0.00387146728610143,0.000774293457220286,0.00232288037166086,0.00232288037166086,0.00193573364305072,2583,2086,22,5.9780778732242,0,0.00580720092915215,2583,1,1,1,0
"2016-08-01","Tanzania",13,17,7,2,19,1,1,19,61,13,1,3,62,5,31,15,2,10,10,5,0,1,0,0,0,1,0,4,1,0,2,1,0,2,0,0,0,0.00499807766243752,0.0065359477124183,0.00269127258746636,0.000768935024990388,0.00730488273740869,0.000384467512495194,0.000384467512495194,0.00730488273740869,0.0234525182622068,0.00499807766243752,0.000384467512495194,0.00115340253748558,0.023836985774702,0.00192233756247597,0.011918492887351,0.00576701268742791,0.000768935024990388,0.00384467512495194,0.00384467512495194,0.00192233756247597,0,0.000384467512495194,0,0,0,0.000384467512495194,0,0.00153787004998078,0.000384467512495194,0,0.000768935024990388,0.000384467512495194,0,0.000768935024990388,0,0,0,47,39,16,1,57,42,10,1,3,20,9,0.0180699730872741,0.0149942329873126,0.00615148019992311,0.000384467512495194,0.0219146482122261,0.0161476355247982,0.00384467512495194,0.000384467512495194,0.00115340253748558,0.00768935024990388,0.00346020761245675,2601,2124,20,7.17828016820194,0,0.00461361014994233,2601,1,1,1,0
"2016-09-01","Tanzania",8,8,10,1,27,2,8,121,45,23,2,3,36,10,3,26,1,6,4,5,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0.00294442399705558,0.00294442399705558,0.00368052999631947,0.000368052999631947,0.00993743099006257,0.000736105999263894,0.00294442399705558,0.0445344129554656,0.0165623849834376,0.00846521899153478,0.000736105999263894,0.00110415899889584,0.0132499079867501,0.00368052999631947,0.00110415899889584,0.00956937799043062,0.000368052999631947,0.00220831799779168,0.00147221199852779,0.00184026499815974,0,0,0,0,0,0,0.000368052999631947,0.000368052999631947,0,0,0.00147221199852779,0.000368052999631947,0,0,0,0,0,41,40,21,1,62,57,4,1,4,14,10,0.0150901729849098,0.0147221199852779,0.00772911299227089,0.000368052999631947,0.0228192859771807,0.020979020979021,0.00147221199852779,0.000368052999631947,0.00147221199852779,0.00515274199484726,0.00368052999631947,2717,2171,21,5.10099189702996,0,0.00257637099742363,2717,1,1,1,0
"2016-10-01","Tanzania",4,3,17,7,25,1,2,35,58,20,0,6,33,14,5,18,0,4,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0.00141043723554302,0.00105782792665726,0.00599435825105783,0.00246826516220028,0.00881523272214386,0.000352609308885755,0.000705218617771509,0.0123413258110014,0.0204513399153738,0.00705218617771509,0,0.00211565585331453,0.0116361071932299,0.00493653032440056,0.00176304654442877,0.00634696755994358,0,0.00141043723554302,0,0.00317348377997179,0,0,0,0,0,0,0,0.000705218617771509,0,0,0,0,0,0.000705218617771509,0,0,0.000705218617771509,45,39,17,0,73,53,6,0,5,14,11,0.015867418899859,0.0137517630465444,0.00599435825105783,0,0.0257404795486601,0.018688293370945,0.00211565585331453,0,0.00176304654442877,0.00493653032440056,0.0038787023977433,2836,2353,20,3.54725740618586,0.000705218617771509,0.00141043723554302,2836,1,1,1,0
"2016-11-01","Tanzania",8,4,19,5,24,0,3,32,45,39,0,5,50,14,8,22,1,2,2,3,0,1,0,0,0,0,2,3,0,0,1,2,0,2,0,0,1,0.00297840655249442,0.00148920327624721,0.00707371556217424,0.00186150409530901,0.00893521965748325,0,0.00111690245718541,0.0119136262099777,0.0167535368577811,0.0145197319434103,0,0.00186150409530901,0.0186150409530901,0.00521221146686523,0.00297840655249442,0.00819061801935964,0.000372300819061802,0.000744601638123604,0.000744601638123604,0.00111690245718541,0,0.000372300819061802,0,0,0,0,0.000744601638123604,0.00111690245718541,0,0,0.000372300819061802,0.000744601638123604,0,0.000744601638123604,0,0,0.000372300819061802,42,35,18,3,67,61,8,2,5,8,10,0.0156366344005957,0.0130305286671631,0.00670141474311243,0.00111690245718541,0.0249441548771407,0.0227103499627699,0.00297840655249442,0.000744601638123604,0.00186150409530901,0.00297840655249442,0.00372300819061802,2686,2203,24,4.2692514032395,0,0.00483991064780342,2686,1,1,1,0
"2016-12-01","Tanzania",16,2,19,0,16,2,3,31,31,22,1,3,28,9,10,21,1,3,3,3,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0.006519967400163,0.000814995925020375,0.00774246128769356,0,0.006519967400163,0.000814995925020375,0.00122249388753056,0.0126324368378158,0.0126324368378158,0.00896495517522412,0.000407497962510187,0.00122249388753056,0.0114099429502852,0.00366748166259169,0.00407497962510187,0.00855745721271394,0.000407497962510187,0.00122249388753056,0.00122249388753056,0.00122249388753056,0,0,0.000407497962510187,0,0.000407497962510187,0,0,0.00203748981255094,0,0,0,0,0,0,0,0,0,37,48,23,2,60,40,13,1,2,23,9,0.0150774246128769,0.019559902200489,0.00937245313773431,0.000814995925020375,0.0244498777506112,0.0162999185004075,0.00529747351263244,0.000407497962510187,0.000814995925020375,0.00937245313773431,0.00366748166259169,2454,2020,11,4.02452622224722,0.000814995925020375,0.00203748981255094,2454,1,1,1,0
"2017-01-01","Tanzania",16,4,26,2,18,0,1,42,37,12,1,2,23,8,5,17,2,7,6,1,0,0,1,2,1,5,0,8,0,0,2,2,0,0,0,1,0,0.00669176076955249,0.00167294019238812,0.0108741112505228,0.000836470096194061,0.00752823086574655,0,0.000418235048097031,0.0175658720200753,0.0154746967795901,0.00501882057716437,0.000418235048097031,0.000836470096194061,0.0096194061062317,0.00334588038477624,0.00209117524048515,0.00710999581764952,0.000836470096194061,0.00292764533667921,0.00250941028858218,0.000418235048097031,0,0,0.000418235048097031,0.000836470096194061,0.000418235048097031,0.00209117524048515,0,0.00334588038477624,0,0,0.000836470096194061,0.000836470096194061,0,0,0,0.000418235048097031,0,62,39,20,1,42,38,9,2,5,21,10,0.0259305729820159,0.0163111668757842,0.00836470096194061,0.000418235048097031,0.0175658720200753,0.0158929318276872,0.00376411543287327,0.000836470096194061,0.00209117524048515,0.00878293601003764,0.00418235048097031,2391,1953,39,4.22275716055022,0,0.00920117105813467,2391,1,1,1,0
"2017-02-01","Tanzania",9,6,9,0,25,5,3,26,30,18,2,2,19,15,0,11,0,1,6,3,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0.00477960701009028,0.00318640467339352,0.00477960701009028,0,0.0132766861391397,0.00265533722782793,0.00159320233669676,0.0138077535847053,0.0159320233669676,0.00955921402018056,0.00106213489113117,0.00106213489113117,0.0100902814657461,0.0079660116834838,0,0.00584174190122146,0,0.000531067445565587,0.00318640467339352,0.00159320233669676,0,0,0,0,0,0.00106213489113117,0,0.00106213489113117,0,0,0.000531067445565587,0,0,0.000531067445565587,0,0,0,70,41,23,1,58,29,5,1,5,3,4,0.0371747211895911,0.0217737652681891,0.0122145512480085,0.000531067445565587,0.030801911842804,0.015400955921402,0.00265533722782793,0.000531067445565587,0.00265533722782793,0.00159320233669676,0.00212426978226235,1883,1494,10,4.39209312150029,0.000531067445565587,0.00265533722782793,1883,1,1,1,0
"2017-03-01","Tanzania",10,5,26,2,15,0,3,33,36,20,0,4,18,14,8,27,3,4,4,9,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,1,0.00405679513184584,0.00202839756592292,0.0105476673427992,0.000811359026369168,0.00608519269776876,0,0.00121703853955375,0.0133874239350913,0.014604462474645,0.00811359026369168,0,0.00162271805273834,0.00730223123732252,0.00567951318458418,0.00324543610547667,0.0109533468559838,0.00121703853955375,0.00162271805273834,0.00162271805273834,0.00365111561866126,0,0,0,0,0,0,0,0.00162271805273834,0,0,0.000811359026369168,0,0.000405679513184584,0,0,0,0.000405679513184584,58,56,29,0,72,35,5,5,7,8,9,0.0235294117647059,0.0227180527383367,0.0117647058823529,0,0.0292089249492901,0.0141987829614604,0.00202839756592292,0.00202839756592292,0.00283975659229209,0.00324543610547667,0.00365111561866126,2465,1985,16,4.67123710962104,0,0.00324543610547667,2465,1,1,1,0
"2017-04-01","Tanzania",3,2,15,1,7,1,1,25,46,22,0,2,32,7,12,17,3,3,14,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00129757785467128,0.000865051903114187,0.0064878892733564,0.000432525951557093,0.00302768166089965,0.000432525951557093,0.000432525951557093,0.0108131487889273,0.0198961937716263,0.00951557093425606,0,0.000865051903114187,0.013840830449827,0.00302768166089965,0.00519031141868512,0.00735294117647059,0.00129757785467128,0.00129757785467128,0.00605536332179931,0.00216262975778547,0,0,0,0,0,0,0,0.000865051903114187,0,0,0,0,0,0,0,0,0,23,39,19,1,40,36,5,1,3,4,8,0.00994809688581315,0.0168685121107266,0.00821799307958477,0.000432525951557093,0.0173010380622837,0.0155709342560554,0.00216262975778547,0.000432525951557093,0.00129757785467128,0.00173010380622837,0.00346020761245675,2312,1958,7,4.80098475554291,0,0.000865051903114187,2312,1,1,1,0
"2017-05-01","Tanzania",8,2,21,3,17,2,2,64,27,10,1,8,19,5,3,22,2,6,4,3,1,0,0,0,0,1,0,5,0,0,2,0,1,0,0,1,0,0.00358744394618834,0.000896860986547085,0.0094170403587444,0.00134529147982063,0.00762331838565022,0.000896860986547085,0.000896860986547085,0.0286995515695067,0.0121076233183857,0.00448430493273543,0.000448430493273543,0.00358744394618834,0.00852017937219731,0.00224215246636771,0.00134529147982063,0.00986547085201794,0.000896860986547085,0.00269058295964126,0.00179372197309417,0.00134529147982063,0.000448430493273543,0,0,0,0,0.000448430493273543,0,0.00224215246636771,0,0,0.000896860986547085,0,0.000448430493273543,0,0,0.000448430493273543,0,27,48,12,0,40,38,6,2,4,14,4,0.0121076233183857,0.02152466367713,0.00538116591928251,0,0.0179372197309417,0.0170403587443946,0.00269058295964126,0.000896860986547085,0.00179372197309417,0.0062780269058296,0.00179372197309417,2230,1832,14,3.68687051483881,0.000448430493273543,0.00448430493273543,2230,1,1,1,0
"2017-06-01","Tanzania",5,13,13,3,23,0,0,15,35,44,1,5,32,20,4,14,1,14,10,7,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0.0020772746157042,0.00540091400083091,0.00540091400083091,0.00124636476942252,0.0095554632322393,0,0,0.00623182384711259,0.0145409223099294,0.0182800166181969,0.000415454923140839,0.0020772746157042,0.0132945575405069,0.00830909846281678,0.00166181969256336,0.00581636892397175,0.000415454923140839,0.00581636892397175,0.00415454923140839,0.00290818446198587,0,0,0,0,0,0,0,0.000830909846281678,0,0,0.00166181969256336,0.000415454923140839,0,0,0,0,0,31,35,23,1,46,77,11,0,4,7,12,0.012879102617366,0.0145409223099294,0.0095554632322393,0.000415454923140839,0.0191109264644786,0.0319900290818446,0.00457000415454923,0,0.00166181969256336,0.00290818446198587,0.00498545907769007,2407,1947,17,5.27009228233092,0,0.00290818446198587,2407,1,1,1,0
"2017-07-01","Tanzania",17,1,20,6,24,0,4,22,47,25,1,2,37,14,8,23,2,7,7,5,0,1,0,0,1,0,0,8,1,0,2,0,1,0,0,0,0,0.00738488271068636,0.000434404865334492,0.00868809730668984,0.00260642919200695,0.0104257167680278,0,0.00173761946133797,0.00955690703735882,0.0204170286707211,0.0108601216333623,0.000434404865334492,0.000868809730668983,0.0160729800173762,0.00608166811468288,0.00347523892267593,0.00999131190269331,0.000868809730668983,0.00304083405734144,0.00304083405734144,0.00217202432667246,0,0.000434404865334492,0,0,0.000434404865334492,0,0,0.00347523892267593,0.000434404865334492,0,0.000868809730668983,0,0.000434404865334492,0,0,0,0,36,39,21,0,62,70,5,1,4,12,2,0.0156385751520417,0.0169417897480452,0.00912250217202433,0,0.0269331016507385,0.0304083405734144,0.00217202432667246,0.000434404865334492,0.00173761946133797,0.0052128583840139,0.000868809730668983,2302,1828,17,6.2428330881249,0.00173761946133797,0.00477845351867941,2302,1,1,1,0
"2017-08-01","Tanzania",13,1,27,6,24,1,0,19,20,11,0,9,18,9,5,9,4,5,12,4,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0.00599078341013825,0.000460829493087558,0.0124423963133641,0.00276497695852535,0.0110599078341014,0.000460829493087558,0,0.00875576036866359,0.00921658986175115,0.00506912442396313,0,0.00414746543778802,0.00829493087557604,0.00414746543778802,0.00230414746543779,0.00414746543778802,0.00184331797235023,0.00230414746543779,0.00552995391705069,0.00184331797235023,0,0,0,0,0,0,0,0.00138248847926267,0.000460829493087558,0,0.000921658986175115,0,0,0.000460829493087558,0,0,0,33,50,8,1,46,37,5,6,5,19,1,0.0152073732718894,0.0230414746543779,0.00368663594470046,0.000460829493087558,0.0211981566820276,0.0170506912442396,0.00230414746543779,0.00276497695852535,0.00230414746543779,0.00875576036866359,0.000460829493087558,2170,1785,15,4.1850589419432,0,0.0032258064516129,2170,1,1,1,0
"2017-09-01","Tanzania",7,19,13,4,11,0,3,20,51,26,3,3,26,10,11,15,1,6,16,16,0,1,0,0,1,0,1,5,0,0,1,0,0,0,0,0,1,0.00302245250431779,0.00820379965457686,0.00561312607944732,0.00172711571675302,0.00474956822107081,0,0.00129533678756477,0.00863557858376511,0.022020725388601,0.0112262521588946,0.00129533678756477,0.00129533678756477,0.0112262521588946,0.00431778929188256,0.00474956822107081,0.00647668393782383,0.000431778929188256,0.00259067357512953,0.00690846286701209,0.00690846286701209,0,0.000431778929188256,0,0,0.000431778929188256,0,0.000431778929188256,0.00215889464594128,0,0,0.000431778929188256,0,0,0,0,0,0.000431778929188256,47,50,26,3,62,25,5,4,7,17,11,0.020293609671848,0.0215889464594128,0.0112262521588946,0.00129533678756477,0.0267702936096718,0.0107944732297064,0.00215889464594128,0.00172711571675302,0.00302245250431779,0.00734024179620035,0.00474956822107081,2316,1851,14,7.17881743057548,0,0.00431778929188256,2316,1,1,1,0
"2017-10-01","Tanzania",6,7,22,2,21,2,1,34,35,17,1,2,21,11,1,19,1,3,12,7,0,1,0,0,0,0,0,6,0,0,1,1,0,1,0,0,0,0.00292682926829268,0.00341463414634146,0.0107317073170732,0.000975609756097561,0.0102439024390244,0.000975609756097561,0.00048780487804878,0.0165853658536585,0.0170731707317073,0.00829268292682927,0.00048780487804878,0.000975609756097561,0.0102439024390244,0.00536585365853659,0.00048780487804878,0.00926829268292683,0.00048780487804878,0.00146341463414634,0.00585365853658537,0.00341463414634146,0,0.00048780487804878,0,0,0,0,0,0.00292682926829268,0,0,0.00048780487804878,0.00048780487804878,0,0.00048780487804878,0,0,0,26,53,15,0,36,27,5,3,1,3,4,0.0126829268292683,0.0258536585365854,0.00731707317073171,0,0.0175609756097561,0.0131707317073171,0.0024390243902439,0.00146341463414634,0.00048780487804878,0.00146341463414634,0.00195121951219512,2050,1685,12,4.78498337750945,0.000975609756097561,0.00390243902439024,2050,1,1,1,0
"2017-11-01","Tanzania",7,4,31,7,23,3,1,41,36,10,0,3,29,8,4,24,2,5,4,1,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,0,0.00381263616557734,0.00217864923747277,0.0168845315904139,0.00381263616557734,0.0125272331154684,0.00163398692810458,0.000544662309368192,0.0223311546840959,0.0196078431372549,0.00544662309368192,0,0.00163398692810458,0.0157952069716776,0.00435729847494553,0.00217864923747277,0.0130718954248366,0.00108932461873638,0.00272331154684096,0.00217864923747277,0.000544662309368192,0,0,0,0,0,0.000544662309368192,0,0.00163398692810458,0,0,0.000544662309368192,0,0,0.000544662309368192,0,0,0,27,27,12,0,29,21,8,1,6,12,2,0.0147058823529412,0.0147058823529412,0.0065359477124183,0,0.0157952069716776,0.011437908496732,0.00435729847494553,0.000544662309368192,0.00326797385620915,0.0065359477124183,0.00108932461873638,1836,1488,23,5.10795266302417,0,0.00326797385620915,1836,1,1,1,0
"2017-12-01","Tanzania",13,6,29,13,18,2,1,18,46,12,3,5,32,7,4,13,2,7,28,3,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,1,1,0.00685292567211386,0.00316288877174486,0.0152872957301002,0.00685292567211386,0.00948866631523458,0.00105429625724829,0.000527148128624143,0.00948866631523458,0.0242488139167106,0.00632577754348972,0.00158144438587243,0.00263574064312072,0.0168687401159726,0.003690036900369,0.00210859251449657,0.00685292567211386,0.00105429625724829,0.003690036900369,0.014760147601476,0.00158144438587243,0,0,0.000527148128624143,0,0,0,0,0.00316288877174486,0,0,0.00105429625724829,0,0,0,0,0.000527148128624143,0.000527148128624143,28,26,18,1,45,41,6,0,1,15,8,0.014760147601476,0.0137058513442277,0.00948866631523458,0.000527148128624143,0.0237216657880865,0.0216130732735899,0.00316288877174486,0,0.000527148128624143,0.00790722192936215,0.00421718502899315,1897,1493,15,7.82587069084281,0.00105429625724829,0.00474433315761729,1897,1,1,1,0
"2018-01-01","Tanzania",16,9,45,4,27,1,0,44,40,19,2,2,24,5,8,8,3,4,3,3,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,2,0.00755786490316486,0.00425129900803023,0.0212564950401512,0.00188946622579121,0.0127538970240907,0.000472366556447804,0,0.0207841284837034,0.0188946622579121,0.00897496457250827,0.000944733112895607,0.000944733112895607,0.0113367973547473,0.00236183278223902,0.00377893245158243,0.00377893245158243,0.00141709966934341,0.00188946622579121,0.00141709966934341,0.00141709966934341,0,0,0,0.000472366556447804,0.000472366556447804,0,0,0.00141709966934341,0,0,0,0,0,0,0,0,0.000944733112895607,39,40,18,1,51,37,3,4,5,7,10,0.0184222957014643,0.0188946622579121,0.00850259801606046,0.000472366556447804,0.024090694378838,0.0174775625885687,0.00141709966934341,0.00188946622579121,0.00236183278223902,0.00330656589513462,0.00472366556447803,2117,1673,5,5.0529374381833,0.000472366556447804,0.00283419933868682,2117,1,1,1,0
"2018-02-01","Tanzania",18,5,20,8,24,6,5,20,43,14,2,7,34,11,2,13,2,8,7,10,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,2,0,0.00890207715133531,0.00247279920870425,0.00989119683481701,0.0039564787339268,0.0118694362017804,0.0029673590504451,0.00247279920870425,0.00989119683481701,0.0212660731948566,0.00692383778437191,0.000989119683481701,0.00346191889218595,0.0168150346191889,0.00544015825914936,0.000989119683481701,0.00642927794263106,0.000989119683481701,0.0039564787339268,0.00346191889218595,0.00494559841740851,0,0,0,0.000494559841740851,0,0,0,0.0019782393669634,0,0,0.000989119683481701,0,0,0,0,0.000989119683481701,0,40,48,10,1,43,23,2,1,2,7,8,0.019782393669634,0.0237388724035608,0.00494559841740851,0.000494559841740851,0.0212660731948566,0.0113748763600396,0.000989119683481701,0.000494559841740851,0.000989119683481701,0.00346191889218595,0.0039564787339268,2022,1616,13,7.72214457834305,0,0.00445103857566766,2022,1,1,1,0
