"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","diapazon.kz","kaztag.kz"
"2015-02-01","Kazakhstan",25,3,84,6,64,1,2,60,41,23,0,8,19,2,7,9,0,1,10,4,4,1,2,1,2,4,5,6,3,1,9,0,0,0,7,11,2,0,1,3,13,7,0.00920810313075507,0.00110497237569061,0.030939226519337,0.00220994475138122,0.023572744014733,0.000368324125230203,0.000736648250460405,0.0220994475138122,0.0151012891344383,0.00847145488029466,0,0.00294659300184162,0.00699815837937385,0.000736648250460405,0.00257826887661142,0.00331491712707182,0,0.000368324125230203,0.00368324125230203,0.00147329650092081,0.00147329650092081,0.000368324125230203,0.000736648250460405,0.000368324125230203,0.000736648250460405,0.00147329650092081,0.00184162062615101,0.00220994475138122,0.00110497237569061,0.000368324125230203,0.00331491712707182,0,0,0,0.00257826887661142,0.00405156537753223,0.000736648250460405,0,0.000368324125230203,0.00110497237569061,0.00478821362799263,0.00257826887661142,40,24,23,0,44,38,3,0,2,14,19,0.0147329650092081,0.00883977900552486,0.00847145488029466,0,0.0162062615101289,0.0139963167587477,0.00110497237569061,0,0.000736648250460405,0.00515653775322284,0.00699815837937385,2715,2172,2633,16.7499832073214,0.0338858195211786,0.0110497237569061,2715,0,1
"2015-03-01","Kazakhstan",9,4,134,3,43,0,5,76,45,12,7,3,19,8,5,5,0,2,8,14,1,1,1,0,3,4,4,6,1,1,14,2,0,2,10,17,2,1,6,3,17,1,0.00318922749822821,0.00141743444365698,0.0474840538625089,0.00106307583274274,0.0152374202693125,0,0.00177179305457123,0.0269312544294826,0.015946137491141,0.00425230333097094,0.00248051027639972,0.00106307583274274,0.00673281360737066,0.00283486888731396,0.00177179305457123,0.00177179305457123,0,0.00070871722182849,0.00283486888731396,0.00496102055279943,0.000354358610914245,0.000354358610914245,0.000354358610914245,0,0.00106307583274274,0.00141743444365698,0.00141743444365698,0.00212615166548547,0.000354358610914245,0.000354358610914245,0.00496102055279943,0.00070871722182849,0,0.00070871722182849,0.00354358610914245,0.00602409638554217,0.00070871722182849,0.000354358610914245,0.00212615166548547,0.00106307583274274,0.00602409638554217,0.000354358610914245,41,30,12,1,50,26,2,1,0,9,19,0.0145287030474841,0.0106307583274274,0.00425230333097094,0.000354358610914245,0.0177179305457123,0.00921332388377038,0.00070871722182849,0.000354358610914245,0,0.00318922749822821,0.00673281360737066,2822,2261,2725,16.4116553828643,0.0343727852586818,0.0163004961020553,2822,0,1
"2015-04-01","Kazakhstan",11,6,219,8,82,1,1,162,40,25,3,6,19,3,7,11,3,0,5,7,2,2,3,0,3,10,4,7,3,1,14,2,1,3,15,18,1,1,3,1,16,2,0.00338149400553335,0.00184445127574547,0.0673224715647095,0.00245926836766062,0.0252075007685214,0.000307408545957578,0.000307408545957578,0.0498001844451276,0.0122963418383031,0.00768521364893944,0.000922225637872733,0.00184445127574547,0.00584076237319398,0.000922225637872733,0.00215185982170304,0.00338149400553335,0.000922225637872733,0,0.00153704272978789,0.00215185982170304,0.000614817091915155,0.000614817091915155,0.000922225637872733,0,0.000922225637872733,0.00307408545957578,0.00122963418383031,0.00215185982170304,0.000922225637872733,0.000307408545957578,0.00430371964340609,0.000614817091915155,0.000307408545957578,0.000922225637872733,0.00461112818936366,0.0055333538272364,0.000307408545957578,0.000307408545957578,0.000922225637872733,0.000307408545957578,0.00491853673532124,0.000614817091915155,31,35,8,3,38,41,0,0,2,7,25,0.00952966492468491,0.0107592991085152,0.00245926836766062,0.000922225637872733,0.011681524746388,0.0126037503842607,0,0,0.000614817091915155,0.00215185982170304,0.00768521364893944,3253,2468,3141,16.0747170592448,0.0439594220719336,0.0122963418383031,3253,0,1
"2015-05-01","Kazakhstan",11,2,17,0,64,1,0,105,24,18,3,9,22,4,13,4,1,1,14,5,3,3,2,1,0,6,6,15,2,0,10,2,3,1,12,18,0,0,3,4,9,5,0.00381414701803051,0.000693481276005548,0.00589459084604716,0,0.0221914008321775,0.000346740638002774,0,0.0364077669902913,0.00832177531206657,0.00624133148404993,0.00104022191400832,0.00312066574202497,0.00762829403606103,0.0013869625520111,0.00450762829403606,0.0013869625520111,0.000346740638002774,0.000346740638002774,0.00485436893203883,0.00173370319001387,0.00104022191400832,0.00104022191400832,0.000693481276005548,0.000346740638002774,0,0.00208044382801664,0.00208044382801664,0.00520110957004161,0.000693481276005548,0,0.00346740638002774,0.000693481276005548,0.00104022191400832,0.000346740638002774,0.00416088765603329,0.00624133148404993,0,0,0.00104022191400832,0.0013869625520111,0.00312066574202497,0.00173370319001387,35,31,11,0,32,28,1,0,1,24,16,0.0121359223300971,0.010748959778086,0.00381414701803051,0,0.0110957004160888,0.00970873786407767,0.000346740638002774,0,0.000346740638002774,0.00832177531206657,0.00554785020804438,2884,2403,2779,16.3699457618816,0.039875173370319,0.0194174757281553,2884,0,1
"2015-06-01","Kazakhstan",17,6,12,0,58,0,0,109,47,13,2,7,30,8,4,5,0,0,4,15,2,0,0,0,0,9,3,1,3,1,10,5,6,0,16,7,2,1,2,3,5,0,0.00579019073569482,0.00204359673024523,0.00408719346049046,0,0.0197547683923706,0,0,0.037125340599455,0.016008174386921,0.00442779291553134,0.000681198910081744,0.0023841961852861,0.0102179836512262,0.00272479564032698,0.00136239782016349,0.00170299727520436,0,0,0.00136239782016349,0.00510899182561308,0.000681198910081744,0,0,0,0,0.00306539509536785,0.00102179836512262,0.000340599455040872,0.00102179836512262,0.000340599455040872,0.00340599455040872,0.00170299727520436,0.00204359673024523,0,0.00544959128065395,0.0023841961852861,0.000681198910081744,0.000340599455040872,0.000681198910081744,0.00102179836512262,0.00170299727520436,0,34,37,16,1,52,32,1,3,2,18,21,0.0115803814713896,0.0126021798365123,0.00544959128065395,0.000340599455040872,0.0177111716621253,0.0108991825613079,0.000340599455040872,0.00102179836512262,0.000681198910081744,0.0061307901907357,0.00715258855585831,2936,2414,2860,16.4868032833517,0.0255449591280654,0.0180517711171662,2936,0,1
"2015-07-01","Kazakhstan",17,2,4,0,26,0,0,119,40,22,8,14,26,9,8,8,3,1,10,13,2,0,0,0,0,6,5,2,2,0,3,3,1,2,14,10,1,2,2,2,12,1,0.00568942436412316,0.000669344042838019,0.00133868808567604,0,0.00870147255689424,0,0,0.0398259705488621,0.0133868808567604,0.00736278447121821,0.00267737617135207,0.00468540829986613,0.00870147255689424,0.00301204819277108,0.00267737617135207,0.00267737617135207,0.00100401606425703,0.000334672021419009,0.00334672021419009,0.00435073627844712,0.000669344042838019,0,0,0,0,0.00200803212851406,0.00167336010709505,0.000669344042838019,0.000669344042838019,0,0.00100401606425703,0.00100401606425703,0.000334672021419009,0.000669344042838019,0.00468540829986613,0.00334672021419009,0.000334672021419009,0.000669344042838019,0.000669344042838019,0.000669344042838019,0.00401606425702811,0.000334672021419009,33,20,15,0,47,29,3,1,3,11,36,0.0110441767068273,0.00669344042838019,0.00502008032128514,0,0.0157295850066934,0.00970548862115127,0.00100401606425703,0.000334672021419009,0.00100401606425703,0.0036813922356091,0.0120481927710843,2988,2493,2918,17.1813720586062,0.0247657295850067,0.0157295850066934,2988,0,1
"2015-08-01","Kazakhstan",19,4,6,1,19,2,0,78,23,16,3,11,18,7,6,9,0,0,5,7,4,0,0,0,0,3,1,2,0,1,9,7,3,0,11,11,2,1,2,2,9,1,0.00836635843240863,0.00176133861734919,0.00264200792602378,0.000440334654337296,0.00836635843240863,0.000880669308674593,0,0.0343461030383091,0.0101276970497578,0.00704535446939674,0.00132100396301189,0.00484368119771026,0.00792602377807133,0.00308234258036107,0.00264200792602378,0.00396301188903567,0,0,0.00220167327168648,0.00308234258036107,0.00176133861734919,0,0,0,0,0.00132100396301189,0.000440334654337296,0.000880669308674593,0,0.000440334654337296,0.00396301188903567,0.00308234258036107,0.00132100396301189,0,0.00484368119771026,0.00484368119771026,0.000880669308674593,0.000440334654337296,0.000880669308674593,0.000880669308674593,0.00396301188903567,0.000440334654337296,49,14,19,0,53,12,4,2,0,17,39,0.0215763980625275,0.00616468516072215,0.00836635843240863,0,0.0233377366798767,0.00528401585204756,0.00176133861734919,0.000880669308674593,0,0.00748568912373404,0.0171730515191546,2271,1854,2202,17.4418469774838,0.0273007485689124,0.0211360634081902,2271,0,1
"2015-09-01","Kazakhstan",20,3,6,1,37,1,0,94,40,10,2,8,22,9,13,4,0,1,9,7,0,0,1,1,0,4,7,4,1,1,18,3,1,0,14,10,0,0,2,1,13,5,0.00727537286285922,0.00109130592942888,0.00218261185885777,0.000363768643142961,0.0134594397962896,0.000363768643142961,0,0.0341942524554383,0.0145507457257184,0.00363768643142961,0.000727537286285922,0.00291014914514369,0.00800291014914514,0.00327391778828665,0.00472899236085849,0.00145507457257184,0,0.000363768643142961,0.00327391778828665,0.00254638050200073,0,0,0.000363768643142961,0.000363768643142961,0,0.00145507457257184,0.00254638050200073,0.00145507457257184,0.000363768643142961,0.000363768643142961,0.0065478355765733,0.00109130592942888,0.000363768643142961,0,0.00509276100400145,0.00363768643142961,0,0,0.000727537286285922,0.000363768643142961,0.00472899236085849,0.00181884321571481,53,28,17,0,51,28,11,3,1,13,41,0.0192797380865769,0.0101855220080029,0.00618406693343034,0,0.018552200800291,0.0101855220080029,0.00400145507457257,0.00109130592942888,0.000363768643142961,0.00472899236085849,0.0149145143688614,2749,2249,2663,16.8633208181407,0.0334667151691524,0.0174608948708621,2749,0,1
"2015-10-01","Kazakhstan",30,4,17,1,61,1,2,94,48,33,1,18,31,7,12,15,1,2,7,13,5,0,2,1,1,7,11,8,0,0,8,1,1,1,6,20,4,1,4,1,8,7,0.00948166877370417,0.00126422250316056,0.00537294563843236,0.000316055625790139,0.0192793931731985,0.000316055625790139,0.000632111251580278,0.0297092288242731,0.0151706700379267,0.0104298356510746,0.000316055625790139,0.0056890012642225,0.00979772439949431,0.00221238938053097,0.00379266750948167,0.00474083438685209,0.000316055625790139,0.000632111251580278,0.00221238938053097,0.00410872313527181,0.0015802781289507,0,0.000632111251580278,0.000316055625790139,0.000316055625790139,0.00221238938053097,0.00347661188369153,0.00252844500632111,0,0,0.00252844500632111,0.000316055625790139,0.000316055625790139,0.000316055625790139,0.00189633375474083,0.00632111251580278,0.00126422250316056,0.000316055625790139,0.00126422250316056,0.000316055625790139,0.00252844500632111,0.00221238938053097,79,29,31,0,80,41,5,2,0,26,41,0.024968394437421,0.00916561314791403,0.00979772439949431,0,0.0252844500632111,0.0129582806573957,0.0015802781289507,0.000632111251580278,0,0.00821744627054362,0.0129582806573957,3164,2485,3067,17.9126958234565,0.038558786346397,0.0123261694058154,3164,0,1
"2015-11-01","Kazakhstan",18,9,4,0,32,0,1,85,47,31,3,6,38,10,9,7,0,3,5,13,2,0,2,1,4,9,11,3,2,1,8,3,2,0,11,16,5,2,5,2,4,3,0.00642398286937901,0.00321199143468951,0.00142755174875089,0,0.0114204139900071,0,0.000356887937187723,0.0303354746609565,0.016773733047823,0.0110635260528194,0.00107066381156317,0.00214132762312634,0.0135617416131335,0.00356887937187723,0.00321199143468951,0.00249821556031406,0,0.00107066381156317,0.00178443968593862,0.0046395431834404,0.000713775874375446,0,0.000713775874375446,0.000356887937187723,0.00142755174875089,0.00321199143468951,0.00392576730906495,0.00107066381156317,0.000713775874375446,0.000356887937187723,0.00285510349750178,0.00107066381156317,0.000713775874375446,0,0.00392576730906495,0.00571020699500357,0.00178443968593862,0.000713775874375446,0.00178443968593862,0.000713775874375446,0.00142755174875089,0.00107066381156317,48,23,21,0,66,37,2,3,2,13,38,0.0171306209850107,0.00820842255531763,0.00749464668094218,0,0.0235546038543897,0.0132048536759458,0.000713775874375446,0.00107066381156317,0.000713775874375446,0.0046395431834404,0.0135617416131335,2802,2278,2706,17.4454445211571,0.033547466095646,0.0153461812990721,2802,0,1
"2015-12-01","Kazakhstan",23,1,5,0,18,0,2,96,36,19,6,8,24,8,6,5,2,5,6,3,0,0,0,0,1,5,12,0,3,0,12,2,4,0,17,8,2,1,2,5,16,4,0.00865312264860798,0.000376222723852521,0.0018811136192626,0,0.00677200902934537,0,0.000752445447705041,0.036117381489842,0.0135440180586907,0.00714823175319789,0.00225733634311512,0.00300978179082017,0.0090293453724605,0.00300978179082017,0.00225733634311512,0.0018811136192626,0.000752445447705041,0.0018811136192626,0.00225733634311512,0.00112866817155756,0,0,0,0,0.000376222723852521,0.0018811136192626,0.00451467268623025,0,0.00112866817155756,0,0.00451467268623025,0.000752445447705041,0.00150489089541008,0,0.00639578630549285,0.00300978179082017,0.000752445447705041,0.000376222723852521,0.000752445447705041,0.0018811136192626,0.00601956358164033,0.00150489089541008,50,14,14,2,72,24,1,1,1,11,28,0.018811136192626,0.00526711813393529,0.00526711813393529,0.000752445447705041,0.0270880361173815,0.0090293453724605,0.000376222723852521,0.000376222723852521,0.000376222723852521,0.00413844996237773,0.0105342362678706,2658,2201,2564,16.8998029840205,0.0391271632806622,0.0139202407825433,2658,0,1
"2016-01-01","Kazakhstan",9,3,50,1,11,0,0,95,25,13,0,4,30,5,8,11,0,1,6,9,1,2,1,1,2,5,3,3,1,0,8,1,3,0,6,8,0,1,2,3,7,3,0.00438169425511198,0.00146056475170399,0.0243427458617332,0.000486854917234664,0.0053554040895813,0,0,0.0462512171372931,0.0121713729308666,0.00632911392405063,0,0.00194741966893866,0.0146056475170399,0.00243427458617332,0.00389483933787731,0.0053554040895813,0,0.000486854917234664,0.00292112950340798,0.00438169425511198,0.000486854917234664,0.000973709834469328,0.000486854917234664,0.000486854917234664,0.000973709834469328,0.00243427458617332,0.00146056475170399,0.00146056475170399,0.000486854917234664,0,0.00389483933787731,0.000486854917234664,0.00146056475170399,0,0.00292112950340798,0.00389483933787731,0,0.000486854917234664,0.000973709834469328,0.00146056475170399,0.00340798442064265,0.00146056475170399,36,8,21,0,51,15,4,1,2,8,18,0.0175267770204479,0.00389483933787731,0.0102239532619279,0,0.0248296007789679,0.00730282375851996,0.00194741966893866,0.000486854917234664,0.000973709834469328,0.00389483933787731,0.00876338851022395,2054,1641,1993,16.9693074511249,0.0223953261927945,0.0141187925998053,2054,0,1
"2016-02-01","Kazakhstan",22,3,54,1,22,0,1,53,43,8,3,8,17,4,3,6,0,2,8,1,3,0,3,2,1,7,8,1,1,0,8,0,1,1,4,7,1,0,0,1,6,2,0.0130177514792899,0.00177514792899408,0.0319526627218935,0.000591715976331361,0.0130177514792899,0,0.000591715976331361,0.0313609467455621,0.0254437869822485,0.00473372781065089,0.00177514792899408,0.00473372781065089,0.0100591715976331,0.00236686390532544,0.00177514792899408,0.00355029585798817,0,0.00118343195266272,0.00473372781065089,0.000591715976331361,0.00177514792899408,0,0.00177514792899408,0.00118343195266272,0.000591715976331361,0.00414201183431953,0.00473372781065089,0.000591715976331361,0.000591715976331361,0,0.00473372781065089,0,0.000591715976331361,0.000591715976331361,0.00236686390532544,0.00414201183431953,0.000591715976331361,0,0,0.000591715976331361,0.00355029585798817,0.00118343195266272,28,12,15,1,35,13,3,2,1,12,11,0.0165680473372781,0.00710059171597633,0.00887573964497041,0.000591715976331361,0.0207100591715976,0.00769230769230769,0.00177514792899408,0.00118343195266272,0.000591715976331361,0.00710059171597633,0.00650887573964497,1690,1325,1633,17.8107808480435,0.0355029585798817,0.0106508875739645,1690,0,1
"2016-03-01","Kazakhstan",6,5,117,10,12,0,0,53,37,15,4,6,17,6,11,10,0,1,13,4,0,1,1,0,1,7,10,1,1,2,4,2,2,0,9,11,3,0,2,0,3,1,0.0032967032967033,0.00274725274725275,0.0642857142857143,0.00549450549450549,0.00659340659340659,0,0,0.0291208791208791,0.0203296703296703,0.00824175824175824,0.0021978021978022,0.0032967032967033,0.00934065934065934,0.0032967032967033,0.00604395604395604,0.00549450549450549,0,0.000549450549450549,0.00714285714285714,0.0021978021978022,0,0.000549450549450549,0.000549450549450549,0,0.000549450549450549,0.00384615384615385,0.00549450549450549,0.000549450549450549,0.000549450549450549,0.0010989010989011,0.0021978021978022,0.0010989010989011,0.0010989010989011,0,0.00494505494505494,0.00604395604395604,0.00164835164835165,0,0.0010989010989011,0,0.00164835164835165,0.000549450549450549,26,7,18,0,44,19,0,1,3,7,15,0.0142857142857143,0.00384615384615385,0.00989010989010989,0,0.0241758241758242,0.0104395604395604,0,0.000549450549450549,0.00164835164835165,0.00384615384615385,0.00824175824175824,1820,1380,1759,17.8245415470247,0.0362637362637363,0.010989010989011,1820,0,1
"2016-04-01","Kazakhstan",20,8,9,0,34,1,0,81,49,6,2,6,28,4,19,4,1,1,6,11,0,0,0,0,0,6,2,1,1,0,6,1,3,1,12,9,2,0,1,0,5,4,0.0104766893661603,0.00419067574646412,0.00471451021477213,0,0.0178103719224725,0.000523834468308015,0,0.0424305919329492,0.0256678889470927,0.00314300680984809,0.00104766893661603,0.00314300680984809,0.0146673651126244,0.00209533787323206,0.00995285489785228,0.00209533787323206,0.000523834468308015,0.000523834468308015,0.00314300680984809,0.00576217915138816,0,0,0,0,0,0.00314300680984809,0.00104766893661603,0.000523834468308015,0.000523834468308015,0,0.00314300680984809,0.000523834468308015,0.00157150340492404,0.000523834468308015,0.00628601361969618,0.00471451021477213,0.00104766893661603,0,0.000523834468308015,0,0.00261917234154007,0.00209533787323206,32,14,23,0,38,15,3,1,3,20,23,0.0167627029858565,0.00733368255631221,0.0120481927710843,0,0.0199057097957046,0.00785751702462022,0.00157150340492404,0.000523834468308015,0.00157150340492404,0.0104766893661603,0.0120481927710843,1909,1480,1855,18.7709279525078,0.0298585646935568,0.0110005238344683,1909,0,1
"2016-05-01","Kazakhstan",61,4,9,0,25,1,1,85,65,9,1,5,23,18,22,10,3,5,3,6,0,0,0,1,1,3,4,4,1,0,15,4,1,0,8,8,2,0,3,4,3,4,0.0316554229372081,0.00207576543850545,0.00467047223663726,0,0.0129735339906591,0.000518941359626362,0.000518941359626362,0.0441100155682408,0.0337311883757135,0.00467047223663726,0.000518941359626362,0.00259470679813181,0.0119356512714063,0.00934094447327452,0.01141670991178,0.00518941359626362,0.00155682407887909,0.00259470679813181,0.00155682407887909,0.00311364815775817,0,0,0,0.000518941359626362,0.000518941359626362,0.00155682407887909,0.00207576543850545,0.00207576543850545,0.000518941359626362,0,0.00778412039439543,0.00207576543850545,0.000518941359626362,0,0.0041515308770109,0.0041515308770109,0.00103788271925272,0,0.00155682407887909,0.00207576543850545,0.00155682407887909,0.00207576543850545,36,14,22,1,48,19,2,1,3,15,22,0.018681888946549,0.00726517903476907,0.01141670991178,0.000518941359626362,0.0249091852620654,0.00985988583290088,0.00103788271925272,0.000518941359626362,0.00155682407887909,0.00778412039439543,0.01141670991178,1927,1424,1861,21.460522951355,0.0342501297353399,0.0160871821484172,1927,0,1
"2016-06-01","Kazakhstan",37,6,13,0,17,9,0,93,29,16,8,8,22,9,10,6,0,3,43,43,3,1,2,0,3,9,9,3,2,1,9,4,3,0,8,6,2,1,0,2,2,0,0.0174528301886792,0.00283018867924528,0.00613207547169811,0,0.0080188679245283,0.00424528301886792,0,0.0438679245283019,0.0136792452830189,0.00754716981132075,0.00377358490566038,0.00377358490566038,0.010377358490566,0.00424528301886792,0.00471698113207547,0.00283018867924528,0,0.00141509433962264,0.0202830188679245,0.0202830188679245,0.00141509433962264,0.000471698113207547,0.000943396226415094,0,0.00141509433962264,0.00424528301886792,0.00424528301886792,0.00141509433962264,0.000943396226415094,0.000471698113207547,0.00424528301886792,0.00188679245283019,0.00141509433962264,0,0.00377358490566038,0.00283018867924528,0.000943396226415094,0.000471698113207547,0,0.000943396226415094,0.000943396226415094,0,43,9,20,1,56,22,2,4,5,14,40,0.0202830188679245,0.00424528301886792,0.00943396226415094,0.000471698113207547,0.0264150943396226,0.010377358490566,0.000943396226415094,0.00188679245283019,0.00235849056603774,0.00660377358490566,0.0188679245283019,2120,1565,2050,24.0067424458951,0.0344339622641509,0.0183962264150943,2120,0,1
"2016-07-01","Kazakhstan",29,7,8,0,15,4,0,78,46,9,11,23,23,4,7,3,0,2,46,42,1,0,0,0,0,5,7,0,1,1,3,4,2,2,6,9,2,0,0,1,7,2,0.0141187925998053,0.00340798442064265,0.00389483933787731,0,0.00730282375851996,0.00194741966893866,0,0.0379746835443038,0.0223953261927945,0.00438169425511198,0.0053554040895813,0.0111976630963973,0.0111976630963973,0.00194741966893866,0.00340798442064265,0.00146056475170399,0,0.000973709834469328,0.0223953261927945,0.0204479065238559,0.000486854917234664,0,0,0,0,0.00243427458617332,0.00340798442064265,0,0.000486854917234664,0.000486854917234664,0.00146056475170399,0.00194741966893866,0.000973709834469328,0.000973709834469328,0.00292112950340798,0.00438169425511198,0.000973709834469328,0,0,0.000486854917234664,0.00340798442064265,0.000973709834469328,29,6,19,0,53,16,2,5,6,21,35,0.0141187925998053,0.00292112950340798,0.00925024342745862,0,0.0258033106134372,0.00778967867575463,0.000973709834469328,0.00243427458617332,0.00292112950340798,0.0102239532619279,0.0170399221032132,2054,1536,2001,23.6500237851607,0.0301850048685492,0.00778967867575463,2054,0,1
"2016-08-01","Kazakhstan",15,6,3,0,25,7,2,67,59,8,3,7,27,7,6,3,1,1,9,13,5,0,1,0,1,11,4,6,2,0,4,1,1,1,12,14,3,0,1,2,3,4,0.00666370501999112,0.00266548200799645,0.00133274100399822,0,0.0111061750333185,0.00310972900932919,0.000888494002665482,0.0297645490892936,0.0262105730786317,0.00355397601066193,0.00133274100399822,0.00310972900932919,0.011994669035984,0.00310972900932919,0.00266548200799645,0.00133274100399822,0.000444247001332741,0.000444247001332741,0.00399822301199467,0.00577521101732563,0.0022212350066637,0,0.000444247001332741,0,0.000444247001332741,0.00488671701466015,0.00177698800533096,0.00266548200799645,0.000888494002665482,0,0.00177698800533096,0.000444247001332741,0.000444247001332741,0.000444247001332741,0.00533096401599289,0.00621945801865837,0.00133274100399822,0,0.000444247001332741,0.000888494002665482,0.00133274100399822,0.00177698800533096,41,17,12,0,61,14,1,1,1,14,31,0.0182141270546424,0.0075521990226566,0.00533096401599289,0,0.0270990670812972,0.00621945801865837,0.000444247001332741,0.000444247001332741,0.000444247001332741,0.00621945801865837,0.013771657041315,2251,1816,2175,19.1432187771465,0.0288760550866282,0.0146601510439805,2251,0,1
"2016-09-01","Kazakhstan",10,4,8,0,23,2,2,43,78,13,2,7,32,9,7,18,0,3,5,9,3,2,2,1,1,4,4,4,0,0,6,0,0,0,6,11,0,3,3,1,7,4,0.00458505272810637,0.00183402109124255,0.0036680421824851,0,0.0105456212746447,0.000917010545621275,0.000917010545621275,0.0197157267308574,0.0357634112792297,0.00596056854653829,0.000917010545621275,0.00320953690967446,0.0146721687299404,0.00412654745529574,0.00320953690967446,0.00825309491059147,0,0.00137551581843191,0.00229252636405319,0.00412654745529574,0.00137551581843191,0.000917010545621275,0.000917010545621275,0.000458505272810637,0.000458505272810637,0.00183402109124255,0.00183402109124255,0.00183402109124255,0,0,0.00275103163686382,0,0,0,0.00275103163686382,0.00504355800091701,0,0.00137551581843191,0.00137551581843191,0.000458505272810637,0.00320953690967446,0.00183402109124255,35,9,18,1,110,19,4,5,2,15,32,0.0160476845483723,0.00412654745529574,0.00825309491059147,0.000458505272810637,0.0504355800091701,0.00871160018340211,0.00183402109124255,0.00229252636405319,0.000917010545621275,0.00687757909215956,0.0146721687299404,2181,1697,2119,18.790072521088,0.0380559376432829,0.0114626318202659,2181,0,1
"2016-10-01","Kazakhstan",29,3,12,1,34,0,2,59,102,9,2,6,49,9,12,11,1,0,6,15,2,0,3,0,0,5,7,8,1,2,5,0,1,0,11,18,1,1,1,3,2,6,0.0128432240921169,0.00132860938883968,0.00531443755535872,0.000442869796279894,0.0150575730735164,0,0.000885739592559787,0.0261293179805137,0.0451727192205492,0.00398582816651904,0.000885739592559787,0.00265721877767936,0.0217006200177148,0.00398582816651904,0.00531443755535872,0.00487156775907883,0.000442869796279894,0,0.00265721877767936,0.00664304694419841,0.000885739592559787,0,0.00132860938883968,0,0,0.00221434898139947,0.00310008857395926,0.00354295837023915,0.000442869796279894,0.000885739592559787,0.00221434898139947,0,0.000442869796279894,0,0.00487156775907883,0.00797165633303809,0.000442869796279894,0.000442869796279894,0.000442869796279894,0.00132860938883968,0.000885739592559787,0.00265721877767936,32,17,14,3,114,24,2,1,2,17,44,0.0141718334809566,0.00752878653675819,0.00620017714791851,0.00132860938883968,0.0504871567759079,0.0106288751107174,0.000885739592559787,0.000442869796279894,0.000885739592559787,0.00752878653675819,0.0194862710363153,2258,1678,2181,19.0517427939027,0.0469441984056687,0.0119574844995571,2258,0,1
"2016-11-01","Kazakhstan",20,3,25,1,23,1,3,101,53,21,1,3,32,7,5,6,0,1,4,3,0,2,2,0,0,3,3,3,0,0,6,2,3,2,7,7,0,1,1,1,0,6,0.00914913083257091,0.00137236962488564,0.0114364135407136,0.000457456541628545,0.0105215004574565,0.000457456541628545,0.00137236962488564,0.0462031107044831,0.0242451967063129,0.00960658737419945,0.000457456541628545,0.00137236962488564,0.0146386093321134,0.00320219579139982,0.00228728270814273,0.00274473924977127,0,0.000457456541628545,0.00182982616651418,0.00137236962488564,0,0.000914913083257091,0.000914913083257091,0,0,0.00137236962488564,0.00137236962488564,0.00137236962488564,0,0,0.00274473924977127,0.000914913083257091,0.00137236962488564,0.000914913083257091,0.00320219579139982,0.00320219579139982,0,0.000457456541628545,0.000457456541628545,0.000457456541628545,0,0.00274473924977127,38,10,28,0,86,25,7,2,5,15,37,0.0173833485818847,0.00457456541628545,0.0128087831655993,0,0.0393412625800549,0.0114364135407136,0.00320219579139982,0.000914913083257091,0.00228728270814273,0.00686184812442818,0.0169258920402562,2186,1671,2137,17.1533623102349,0.0407136322049405,0.0118938700823422,2186,0,1
