"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","onlinekhabar.com","english.onlinekhabar.com","en.setopati.com","thehimalayantimes.com","nepalitimes.com"
"2019-09-01","Nepal",39,3,34,4,61,7,0,154,27,60,2,10,26,15,48,8,3,12,4,13,0,0,0,0,1,2,5,20,0,0,7,0,0,1,12,2,0,5,1,0,2,2,0.016497461928934,0.00126903553299492,0.0143824027072758,0.00169204737732657,0.0258037225042301,0.00296108291032149,0,0.0651438240270728,0.0114213197969543,0.0253807106598985,0.000846023688663283,0.00423011844331641,0.0109983079526227,0.00634517766497462,0.0203045685279188,0.00338409475465313,0.00126903553299492,0.0050761421319797,0.00169204737732657,0.00549915397631134,0,0,0,0,0.000423011844331641,0.000846023688663283,0.00211505922165821,0.00846023688663283,0,0,0.00296108291032149,0,0,0.000423011844331641,0.0050761421319797,0.000846023688663283,0,0.00211505922165821,0.000423011844331641,0,0.000846023688663283,0.000846023688663283,79,70,14,1,26,57,8,2,3,13,32,0.0334179357021997,0.0296108291032149,0.00592216582064298,0.000423011844331641,0.0109983079526227,0.0241116751269036,0.00338409475465313,0.000846023688663283,0.00126903553299492,0.00549915397631134,0.0135363790186125,2364,1565,2304,6.79049714761892,0.000423011844331641,0.0406091370558376,2364,1,1,0,1,1
"2019-10-01","Nepal",42,2,49,10,71,2,0,65,29,14,5,13,16,10,23,24,2,10,12,10,2,0,1,0,1,2,12,33,4,1,19,1,0,1,1,7,1,1,0,7,2,0,0.0216160576428204,0.00102933607822954,0.0252187339166238,0.00514668039114771,0.0365414307771487,0.00102933607822954,0,0.0334534225424601,0.0149253731343284,0.00720535254760679,0.00257334019557385,0.00669068450849202,0.00823468862583634,0.00514668039114771,0.0118373648996397,0.0123520329387545,0.00102933607822954,0.00514668039114771,0.00617601646937725,0.00514668039114771,0.00102933607822954,0,0.000514668039114771,0,0.000514668039114771,0.00102933607822954,0.00617601646937725,0.0169840452907874,0.00205867215645908,0.000514668039114771,0.00977869274318065,0.000514668039114771,0,0.000514668039114771,0.000514668039114771,0.0036026762738034,0.000514668039114771,0.000514668039114771,0,0.0036026762738034,0.00102933607822954,0,95,47,13,0,43,25,6,3,3,25,20,0.0488934637159032,0.0241893978383942,0.00669068450849202,0,0.0221307256819352,0.0128667009778693,0.00308800823468863,0.00154400411734431,0.00154400411734431,0.0128667009778693,0.0102933607822954,1943,1279,1847,6.4899261631901,0.00205867215645908,0.0802882141019043,1943,1,1,0,1,1
"2019-11-01","Nepal",33,0,131,11,65,5,1,77,44,26,6,17,34,37,72,63,3,4,7,20,1,0,0,0,1,0,3,3,0,0,4,0,0,0,1,2,0,1,1,1,0,1,0.0136645962732919,0,0.0542443064182195,0.00455486542443064,0.0269151138716356,0.0020703933747412,0.00041407867494824,0.0318840579710145,0.0182194616977226,0.0107660455486542,0.00248447204968944,0.00703933747412008,0.0140786749482402,0.0153209109730849,0.0298136645962733,0.0260869565217391,0.00124223602484472,0.00165631469979296,0.00289855072463768,0.0082815734989648,0.00041407867494824,0,0,0,0.00041407867494824,0,0.00124223602484472,0.00124223602484472,0,0,0.00165631469979296,0,0,0,0.00041407867494824,0.00082815734989648,0,0.00041407867494824,0.00041407867494824,0.00041407867494824,0,0.00041407867494824,95,52,31,3,51,37,12,3,3,18,23,0.0393374741200828,0.0215320910973085,0.0128364389233954,0.00124223602484472,0.0211180124223602,0.0153209109730849,0.00496894409937888,0.00124223602484472,0.00124223602484472,0.00745341614906832,0.00952380952380952,2415,1499,2396,6.06275883514815,0.0020703933747412,0.0124223602484472,2415,1,1,1,1,1
"2019-12-01","Nepal",26,3,102,10,55,7,0,82,39,41,5,10,37,29,38,23,3,3,9,12,0,0,0,0,0,5,0,2,0,1,3,0,1,1,2,3,0,0,0,1,2,4,0.0108243130724396,0.00124895920066611,0.0424646128226478,0.00416319733555371,0.0228975853455454,0.00291423813488759,0,0.0341382181515404,0.0162364696086594,0.0170691090757702,0.00208159866777685,0.00416319733555371,0.0154038301415487,0.0120732722731057,0.0158201498751041,0.00957535387177352,0.00124895920066611,0.00124895920066611,0.00374687760199833,0.00499583680266445,0,0,0,0,0,0.00208159866777685,0,0.000832639467110741,0,0.000416319733555371,0.00124895920066611,0,0.000416319733555371,0.000416319733555371,0.000832639467110741,0.00124895920066611,0,0,0,0.000416319733555371,0.000832639467110741,0.00166527893422148,96,60,21,1,28,70,8,6,5,21,36,0.0399666944213156,0.0249791840133222,0.00874271440466278,0.000416319733555371,0.0116569525395504,0.0291423813488759,0.00333055786844296,0.00249791840133222,0.00208159866777685,0.00874271440466278,0.0149875104079933,2402,1572,2377,6.08928277447927,0.000832639467110741,0.014571190674438,2402,1,1,0,1,1
"2020-01-01","Nepal",37,3,89,17,43,4,1,140,57,44,7,12,57,17,38,28,1,5,11,28,0,0,0,0,1,14,4,3,0,0,7,0,0,1,3,3,0,1,2,2,0,1,0.0145154962730483,0.00117693213024716,0.0349156531973323,0.00666928207140055,0.0168693605335426,0.00156924284032954,0.000392310710082385,0.0549234994115339,0.022361710474696,0.0172616712436249,0.0027461749705767,0.00470772852098862,0.022361710474696,0.00666928207140055,0.0149078069831306,0.0109846998823068,0.000392310710082385,0.00196155355041193,0.00431541781090624,0.0109846998823068,0,0,0,0,0.000392310710082385,0.00549234994115339,0.00156924284032954,0.00117693213024716,0,0,0.0027461749705767,0,0,0.000392310710082385,0.00117693213024716,0.00117693213024716,0,0.000392310710082385,0.00078462142016477,0.00078462142016477,0,0.000392310710082385,105,65,24,0,31,67,9,7,3,27,28,0.0411926245586504,0.025500196155355,0.00941545704197725,0,0.0121616320125539,0.0262848175755198,0.00353079639074147,0.0027461749705767,0.00117693213024716,0.0105923891722244,0.0109846998823068,2549,1620,2507,5.39353566539424,0.000392310710082385,0.0219693997646136,2549,1,1,0,1,1
"2020-02-01","Nepal",28,9,19,4,55,10,4,160,109,49,17,5,109,13,41,36,0,9,7,3,0,0,0,0,2,16,3,2,2,0,3,0,1,0,5,7,0,0,5,0,2,0,0.011400651465798,0.00366449511400651,0.00773615635179153,0.00162866449511401,0.0223941368078176,0.00407166123778502,0.00162866449511401,0.0651465798045603,0.0443811074918567,0.0199511400651466,0.00692182410423453,0.00203583061889251,0.0443811074918567,0.00529315960912052,0.0166938110749186,0.0146579804560261,0,0.00366449511400651,0.00285016286644951,0.0012214983713355,0,0,0,0,0.000814332247557003,0.00651465798045603,0.0012214983713355,0.000814332247557003,0.000814332247557003,0,0.0012214983713355,0,0.000407166123778502,0,0.00203583061889251,0.00285016286644951,0,0,0.00203583061889251,0,0.000814332247557003,0,72,47,42,3,71,52,7,5,1,18,24,0.0293159609120521,0.0191368078175896,0.0171009771986971,0.0012214983713355,0.0289087947882736,0.0211726384364821,0.00285016286644951,0.00203583061889251,0.000407166123778502,0.00732899022801303,0.00977198697068404,2456,1577,2408,1.53432505285078,0.000407166123778502,0.0289087947882736,2456,1,1,0,1,1
"2020-03-01","Nepal",26,5,12,13,78,7,1,291,24,33,203,19,25,14,15,20,0,5,11,12,1,0,0,0,4,9,6,2,6,0,1,0,0,0,1,2,1,0,14,3,5,1,0.00912600912600913,0.00175500175500176,0.00421200421200421,0.00456300456300456,0.0273780273780274,0.00245700245700246,0.000351000351000351,0.102141102141102,0.00842400842400842,0.0115830115830116,0.0712530712530713,0.00666900666900667,0.00877500877500877,0.00491400491400491,0.00526500526500526,0.00702000702000702,0,0.00175500175500176,0.00386100386100386,0.00421200421200421,0.000351000351000351,0,0,0,0.0014040014040014,0.00315900315900316,0.00210600210600211,0.000702000702000702,0.00210600210600211,0,0.000351000351000351,0,0,0,0.000351000351000351,0.000702000702000702,0.000351000351000351,0,0.00491400491400491,0.00105300105300105,0.00175500175500176,0.000351000351000351,79,74,6,2,29,59,2,4,3,17,18,0.0277290277290277,0.025974025974026,0.00210600210600211,0.000702000702000702,0.0101790101790102,0.0207090207090207,0.000702000702000702,0.0014040014040014,0.00105300105300105,0.00596700596700597,0.00631800631800632,2849,1771,2793,7.24322665353981,0.000351000351000351,0.0252720252720253,2849,1,1,0,1,1
"2020-04-01","Nepal",15,12,9,2,78,2,1,435,37,49,203,23,7,20,11,7,1,2,8,10,2,0,0,0,2,2,4,1,1,0,2,0,0,1,1,6,0,0,14,0,3,0,0.00530973451327434,0.00424778761061947,0.0031858407079646,0.000707964601769912,0.0276106194690265,0.000707964601769912,0.000353982300884956,0.153982300884956,0.0130973451327434,0.0173451327433628,0.071858407079646,0.00814159292035398,0.00247787610619469,0.00707964601769911,0.00389380530973451,0.00247787610619469,0.000353982300884956,0.000707964601769912,0.00283185840707965,0.00353982300884956,0.000707964601769912,0,0,0,0.000707964601769912,0.000707964601769912,0.00141592920353982,0.000353982300884956,0.000353982300884956,0,0.000707964601769912,0,0,0.000353982300884956,0.000353982300884956,0.00212389380530973,0,0,0.00495575221238938,0,0.00106194690265487,0,53,57,13,1,32,40,4,8,3,21,16,0.0187610619469027,0.0201769911504425,0.00460176991150442,0.000353982300884956,0.0113274336283186,0.0141592920353982,0.00141592920353982,0.00283185840707965,0.00106194690265487,0.00743362831858407,0.00566371681415929,2825,1665,2786,7.67235651053113,0.00106194690265487,0.0173451327433628,2825,1,1,0,1,1
"2020-05-01","Nepal",17,5,4,5,97,9,0,598,27,65,137,42,14,15,27,4,1,6,5,19,1,0,0,0,0,6,4,2,6,0,2,0,1,1,5,4,3,0,10,1,6,0,0.00550874918988982,0.0016202203499676,0.00129617627997408,0.0016202203499676,0.0314322747893714,0.00291639662994167,0,0.193778353856124,0.00874918988982502,0.0210628645495787,0.0443940375891121,0.0136098509397278,0.00453661697990927,0.00486066104990279,0.00874918988982502,0.00129617627997408,0.000324044069993519,0.00194426441996111,0.0016202203499676,0.00615683732987686,0.000324044069993519,0,0,0,0,0.00194426441996111,0.00129617627997408,0.000648088139987038,0.00194426441996111,0,0.000648088139987038,0,0.000324044069993519,0.000324044069993519,0.0016202203499676,0.00129617627997408,0.000972132209980557,0,0.00324044069993519,0.000324044069993519,0.00194426441996111,0,34,45,5,1,20,56,0,14,0,33,15,0.0110174983797796,0.0145819831497084,0.0016202203499676,0.000324044069993519,0.00648088139987038,0.0181464679196371,0,0.00453661697990927,0,0.0106934543097861,0.00486066104990279,3086,1784,3034,8.69622039352748,0.0016202203499676,0.0181464679196371,3086,1,1,0,1,1
"2020-06-01","Nepal",28,5,12,5,68,11,0,606,41,97,81,13,29,20,77,16,1,6,22,20,0,0,0,1,1,1,9,0,2,0,0,0,0,0,5,1,5,1,5,0,1,0,0.00980049002450122,0.00175008750437522,0.00420021001050053,0.00175008750437522,0.023801190059503,0.00385019250962548,0,0.212110605530277,0.0143507175358768,0.0339516975848792,0.0283514175708785,0.00455022751137557,0.0101505075253763,0.00700035001750087,0.0269513475673784,0.0056002800140007,0.000350017500875044,0.00210010500525026,0.00770038501925096,0.00700035001750087,0,0,0,0.000350017500875044,0.000350017500875044,0.000350017500875044,0.00315015750787539,0,0.000700035001750087,0,0,0,0,0,0.00175008750437522,0.000350017500875044,0.00175008750437522,0.000350017500875044,0.00175008750437522,0,0.000350017500875044,0,58,44,9,0,23,71,3,4,3,29,19,0.0203010150507525,0.0154007700385019,0.00315015750787539,0,0.00805040252012601,0.0248512425621281,0.00105005250262513,0.00140007000350017,0.00105005250262513,0.0101505075253763,0.00665033251662583,2857,1470,2825,7.60660087223697,0.000350017500875044,0.0129506475323766,2857,1,1,0,1,1
"2020-07-01","Nepal",25,21,18,25,123,15,0,726,33,24,57,5,33,16,63,32,1,2,9,19,0,0,0,0,1,2,4,9,1,0,1,0,0,1,1,4,0,1,2,0,0,0,0.00838926174496644,0.00704697986577181,0.00604026845637584,0.00838926174496644,0.0412751677852349,0.00503355704697987,0,0.243624161073826,0.0110738255033557,0.00805369127516779,0.0191275167785235,0.00167785234899329,0.0110738255033557,0.00536912751677852,0.0211409395973154,0.010738255033557,0.000335570469798658,0.000671140939597315,0.00302013422818792,0.0063758389261745,0,0,0,0,0.000335570469798658,0.000671140939597315,0.00134228187919463,0.00302013422818792,0.000335570469798658,0,0.000335570469798658,0,0,0.000335570469798658,0.000335570469798658,0.00134228187919463,0,0.000335570469798658,0.000671140939597315,0,0,0,61,50,14,0,34,52,6,4,4,26,22,0.0204697986577181,0.0167785234899329,0.00469798657718121,0,0.0114093959731544,0.0174496644295302,0.00201342281879195,0.00134228187919463,0.00134228187919463,0.0087248322147651,0.00738255033557047,2980,1504,2953,5.6674563870278,0.000335570469798658,0.0110738255033557,2980,1,1,0,1,1
"2020-08-01","Nepal",14,7,9,4,64,5,0,692,15,9,122,9,16,13,20,10,3,7,13,8,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,3,1,0,2,0,0,0,0.00561347233360064,0.00280673616680032,0.00360866078588613,0.00160384923817161,0.0256615878107458,0.00200481154771451,0,0.277465918203689,0.00601443464314354,0.00360866078588613,0.0489174017642342,0.00360866078588613,0.00641539695268645,0.00521251002405774,0.00801924619085806,0.00400962309542903,0.00120288692862871,0.00280673616680032,0.00521251002405774,0.00320769847634322,0,0,0,0,0,0,0.00120288692862871,0,0.000400962309542903,0,0.000400962309542903,0,0,0,0,0.00120288692862871,0.000400962309542903,0,0.000801924619085806,0,0,0,33,27,9,0,17,42,2,9,2,21,21,0.0132317562149158,0.0108259823576584,0.00360866078588613,0,0.00681635926222935,0.0168404170008019,0.000801924619085806,0.00360866078588613,0.000801924619085806,0.00842020850040096,0.00842020850040096,2494,1289,2483,7.27775600559022,0.00200481154771451,0.00521251002405774,2494,1,1,0,1,1
"2020-09-01","Nepal",14,6,16,6,39,7,1,548,26,18,49,10,20,21,45,28,4,1,5,14,0,0,0,0,2,3,1,1,1,0,4,0,0,1,1,1,1,1,2,3,0,0,0.005735354362966,0.00245800901269971,0.00655469070053257,0.00245800901269971,0.0159770585825481,0.002867677181483,0.000409668168783286,0.22449815649324,0.0106513723883654,0.00737402703809914,0.020073740270381,0.00409668168783286,0.00819336337566571,0.008603031544449,0.0184350675952479,0.011470708725932,0.00163867267513314,0.000409668168783286,0.00204834084391643,0.005735354362966,0,0,0,0,0.000819336337566571,0.00122900450634986,0.000409668168783286,0.000409668168783286,0.000409668168783286,0,0.00163867267513314,0,0,0.000409668168783286,0.000409668168783286,0.000409668168783286,0.000409668168783286,0.000409668168783286,0.000819336337566571,0.00122900450634986,0,0,54,35,7,0,26,55,2,2,2,37,15,0.0221220811142974,0.014338385907415,0.002867677181483,0,0.0106513723883654,0.0225317492830807,0.000819336337566571,0.000819336337566571,0.000819336337566571,0.0151577222449816,0.00614502253174928,2441,1352,2419,6.3655868967321,0.00245800901269971,0.00942236788201557,2441,1,1,0,1,1
"2020-10-01","Nepal",11,7,22,5,77,6,1,412,16,16,18,11,19,9,38,36,1,4,11,22,0,0,0,0,0,2,9,1,0,0,1,0,0,1,1,2,0,1,2,0,1,0,0.00497062810664257,0.00316312697695436,0.00994125621328513,0.00225937641211026,0.034794396746498,0.00271125169453231,0.000451875282422052,0.186172616357885,0.00723000451875282,0.00723000451875282,0.00813375508359693,0.00497062810664257,0.00858563036601898,0.00406687754179846,0.017171260732038,0.0162675101671939,0.000451875282422052,0.00180750112968821,0.00497062810664257,0.00994125621328513,0,0,0,0,0,0.000903750564844103,0.00406687754179846,0.000451875282422052,0,0,0.000451875282422052,0,0,0.000451875282422052,0.000451875282422052,0.000903750564844103,0,0.000451875282422052,0.000903750564844103,0,0.000451875282422052,0,45,46,12,1,17,39,3,7,3,25,8,0.0203343877089923,0.0207862629914144,0.00542250338906462,0.000451875282422052,0.00768187980117488,0.01762313601446,0.00135562584726615,0.00316312697695436,0.00135562584726615,0.0112968820605513,0.00361500225937641,2213,1289,2192,6.50222008458062,0.000451875282422052,0.0122006326253954,2213,1,1,0,1,1
"2020-11-01","Nepal",13,1,50,5,111,1,0,342,26,13,12,6,12,19,26,12,1,3,8,9,0,0,0,0,1,1,6,6,0,0,4,0,0,0,1,19,1,0,3,0,2,0,0.00597701149425287,0.000459770114942529,0.0229885057471264,0.00229885057471264,0.0510344827586207,0.000459770114942529,0,0.157241379310345,0.0119540229885057,0.00597701149425287,0.00551724137931034,0.00275862068965517,0.00551724137931034,0.00873563218390805,0.0119540229885057,0.00551724137931034,0.000459770114942529,0.00137931034482759,0.00367816091954023,0.00413793103448276,0,0,0,0,0.000459770114942529,0.000459770114942529,0.00275862068965517,0.00275862068965517,0,0,0.00183908045977011,0,0,0,0.000459770114942529,0.00873563218390805,0.000459770114942529,0,0.00137931034482759,0,0.000919540229885057,0,51,29,13,0,13,27,3,5,2,22,12,0.023448275862069,0.0133333333333333,0.00597701149425287,0,0.00597701149425287,0.0124137931034483,0.00137931034482759,0.00229885057471264,0.000919540229885057,0.0101149425287356,0.00551724137931034,2175,1351,2131,6.437140158238,0.000459770114942529,0.0216091954022989,2175,1,1,0,1,1
"2020-12-01","Nepal",29,2,72,18,136,41,1,279,66,53,15,9,33,27,137,78,3,3,9,8,0,1,0,0,0,0,11,11,1,0,4,1,0,6,7,3,0,0,1,1,2,0,0.0102184637068358,0.000704721634954193,0.025369978858351,0.00634249471458774,0.0479210711768851,0.014446793516561,0.000352360817477097,0.0983086680761099,0.0232558139534884,0.0186751233262861,0.00528541226215645,0.00317124735729387,0.0116279069767442,0.00951374207188161,0.0482734319943622,0.0274841437632135,0.00105708245243129,0.00105708245243129,0.00317124735729387,0.00281888653981677,0,0.000352360817477097,0,0,0,0,0.00387596899224806,0.00387596899224806,0.000352360817477097,0,0.00140944326990839,0.000352360817477097,0,0.00211416490486258,0.00246652572233968,0.00105708245243129,0,0,0.000352360817477097,0.000352360817477097,0.000704721634954193,0,52,58,12,0,19,50,6,6,3,17,15,0.018322762508809,0.0204369274136716,0.00422832980972516,0,0.00669485553206483,0.0176180408738548,0.00211416490486258,0.00211416490486258,0.00105708245243129,0.00599013389711064,0.00528541226215645,2838,1624,2789,5.20186488396846,0.00140944326990839,0.0193798449612403,2838,1,1,0,1,1
"2021-01-01","Nepal",24,0,62,24,75,35,1,234,79,36,8,9,28,21,118,55,0,11,4,13,0,0,0,1,0,0,1,0,3,1,5,0,0,1,1,1,1,0,0,0,3,0,0.00927715500579822,0,0.0239659837649787,0.00927715500579822,0.0289911093931194,0.0135291843834557,0.000386548125241593,0.0904522613065327,0.0305373018940858,0.0139157325086973,0.00309238500193274,0.00347893312717433,0.0108233475067646,0.00811751063007344,0.0456126787785079,0.0212601468882876,0,0.00425202937765752,0.00154619250096637,0.0050251256281407,0,0,0,0.000386548125241593,0,0,0.000386548125241593,0,0.00115964437572478,0.000386548125241593,0.00193274062620796,0,0,0.000386548125241593,0.000386548125241593,0.000386548125241593,0.000386548125241593,0,0,0,0.00115964437572478,0,61,50,14,0,13,31,1,3,2,11,16,0.0235794356397371,0.0193274062620796,0.0054116737533823,0,0.0050251256281407,0.0119829918824894,0.000386548125241593,0.00115964437572478,0.000773096250483185,0.00425202937765752,0.00618477000386548,2587,1584,2569,5.15759496797859,0.000773096250483185,0.00850405875531504,2587,1,1,0,1,1
"2021-02-01","Nepal",27,4,59,32,78,44,0,154,68,34,7,6,14,19,131,36,0,8,6,14,0,0,0,0,1,1,5,2,1,0,4,0,1,0,2,1,0,0,2,0,2,0,0.0117698343504795,0.001743679163034,0.0257192676547515,0.013949433304272,0.034001743679163,0.019180470793374,0,0.0671316477768091,0.029642545771578,0.014821272885789,0.0030514385353095,0.002615518744551,0.00610287707061901,0.00828247602441151,0.0571054925893636,0.015693112467306,0,0.003487358326068,0.002615518744551,0.00610287707061901,0,0,0,0,0.0004359197907585,0.0004359197907585,0.0021795989537925,0.000871839581517001,0.0004359197907585,0,0.001743679163034,0,0.0004359197907585,0,0.000871839581517001,0.0004359197907585,0,0,0.000871839581517001,0,0.000871839581517001,0,44,33,5,1,28,30,5,0,3,20,7,0.019180470793374,0.0143853530950305,0.0021795989537925,0.0004359197907585,0.012205754141238,0.013077593722755,0.0021795989537925,0,0.0013077593722755,0.00871839581517001,0.0030514385353095,2294,1397,2272,5.81741386857049,0.000871839581517001,0.0108979947689625,2294,1,1,0,1,1
"2021-03-01","Nepal",8,2,36,9,154,20,3,194,34,28,12,7,15,16,34,43,0,8,12,11,0,0,0,0,0,1,2,0,2,0,5,0,0,1,2,3,0,0,4,0,1,0,0.00316205533596838,0.000790513833992095,0.0142292490118577,0.00355731225296443,0.0608695652173913,0.00790513833992095,0.00118577075098814,0.0766798418972332,0.0134387351778656,0.0110671936758893,0.00474308300395257,0.00276679841897233,0.00592885375494071,0.00632411067193676,0.0134387351778656,0.01699604743083,0,0.00316205533596838,0.00474308300395257,0.00434782608695652,0,0,0,0,0,0.000395256916996047,0.000790513833992095,0,0.000790513833992095,0,0.00197628458498024,0,0,0.000395256916996047,0.000790513833992095,0.00118577075098814,0,0,0.00158102766798419,0,0.000395256916996047,0,63,65,15,0,22,29,2,4,2,25,17,0.024901185770751,0.0256916996047431,0.00592885375494071,0,0.00869565217391304,0.0114624505928854,0.000790513833992095,0.00158102766798419,0.000790513833992095,0.00988142292490119,0.00671936758893281,2530,1672,2509,5.53554394298243,0.00118577075098814,0.0102766798418972,2530,1,1,1,1,1
"2021-04-01","Nepal",10,4,58,14,92,14,0,377,27,12,82,6,13,13,19,71,0,8,5,6,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,3,0,0,6,0,1,1,0.00396825396825397,0.00158730158730159,0.023015873015873,0.00555555555555556,0.0365079365079365,0.00555555555555556,0,0.149603174603175,0.0107142857142857,0.00476190476190476,0.0325396825396825,0.00238095238095238,0.00515873015873016,0.00515873015873016,0.00753968253968254,0.0281746031746032,0,0.00317460317460317,0.00198412698412698,0.00238095238095238,0,0,0,0,0,0,0.000396825396825397,0.00119047619047619,0.000396825396825397,0,0.000396825396825397,0,0,0,0,0.00119047619047619,0,0,0.00238095238095238,0,0.000396825396825397,0.000396825396825397,43,42,7,0,13,41,1,6,2,23,11,0.0170634920634921,0.0166666666666667,0.00277777777777778,0,0.00515873015873016,0.0162698412698413,0.000396825396825397,0.00238095238095238,0.000793650793650794,0.00912698412698413,0.00436507936507937,2520,1517,2503,5.50238970687337,0.00119047619047619,0.00992063492063492,2520,1,1,0,1,1
"2021-05-01","Nepal",3,9,115,21,98,20,0,530,59,26,89,4,23,44,15,58,3,10,6,6,0,0,0,0,2,1,0,1,10,0,1,1,0,0,1,5,0,0,13,0,1,0,0.000929080210591514,0.00278724063177454,0.0356147414060081,0.0065035614741406,0.0303499535459895,0.0061938680706101,0,0.164137503871168,0.0182719108082998,0.00805202849179312,0.0275627129142149,0.00123877361412202,0.00712294828120161,0.0136265097553422,0.00464540105295757,0.0179622174047693,0.000929080210591514,0.00309693403530505,0.00185816042118303,0.00185816042118303,0,0,0,0,0.00061938680706101,0.000309693403530505,0,0.000309693403530505,0.00309693403530505,0,0.000309693403530505,0.000309693403530505,0,0,0.000309693403530505,0.00154846701765252,0,0,0.00402601424589656,0,0.000309693403530505,0,30,45,3,0,20,55,3,6,0,14,11,0.00929080210591514,0.0139362031588727,0.000929080210591514,0,0.0061938680706101,0.0170331371941778,0.000929080210591514,0.00185816042118303,0,0.00433570764942707,0.00340662743883555,3229,1924,3193,5.6278477103114,0.00061938680706101,0.0148652833694642,3229,1,1,0,1,1
"2021-06-01","Nepal",8,5,53,14,61,9,0,335,45,41,70,3,20,38,27,68,1,10,3,16,0,0,0,0,0,1,3,0,2,0,3,0,0,0,2,1,1,0,15,0,1,0,0.00302915562287012,0.00189322226429383,0.0200681560015146,0.00530102234002272,0.0230973116243847,0.00340780007572889,0,0.126845891707686,0.0170390003786445,0.0155244225672094,0.0265051117001136,0.0011359333585763,0.00757288905717531,0.0143884892086331,0.0102234002271867,0.0257478227943961,0.000378644452858766,0.00378644452858766,0.0011359333585763,0.00605831124574025,0,0,0,0,0,0.000378644452858766,0.0011359333585763,0,0.000757288905717531,0,0.0011359333585763,0,0,0,0.000757288905717531,0.000378644452858766,0.000378644452858766,0,0.00567966679288148,0,0.000378644452858766,0,39,51,8,0,21,47,6,2,2,11,15,0.0147671336614919,0.019310867095797,0.00302915562287012,0,0.00795153351003408,0.017796289284362,0.00227186671715259,0.000757288905717531,0.000757288905717531,0.00416508898144642,0.00567966679288148,2641,1635,2612,5.80713173515103,0.0011359333585763,0.0117379780386217,2641,1,1,0,1,1
"2021-07-01","Nepal",11,2,72,23,108,14,1,239,67,34,37,8,27,23,48,37,4,10,6,10,0,0,0,0,2,0,10,6,5,0,1,0,1,0,6,4,0,0,7,0,2,0,0.00391041592605759,0.000710984713828653,0.0255954496978315,0.00817632420902951,0.0383931745467472,0.00497689299680057,0.000355492356914326,0.084962673302524,0.0238179879132599,0.0120867401350871,0.0131532172058301,0.00284393885531461,0.00959829363668681,0.00817632420902951,0.0170636331318877,0.0131532172058301,0.00142196942765731,0.00355492356914326,0.00213295414148596,0.00355492356914326,0,0,0,0,0.000710984713828653,0,0.00355492356914326,0.00213295414148596,0.00177746178457163,0,0.000355492356914326,0,0.000355492356914326,0,0.00213295414148596,0.00142196942765731,0,0,0.00248844649840028,0,0.000710984713828653,0,41,59,11,0,24,51,10,7,2,24,12,0.0145751866334874,0.0209740490579453,0.00391041592605759,0,0.00853181656594383,0.0181301102026306,0.00355492356914326,0.00248844649840028,0.000710984713828653,0.00853181656594383,0.00426590828297192,2813,1829,2769,5.62821903805009,0.000355492356914326,0.019552079630288,2813,1,1,0,1,1
