"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","laprensa.hn","tiempo.hn"
"2018-10-01","Honduras",78,0,21,1,49,2,1,210,145,30,7,33,87,12,37,10,6,50,77,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0.017787913340935,0,0.00478905359179019,0.000228050171037628,0.0111744583808438,0.000456100342075257,0.000228050171037628,0.0478905359179019,0.0330672748004561,0.00684150513112885,0.0015963511972634,0.00752565564424173,0.0198403648802737,0.00273660205245154,0.00843785632839225,0.00228050171037628,0.00136830102622577,0.0114025085518814,0.0175598631698974,0.00843785632839225,0,0,0,0,0,0.000228050171037628,0,0,0.000228050171037628,0,0,0,0,124,24,13,0,48,15,1,5,3,157,42,0.0282782212086659,0.00547320410490308,0.00296465222348917,0,0.0109464082098062,0.00342075256556442,0.000228050171037628,0.00114025085518814,0.000684150513112885,0.0358038768529076,0.00957810718358039,4385,3152,13,6.43711724178799,0,0.000456100342075257,4385,1,1
"2018-11-01","Honduras",55,0,37,5,40,9,1,78,211,30,3,37,116,8,44,20,3,3,59,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120905693559024,0,0.00813365574851616,0.0010991426687184,0.0087931413497472,0.00197845680369312,0.00021982853374368,0.017146625632007,0.0463838206199165,0.0065948560123104,0.00065948560123104,0.00813365574851616,0.0255001099142669,0.00175862826994944,0.00967245548472192,0.0043965706748736,0.00065948560123104,0.00065948560123104,0.0129698834908771,0.0076939986810288,0,0,0,0,0,0,0,0,0,0,0,0,0,106,25,22,1,108,22,3,6,5,199,48,0.0233018245768301,0.005495713343592,0.00483622774236096,0.00021982853374368,0.0237414816443174,0.00483622774236096,0.00065948560123104,0.00131897120246208,0.0010991426687184,0.0437458782149923,0.0105517696196966,4549,3337,5,5.41344371757085,0,0,4549,1,1
"2018-12-01","Honduras",66,0,10,2,30,2,1,138,112,22,0,12,91,6,26,12,0,13,75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014895057549086,0,0.00225682690137666,0.000451365380275333,0.00677048070412999,0.000451365380275333,0.000225682690137666,0.031144211238998,0.0252764612954186,0.00496501918302866,0,0.002708192281652,0.0205371248025276,0.001354096140826,0.00586774994357933,0.002708192281652,0,0.00293387497178966,0.016926201760325,0.00361092304220266,0,0,0,0,0,0,0,0,0,0,0,0,0,99,23,39,0,76,14,5,2,3,179,69,0.022342586323629,0.00519070187316633,0.00880162491536899,0,0.0171518844504626,0.00315955766192733,0.00112841345068833,0.000451365380275333,0.000677048070412999,0.0403972015346423,0.015572105619499,4431,3399,6,3.64037985820422,0,0,4431,1,1
"2019-01-01","Honduras",65,3,50,6,41,12,12,131,162,115,1,27,76,8,59,18,4,11,93,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0130104083266613,0.000600480384307446,0.0100080064051241,0.00120096076861489,0.00820656525220176,0.00240192153722978,0.00240192153722978,0.0262209767814251,0.0324259407526021,0.0230184147317854,0.000200160128102482,0.00540432345876701,0.0152121697357886,0.00160128102481986,0.0118094475580464,0.00360288230584468,0.000800640512409928,0.0022017614091273,0.0186148919135308,0.00500400320256205,0.000200160128102482,0,0,0.000200160128102482,0,0,0,0,0,0,0,0,0,178,39,15,1,100,40,2,1,4,176,62,0.0356285028022418,0.0078062449959968,0.00300240192153723,0.000200160128102482,0.0200160128102482,0.00800640512409928,0.000400320256204964,0.000200160128102482,0.000800640512409928,0.0352281825460368,0.0124099279423539,4996,3549,12,5.78736563088218,0,0.000400320256204964,4996,1,1
"2019-02-01","Honduras",56,0,57,3,30,9,11,154,148,67,1,10,70,7,18,25,7,3,72,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126239855725879,0,0.0128494138863841,0.000676284941388638,0.00676284941388638,0.00202885482416592,0.00247971145175834,0.0347159603246168,0.0333633904418395,0.0151036970243463,0.000225428313796213,0.00225428313796213,0.0157799819657349,0.00157799819657349,0.00405770964833183,0.00563570784490532,0.00157799819657349,0.000676284941388638,0.0162308385933273,0.00743913435527502,0,0,0,0,0,0,0,0,0,0,0,0,0,129,19,16,1,87,38,6,5,1,173,46,0.0290802524797115,0.00428313796212804,0.0036068530207394,0.000225428313796213,0.0196122633002705,0.00856627592425609,0.00135256988277728,0.00112714156898106,0.000225428313796213,0.0389990982867448,0.0103697024346258,4436,3222,2,5.11216919718964,0,0,4436,1,1
"2019-03-01","Honduras",95,2,30,0,33,7,4,172,160,39,2,14,96,9,16,6,3,14,72,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0200973133065369,0.000423101332769198,0.00634651999153797,0,0.00698117199069177,0.00148085466469219,0.000846202665538396,0.036386714618151,0.0338481066215359,0.00825047598899937,0.000423101332769198,0.00296170932938439,0.0203088639729215,0.00190395599746139,0.00338481066215359,0.00126930399830759,0.000634651999153797,0.00296170932938439,0.0152316479796911,0.00444256399407658,0,0.000211550666384599,0,0,0,0,0,0,0,0,0,0,0,154,23,36,1,106,27,5,8,6,155,62,0.0325788026232283,0.00486566532684578,0.00761582398984557,0.000211550666384599,0.0224243706367675,0.00571186799238418,0.001057753331923,0.00169240533107679,0.00126930399830759,0.0327903532896129,0.0131161413158451,4727,3475,3,4.639788314882,0.000211550666384599,0,4727,1,1
"2019-04-01","Honduras",89,0,21,2,43,13,5,181,138,44,1,14,72,6,137,14,2,11,112,59,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0181115181115181,0,0.00427350427350427,0.000407000407000407,0.00875050875050875,0.00264550264550265,0.00101750101750102,0.0368335368335368,0.0280830280830281,0.00895400895400895,0.000203500203500203,0.00284900284900285,0.0146520146520147,0.00122100122100122,0.0278795278795279,0.00284900284900285,0.000407000407000407,0.00223850223850224,0.0227920227920228,0.012006512006512,0,0,0,0,0,0.000203500203500203,0,0,0.000203500203500203,0,0,0,0,148,26,28,0,99,45,3,3,2,220,52,0.0301180301180301,0.00529100529100529,0.0056980056980057,0,0.0201465201465201,0.00915750915750916,0.000610500610500611,0.000610500610500611,0.000407000407000407,0.0447700447700448,0.0105820105820106,4914,3415,5,5.41322423259809,0,0.000407000407000407,4914,1,1
"2019-05-01","Honduras",78,3,34,5,60,9,1,149,143,83,7,9,111,13,165,14,7,15,131,58,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0161357054199421,0.000620604054613157,0.00703351261894911,0.00103434009102193,0.0124120810922631,0.00186181216383947,0.000206868018204386,0.0308233347124535,0.0295821266032271,0.017170045510964,0.0014480761274307,0.00186181216383947,0.0229623500206868,0.00268928423665701,0.0341332230037236,0.0028961522548614,0.0014480761274307,0.00310302027306578,0.0270997103847745,0.0119983450558544,0,0,0,0,0,0,0,0,0,0,0.000206868018204386,0,0.000413736036408771,168,29,30,0,70,61,8,6,4,221,57,0.0347538270583368,0.00599917252792718,0.00620604054613157,0,0.014480761274307,0.0126189491104675,0.00165494414563508,0.00124120810922631,0.000827472072817542,0.0457178320231692,0.01179147703765,4834,3206,11,6.81318188745809,0,0.000620604054613157,4834,1,1
"2019-06-01","Honduras",74,2,31,1,98,11,0,181,93,33,0,45,32,12,191,8,12,6,138,72,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0157547370662125,0.000425803704492229,0.00659995741962955,0.000212901852246115,0.0208643815201192,0.00234192037470726,0,0.0385352352565467,0.0197998722588887,0.00702576112412178,0,0.00958058335107516,0.00681285927187567,0.00255482222695337,0.0406642537790079,0.00170321481796892,0.00255482222695337,0.00127741111347669,0.0293804556099638,0.0153289333617202,0,0,0,0,0,0,0,0,0,0,0.000212901852246115,0,0.000212901852246115,104,39,11,0,72,27,5,2,5,183,51,0.0221417926335959,0.00830317223759847,0.00234192037470726,0,0.0153289333617202,0.00574835001064509,0.00106450926123057,0.000425803704492229,0.00106450926123057,0.038961038961039,0.0108579944645518,4697,3195,3,6.67828718407643,0,0.000425803704492229,4697,1,1
"2019-07-01","Honduras",68,0,36,3,74,8,0,283,70,67,2,15,42,6,38,17,6,10,100,33,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0146614920224235,0,0.00776196636481242,0.000646830530401035,0.0159551530832255,0.00172488141440276,0,0.0610176800344976,0.0150927123760241,0.0144458818456231,0.00043122035360069,0.00323415265200517,0.00905562742561449,0.00129366106080207,0.00819318671841311,0.00366537300560586,0.00129366106080207,0.00215610176800345,0.0215610176800345,0.00711513583441138,0,0,0,0,0,0,0,0,0,0,0.000215610176800345,0,0.000215610176800345,143,27,14,0,52,34,1,4,3,201,65,0.0308322552824493,0.00582147477360931,0.00301854247520483,0,0.0112117291936179,0.00733074601121173,0.000215610176800345,0.00086244070720138,0.000646830530401035,0.0433376455368693,0.0140146614920224,4638,3260,5,3.90383638449176,0.00043122035360069,0.00043122035360069,4638,1,1
"2019-08-01","Honduras",59,1,70,4,58,22,0,180,128,54,4,15,91,7,96,9,7,2,163,52,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0120211898940505,0.000203748981255094,0.0142624286878566,0.000814995925020375,0.0118174409127954,0.00448247758761206,0,0.0366748166259169,0.026079869600652,0.0110024449877751,0.000814995925020375,0.00305623471882641,0.0185411572942135,0.00142624286878566,0.019559902200489,0.00183374083129584,0.00142624286878566,0.000407497962510187,0.0332110839445803,0.0105949470252649,0,0.000203748981255094,0,0,0,0,0,0,0,0,0,0,0.000203748981255094,145,33,35,0,88,30,4,10,4,239,60,0.0295436022819886,0.00672371638141809,0.00713121434392828,0,0.0179299103504482,0.00611246943765281,0.000814995925020375,0.00203748981255094,0.000814995925020375,0.0486960065199674,0.0122249388753056,4908,3334,9,5.34362505007459,0.000203748981255094,0.000203748981255094,4908,1,1
"2019-09-01","Honduras",71,1,67,5,64,9,1,175,143,50,11,20,82,8,42,10,4,7,83,28,0,1,1,1,0,0,0,0,0,0,0,0,0,0.015597539543058,0.000219683655536028,0.0147188049209139,0.00109841827768014,0.0140597539543058,0.00197715289982425,0.000219683655536028,0.0384446397188049,0.031414762741652,0.0109841827768014,0.00241652021089631,0.00439367311072056,0.0180140597539543,0.00175746924428822,0.00922671353251318,0.00219683655536028,0.000878734622144112,0.0015377855887522,0.0182337434094903,0.00615114235500879,0,0.000219683655536028,0.000219683655536028,0.000219683655536028,0,0,0,0,0,0,0,0,0,117,22,17,2,71,45,3,9,3,193,40,0.0257029876977153,0.00483304042179262,0.00373462214411248,0.000439367311072056,0.015597539543058,0.00988576449912127,0.000659050966608084,0.00197715289982425,0.000659050966608084,0.0423989455184534,0.00878734622144113,4552,3244,12,4.4726673400512,0.000659050966608084,0,4552,1,1
"2019-10-01","Honduras",66,1,24,3,38,8,1,149,228,42,3,15,137,7,63,17,1,10,86,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0147420147420147,0.000223363859727496,0.00536073263345991,0.000670091579182488,0.00848782666964485,0.00178691087781997,0.000223363859727496,0.0332812150993969,0.0509269600178691,0.00938128210855484,0.000670091579182488,0.00335045789591244,0.030600848782667,0.00156354701809247,0.0140719231628323,0.00379718561536743,0.000223363859727496,0.00223363859727496,0.0192092919365647,0.00826446280991736,0,0,0,0,0,0,0,0,0,0,0,0,0.000223363859727496,128,25,32,0,89,40,3,10,3,230,67,0.0285905740451195,0.0055840964931874,0.00714764351127987,0,0.0198793835157472,0.00893455438909984,0.000670091579182488,0.00223363859727496,0.000670091579182488,0.0513736877373241,0.0149653786017422,4477,3061,10,6.01023629385597,0,0.000223363859727496,4477,1,1
"2019-11-01","Honduras",50,2,35,1,16,11,2,88,69,65,1,17,47,8,24,13,4,6,106,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118708452041785,0.000474833808167142,0.00830959164292498,0.000237416904083571,0.00379867046533713,0.00261158594491928,0.000474833808167142,0.0208926875593542,0.0163817663817664,0.0154320987654321,0.000237416904083571,0.0040360873694207,0.0111585944919278,0.00189933523266857,0.0056980056980057,0.00308641975308642,0.000949667616334283,0.00142450142450142,0.0251661918328585,0.00617283950617284,0,0,0,0,0,0,0,0,0,0,0,0,0,137,13,22,0,62,71,5,5,4,228,55,0.0325261158594492,0.00308641975308642,0.00522317188983856,0,0.0147198480531814,0.0168566001899335,0.00118708452041785,0.00118708452041785,0.000949667616334283,0.0541310541310541,0.0130579297245964,4212,3079,4,4.15005124943557,0,0,4212,1,1
"2019-12-01","Honduras",41,1,36,1,22,7,1,110,87,26,3,9,55,3,13,16,1,4,195,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987713803902674,0.000240905805829921,0.00867260900987714,0.000240905805829921,0.00529992772825825,0.00168634064080944,0.000240905805829921,0.0264996386412913,0.0209588051072031,0.00626355095157793,0.000722717417489762,0.00216815225246928,0.0132498193206456,0.000722717417489762,0.00313177547578897,0.00385449289327873,0.000240905805829921,0.000963623223319682,0.0469766321368345,0.00674536256323777,0,0,0,0,0,0,0,0,0,0,0,0,0,93,12,11,0,43,23,7,2,2,225,58,0.0224042399421826,0.00289086966995905,0.00264996386412913,0,0.0103589496506866,0.00554083353408817,0.00168634064080944,0.000481811611659841,0.000481811611659841,0.0542038063117321,0.0139725367381354,4151,3066,4,4.14295203782566,0,0,4151,1,1
"2020-01-01","Honduras",53,2,43,2,34,4,1,155,95,33,2,14,88,4,33,16,0,9,75,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125860840655426,0.000474946568511043,0.0102113512229874,0.000474946568511043,0.00807409166468772,0.000949893137022085,0.000237473284255521,0.0368083590596058,0.0225599620042745,0.0078366183804322,0.000474946568511043,0.0033246259795773,0.0208976490144859,0.000949893137022085,0.0078366183804322,0.00379957254808834,0,0.00213725955829969,0.0178104963191641,0.00854903823319877,0,0,0,0,0,0,0,0,0,0,0,0,0,125,22,21,0,69,30,1,3,2,183,59,0.0296841605319402,0.00522441225362147,0.00498693896936595,0,0.016385656613631,0.00712419852766564,0.000237473284255521,0.000712419852766564,0.000474946568511043,0.0434576110187604,0.0140109237710758,4211,3077,13,4.08490942391532,0,0,4211,1,1
"2020-02-01","Honduras",73,1,42,1,16,2,1,203,109,38,2,15,78,6,10,9,3,9,76,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0185091277890467,0.000253549695740365,0.0106490872210953,0.000253549695740365,0.00405679513184584,0.00050709939148073,0.000253549695740365,0.0514705882352941,0.0276369168356998,0.00963488843813387,0.00050709939148073,0.00380324543610548,0.0197768762677485,0.00152129817444219,0.00253549695740365,0.00228194726166329,0.000760649087221095,0.00228194726166329,0.0192697768762677,0.00912778904665314,0,0,0.00050709939148073,0,0,0,0,0,0,0,0,0,0,113,19,25,0,72,35,1,5,0,140,54,0.0286511156186613,0.00481744421906694,0.00633874239350913,0,0.0182555780933063,0.00887423935091278,0.000253549695740365,0.00126774847870183,0,0.0354969574036511,0.0136916835699797,3944,2838,28,4.69760011478563,0,0.00050709939148073,3944,1,1
"2020-03-01","Honduras",51,4,35,3,18,8,0,585,37,35,103,19,30,8,37,3,3,4,35,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0105941005400914,0.000830909846281678,0.00727046115496469,0.000623182384711259,0.00373909430826755,0.00166181969256336,0,0.121520565018695,0.00768591607810553,0.00727046115496469,0.0213959285417532,0.00394682176983797,0.00623182384711259,0.00166181969256336,0.00768591607810553,0.000623182384711259,0.000623182384711259,0.000830909846281678,0.00727046115496469,0.00498545907769007,0,0,0.00020772746157042,0,0,0,0,0,0,0,0,0,0,98,24,12,0,35,35,0,5,4,115,36,0.0203572912339011,0.00498545907769007,0.00249272953884504,0,0.00727046115496469,0.00727046115496469,0,0.0010386373078521,0.000830909846281678,0.0238886580805983,0.00747818861653511,4814,3441,14,0.202009448539304,0,0.00020772746157042,4814,1,1
"2020-04-01","Honduras",42,3,7,4,14,5,0,514,50,32,60,11,37,8,45,9,1,6,55,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00878477306002928,0.000627483790002092,0.00146412884333821,0.000836645053336122,0.00292825768667643,0.00104580631667015,0,0.107508889353692,0.0104580631667015,0.00669316042668898,0.0125496758000418,0.00230077389667434,0.00773896674335913,0.00167329010667224,0.00941225685003137,0.00188245137000627,0.000209161263334031,0.00125496758000418,0.0115038694833717,0.00188245137000627,0,0,0,0,0,0,0,0,0,0,0.000209161263334031,0,0,106,23,9,0,42,46,7,2,1,100,15,0.0221710939134072,0.0048107090566827,0.00188245137000627,0,0.00878477306002928,0.00962141811336541,0.00146412884333821,0.000418322526668061,0.000209161263334031,0.0209161263334031,0.00313741895001046,4781,3548,4,0.829188565496334,0.000209161263334031,0.000209161263334031,4781,1,1
"2020-05-01","Honduras",51,1,34,14,18,5,0,457,28,45,36,6,30,2,43,2,0,7,60,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112607639655553,0.000220799293442261,0.00750717597703687,0.00309119010819165,0.0039743872819607,0.0011039964672113,0,0.100905277103113,0.00618238021638331,0.00993596820490174,0.0079487745639214,0.00132479576065357,0.00662397880326783,0.000441598586884522,0.00949436961801722,0.000441598586884522,0,0.00154559505409583,0.0132479576065357,0.00331198940163391,0,0,0,0,0,0,0,0,0,0,0,0,0,111,12,6,0,30,44,4,3,4,122,15,0.024508721572091,0.00264959152130713,0.00132479576065357,0,0.00662397880326783,0.00971516891145948,0.000883197173769044,0.000662397880326783,0.000883197173769044,0.0269375137999558,0.00331198940163391,4529,3343,9,0.979934101059357,0,0,4529,1,1
"2020-06-01","Honduras",28,0,21,5,11,5,2,381,52,50,25,13,40,6,26,9,3,0,52,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00588730025231287,0,0.00441547518923465,0.00105130361648444,0.00231286795626577,0.00105130361648444,0.000420521446593776,0.0801093355761144,0.0109335576114382,0.0105130361648444,0.0052565180824222,0.00273338940285955,0.00841042893187553,0.00126156433978133,0.00546677880571909,0.00189234650967199,0.000630782169890664,0,0.0109335576114382,0.00252312867956266,0,0,0,0,0,0,0,0,0,0,0,0,0,85,22,22,0,31,49,5,4,1,142,11,0.0178721614802355,0.00462573591253154,0.00462573591253154,0,0.00651808242220353,0.0103027754415475,0.00105130361648444,0.000841042893187553,0.000210260723296888,0.0298570227081581,0.00231286795626577,4756,3682,7,1.38625376122408,0,0,4756,1,1
"2020-07-01","Honduras",37,6,27,3,5,2,1,306,84,24,14,17,70,3,24,6,1,1,84,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00776984460310794,0.00125997480050399,0.00566988660226795,0.000629987400251995,0.00104997900041999,0.000419991600167997,0.000209995800083998,0.0642587148257035,0.0176396472070559,0.00503989920201596,0.00293994120117598,0.00356992860142797,0.0146997060058799,0.000629987400251995,0.00503989920201596,0.00125997480050399,0.000209995800083998,0.000209995800083998,0.0176396472070559,0.00272994540109198,0,0,0,0,0,0,0,0,0,0,0,0,0,78,23,24,1,50,22,2,9,5,98,26,0.0163796724065519,0.00482990340193196,0.00503989920201596,0.000209995800083998,0.0104997900041999,0.00461990760184796,0.000419991600167997,0.00188996220075598,0.00104997900041999,0.0205795884082318,0.00545989080218396,4762,3777,15,2.48398679740216,0,0,4762,1,1
"2020-08-01","Honduras",45,1,46,9,11,4,0,263,67,38,12,9,58,4,27,19,1,0,51,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0101694915254237,0.000225988700564972,0.0103954802259887,0.00203389830508475,0.00248587570621469,0.000903954802259887,0,0.0594350282485876,0.0151412429378531,0.00858757062146893,0.00271186440677966,0.00203389830508475,0.0131073446327684,0.000903954802259887,0.00610169491525424,0.00429378531073446,0.000225988700564972,0,0.0115254237288136,0.00338983050847458,0,0,0,0,0,0,0,0,0,0,0.000225988700564972,0,0,87,18,24,1,60,26,1,5,2,115,26,0.0196610169491525,0.00406779661016949,0.00542372881355932,0.000225988700564972,0.0135593220338983,0.00587570621468927,0.000225988700564972,0.00112994350282486,0.000451977401129943,0.0259887005649717,0.00587570621468927,4425,3442,6,2.08367640769642,0,0.000225988700564972,4425,1,1
"2020-09-01","Honduras",36,0,87,16,13,8,3,292,52,77,12,6,32,5,43,8,4,4,78,11,0,1,0,0,0,0,1,0,0,0,3,0,0,0.00794526594570735,0,0.0192010593687928,0.00353122930920327,0.00286912381372765,0.00176561465460163,0.000662105495475612,0.0644449348929596,0.0114764952549106,0.0169940410505407,0.00264842198190245,0.00132421099095122,0.00706245861840653,0.00110350915912602,0.00949017876848378,0.00176561465460163,0.000882807327300817,0.000882807327300817,0.0172147428823659,0.00242772015007725,0,0.000220701831825204,0,0,0,0,0.000220701831825204,0,0,0,0.000662105495475612,0,0,85,25,13,0,41,24,6,3,1,107,29,0.0187596557051424,0.0055175457956301,0.00286912381372765,0,0.00904877510483337,0.0052968439638049,0.00132421099095122,0.000662105495475612,0.000220701831825204,0.0236150960052968,0.00640035312293092,4531,3444,23,2.35578037895175,0.000220701831825204,0.000882807327300817,4531,1,1
"2020-10-01","Honduras",52,0,67,7,17,7,0,349,96,47,14,21,68,4,32,9,6,3,62,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109565950273915,0,0.0141171512852929,0.00147492625368732,0.00358196375895491,0.00147492625368732,0,0.073535608933839,0.0202275600505689,0.00990307627475769,0.00294985250737463,0.00442477876106195,0.0143278550358196,0.000842815002107038,0.0067425200168563,0.00189633375474083,0.00126422250316056,0.000632111251580278,0.0130636325326591,0.00316055625790139,0,0,0,0,0,0,0,0,0,0,0,0,0,89,18,19,0,47,26,1,8,2,144,38,0.0187526337968816,0.00379266750948167,0.00400337126000843,0,0.00990307627475769,0.00547829751369574,0.000210703750526759,0.00168563000421408,0.000421407501053519,0.0303413400758533,0.00800674252001686,4746,3553,18,2.94295411211997,0,0,4746,1,1
"2020-11-01","Honduras",27,0,39,6,22,6,1,1058,59,31,18,11,30,14,13,3,1,3,41,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0052961945861122,0,0.00765005884660651,0.00117693213024716,0.00431541781090624,0.00117693213024716,0.000196155355041193,0.207532365633582,0.0115731659474304,0.00608081600627697,0.00353079639074147,0.00215770890545312,0.00588466065123578,0.0027461749705767,0.0025500196155355,0.000588466065123578,0.000196155355041193,0.000588466065123578,0.0080423695566889,0.00431541781090624,0,0,0,0,0,0.000196155355041193,0,0,0,0,0,0,0,67,15,9,0,30,30,0,2,1,100,45,0.0131424087877599,0.00294233032561789,0.00176539819537073,0,0.00588466065123578,0.00588466065123578,0,0.000392310710082385,0.000196155355041193,0.0196155355041193,0.00882699097685367,5098,3425,5,0.979910968044458,0,0.000196155355041193,5098,1,1
"2020-12-01","Honduras",43,0,58,8,28,8,1,266,55,25,3,9,39,4,20,5,4,2,64,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922350922350922,0,0.0124410124410124,0.00171600171600172,0.00600600600600601,0.00171600171600172,0.000214500214500215,0.0570570570570571,0.0117975117975118,0.00536250536250536,0.000643500643500643,0.00193050193050193,0.00836550836550837,0.000858000858000858,0.00429000429000429,0.00107250107250107,0.000858000858000858,0.000429000429000429,0.0137280137280137,0.00493350493350493,0,0,0,0,0,0,0,0,0,0,0,0,0,86,27,21,0,39,44,3,5,1,114,38,0.0184470184470184,0.00579150579150579,0.0045045045045045,0,0.00836550836550837,0.00943800943800944,0.000643500643500643,0.00107250107250107,0.000214500214500215,0.0244530244530245,0.00815100815100815,4662,3668,15,1.93757424791165,0,0,4662,1,1
"2021-01-01","Honduras",50,0,84,8,8,14,3,234,64,59,21,21,44,13,21,12,1,3,57,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0110204981265153,0,0.0185144368525457,0.00176327970024245,0.00176327970024245,0.00308573947542429,0.000661229887590919,0.0515759312320917,0.0141062376019396,0.0130041877892881,0.00462860921313643,0.00462860921313643,0.00969803835133348,0.00286532951289398,0.00462860921313643,0.00264491955036368,0.000220409962530306,0.000661229887590919,0.0125633678642275,0.00551024906325766,0,0,0,0,0,0,0,0,0,0,0.000220409962530306,0,0,81,16,16,0,36,13,4,4,2,136,37,0.0178532069649548,0.0035265594004849,0.0035265594004849,0,0.00793475865109103,0.00286532951289398,0.000881639850121226,0.000881639850121226,0.000440819925060613,0.0299757549041217,0.00815516861362134,4537,3498,4,2.55859014383996,0,0.000220409962530306,4537,1,1
"2021-02-01","Honduras",55,0,94,11,27,17,2,224,97,26,9,9,62,4,42,11,3,10,58,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0119461337966985,0,0.0204170286707211,0.0023892267593397,0.00586446568201564,0.00369244135534318,0.000434404865334492,0.0486533449174631,0.0210686359687229,0.00564726324934839,0.00195482189400521,0.00195482189400521,0.0134665508253692,0.000868809730668983,0.00912250217202433,0.0023892267593397,0.000651607298001738,0.00217202432667246,0.0125977410947003,0.00347523892267593,0,0.000217202432667246,0,0,0,0,0.000217202432667246,0,0,0,0,0,0,111,29,16,0,48,22,7,5,8,109,32,0.0241094700260643,0.00629887054735013,0.00347523892267593,0,0.0104257167680278,0.00477845351867941,0.00152041702867072,0.00108601216333623,0.00173761946133797,0.0236750651607298,0.00695047784535187,4604,3510,33,2.83833385753896,0.000434404865334492,0,4604,1,1
"2021-03-01","Honduras",41,0,475,66,25,8,1,184,182,40,20,20,85,5,20,13,5,6,50,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00759822090437361,0,0.0880281690140845,0.0122312824314307,0.00463306152705708,0.00148257968865827,0.000185322461082283,0.0340993328391401,0.0337286879169755,0.00741289844329133,0.00370644922164566,0.00370644922164566,0.0157524091919941,0.000926612305411416,0.00370644922164566,0.00240919199406968,0.000926612305411416,0.0011119347664937,0.00926612305411416,0.00296515937731653,0,0,0,0,0,0,0,0,0,0,0.000370644922164566,0,0,146,22,23,0,100,20,0,3,7,133,34,0.0270570793180133,0.00407709414381023,0.00426241660489251,0,0.0185322461082283,0.00370644922164566,0,0.000555967383246849,0.00129725722757598,0.0246478873239437,0.00630096367679763,5396,3734,41,2.86630779258115,0,0.000370644922164566,5396,1,1
