"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","opais.co.ao","jornalf8.net","angola24horas.com","portaldeangola.com","angola.online.net","vozdeangola.com","jornaldeangola.ao"
"2016-02-01","Angola",9,0,19,0,13,1,0,39,30,11,1,4,12,10,3,2,0,1,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00965665236051502,0,0.0203862660944206,0,0.0139484978540773,0.00107296137339056,0,0.0418454935622318,0.0321888412017167,0.0118025751072961,0.00107296137339056,0.00429184549356223,0.0128755364806867,0.0107296137339056,0.00321888412017167,0.00214592274678112,0,0.00107296137339056,0.00536480686695279,0.00536480686695279,0,0,0,0,0,0,0,0,0.00214592274678112,0,0,0,0,0,0,0,0,0,4,11,2,0,6,6,0,1,0,0,1,0.00429184549356223,0.0118025751072961,0.00214592274678112,0,0.00643776824034335,0.00643776824034335,0,0.00107296137339056,0,0,0.00107296137339056,932,744,930,6.61897768130252,0,0.00214592274678112,932,0,1,1,1,0,0,0
"2016-03-01","Angola",12,1,22,4,26,4,1,33,41,9,2,5,15,18,4,6,0,5,9,9,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0.0121212121212121,0.00101010101010101,0.0222222222222222,0.00404040404040404,0.0262626262626263,0.00404040404040404,0.00101010101010101,0.0333333333333333,0.0414141414141414,0.00909090909090909,0.00202020202020202,0.00505050505050505,0.0151515151515152,0.0181818181818182,0.00404040404040404,0.00606060606060606,0,0.00505050505050505,0.00909090909090909,0.00909090909090909,0,0.00101010101010101,0,0,0,0,0,0,0.00303030303030303,0,0,0,0.00101010101010101,0,0,0,0.00101010101010101,0,2,10,1,0,9,11,1,0,0,1,2,0.00202020202020202,0.0101010101010101,0.00101010101010101,0,0.00909090909090909,0.0111111111111111,0.00101010101010101,0,0,0.00101010101010101,0.00202020202020202,990,741,984,9.24359588658517,0.00202020202020202,0.00404040404040404,990,0,1,1,1,0,0,0
"2016-04-01","Angola",4,0,17,0,23,6,0,35,21,12,0,4,13,4,8,5,3,1,11,10,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.00480769230769231,0,0.0204326923076923,0,0.0276442307692308,0.00721153846153846,0,0.0420673076923077,0.0252403846153846,0.0144230769230769,0,0.00480769230769231,0.015625,0.00480769230769231,0.00961538461538462,0.00600961538461538,0.00360576923076923,0.00120192307692308,0.0132211538461538,0.0120192307692308,0,0,0,0,0,0,0.00120192307692308,0,0.00120192307692308,0,0,0.00120192307692308,0,0,0,0,0,0,4,13,1,0,6,8,0,1,1,1,3,0.00480769230769231,0.015625,0.00120192307692308,0,0.00721153846153846,0.00961538461538462,0,0.00120192307692308,0.00120192307692308,0.00120192307692308,0.00360576923076923,832,625,829,7.18620159509003,0.00240384615384615,0.00240384615384615,832,0,1,1,1,0,0,0
"2016-05-01","Angola",5,0,24,2,18,3,0,18,22,6,0,2,17,7,5,13,0,1,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00526315789473684,0,0.0252631578947368,0.00210526315789474,0.0189473684210526,0.00315789473684211,0,0.0189473684210526,0.0231578947368421,0.00631578947368421,0,0.00210526315789474,0.0178947368421053,0.00736842105263158,0.00526315789473684,0.0136842105263158,0,0.00105263157894737,0.0105263157894737,0.0136842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,6,13,0,1,0,5,8,0.00736842105263158,0.0126315789473684,0,0,0.00631578947368421,0.0136842105263158,0,0.00105263157894737,0,0.00526315789473684,0.00842105263157895,950,740,950,7.86554545796847,0,0.00105263157894737,950,0,1,1,1,0,0,0
"2016-06-01","Angola",7,0,19,2,25,1,0,25,41,4,1,5,9,16,6,8,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00732984293193717,0,0.0198952879581152,0.00209424083769634,0.0261780104712042,0.00104712041884817,0,0.0261780104712042,0.0429319371727749,0.00418848167539267,0.00104712041884817,0.00523560209424084,0.00942408376963351,0.0167539267015707,0.00628272251308901,0.00837696335078534,0.00209424083769634,0,0.00523560209424084,0.00418848167539267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00104712041884817,0,0,0,0,6,4,0,0,2,5,1,0,2,3,6,0.00628272251308901,0.00418848167539267,0,0,0.00209424083769634,0.00523560209424084,0.00104712041884817,0,0.00209424083769634,0.0031413612565445,0.00628272251308901,955,753,954,7.44739609155819,0.00104712041884817,0,955,0,1,1,1,0,0,0
"2016-07-01","Angola",4,0,46,7,14,2,0,13,21,20,1,2,13,11,1,7,1,0,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00420609884332282,0,0.0483701366982124,0.00736067297581493,0.0147213459516299,0.00210304942166141,0,0.0136698212407992,0.0220820189274448,0.0210304942166141,0.0010515247108307,0.00210304942166141,0.0136698212407992,0.0115667718191377,0.0010515247108307,0.00736067297581493,0.0010515247108307,0,0.00420609884332282,0.00736067297581493,0,0,0,0,0,0,0.0010515247108307,0,0,0,0,0,0,0,0,0,0,0,8,17,3,0,5,7,2,0,0,5,5,0.00841219768664564,0.017875920084122,0.00315457413249211,0,0.00525762355415352,0.00736067297581493,0.00210304942166141,0,0,0.00525762355415352,0.00525762355415352,951,737,950,6.21535011241744,0.00210304942166141,0.0010515247108307,951,0,1,1,1,0,0,0
"2016-08-01","Angola",3,0,85,8,18,2,2,25,8,24,0,3,4,7,5,6,1,0,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00271739130434783,0,0.0769927536231884,0.0072463768115942,0.016304347826087,0.00181159420289855,0.00181159420289855,0.0226449275362319,0.0072463768115942,0.0217391304347826,0,0.00271739130434783,0.0036231884057971,0.00634057971014493,0.00452898550724638,0.00543478260869565,0.000905797101449275,0,0.00634057971014493,0.00452898550724638,0,0,0,0,0,0,0,0,0.000905797101449275,0,0,0,0,0,0,0,0,0,2,9,0,1,10,10,0,0,1,8,6,0.00181159420289855,0.00815217391304348,0,0.000905797101449275,0.00905797101449275,0.00905797101449275,0,0,0.000905797101449275,0.0072463768115942,0.00543478260869565,1104,849,1103,4.92462327413403,0,0.000905797101449275,1104,0,1,1,1,1,0,0
"2016-09-01","Angola",4,1,44,6,10,1,0,19,18,10,0,4,13,9,2,9,0,1,7,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00392541707556428,0.00098135426889107,0.0431795878312071,0.00588812561334642,0.0098135426889107,0.00098135426889107,0,0.0186457311089303,0.0176643768400393,0.0098135426889107,0,0.00392541707556428,0.0127576054955839,0.00883218842001963,0.00196270853778214,0.00883218842001963,0,0.00098135426889107,0.00686947988223749,0.00490677134445535,0.00098135426889107,0,0,0,0,0,0,0,0.00098135426889107,0,0.00098135426889107,0,0,0,0,0,0,0,9,14,1,1,9,13,2,0,0,6,7,0.00883218842001963,0.013738959764475,0.00098135426889107,0.00098135426889107,0.00883218842001963,0.0127576054955839,0.00196270853778214,0,0,0.00588812561334642,0.00686947988223749,1019,804,1016,6.06167043971485,0.00098135426889107,0.00196270853778214,1019,0,1,1,1,1,0,0
"2016-10-01","Angola",1,2,42,3,29,0,0,13,33,11,0,3,21,7,6,3,2,2,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000987166831194472,0.00197433366238894,0.0414610069101678,0.00296150049358342,0.0286278381046397,0,0,0.0128331688055281,0.0325765054294176,0.0108588351431392,0,0.00296150049358342,0.0207305034550839,0.0069101678183613,0.00592300098716683,0.00296150049358342,0.00197433366238894,0.00197433366238894,0.00493583415597236,0.00394866732477789,0,0,0,0,0,0.000987166831194472,0,0,0,0,0,0,0,0,0,0,0.000987166831194472,0,6,12,1,0,11,8,0,0,0,4,6,0.00592300098716683,0.0118460019743337,0.000987166831194472,0,0.0108588351431392,0.00789733464955577,0,0,0,0.00394866732477789,0.00592300098716683,1013,795,1011,6.52837697479319,0,0.00197433366238894,1013,0,1,1,1,1,0,0
"2016-11-01","Angola",2,1,33,5,15,3,0,22,16,5,0,1,9,4,8,3,2,4,4,7,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0.00221729490022173,0.00110864745011086,0.0365853658536585,0.00554323725055432,0.016629711751663,0.00332594235033259,0,0.024390243902439,0.0177383592017738,0.00554323725055432,0,0.00110864745011086,0.00997782705099778,0.00443458980044346,0.00886917960088692,0.00332594235033259,0.00221729490022173,0.00443458980044346,0.00443458980044346,0.00776053215077605,0,0,0,0,0,0,0.00110864745011086,0,0.00221729490022173,0,0,0,0,0.00110864745011086,0,0,0,0,4,6,1,0,5,8,1,0,0,4,10,0.00443458980044346,0.00665188470066519,0.00110864745011086,0,0.00554323725055432,0.00886917960088692,0.00110864745011086,0,0,0.00443458980044346,0.0110864745011086,902,724,898,5.42709711385213,0.00110864745011086,0.00443458980044346,902,0,1,0,1,1,0,0
"2016-12-01","Angola",6,2,50,2,19,11,1,27,20,9,1,5,21,9,3,6,0,3,0,8,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0.00516795865633075,0.00172265288544358,0.0430663221360896,0.00172265288544358,0.016365202411714,0.00947459086993971,0.000861326442721792,0.0232558139534884,0.0172265288544358,0.00775193798449612,0.000861326442721792,0.00430663221360896,0.0180878552971576,0.00775193798449612,0.00258397932816537,0.00516795865633075,0,0.00258397932816537,0,0.00689061154177433,0,0,0,0,0.000861326442721792,0,0,0,0.000861326442721792,0,0.000861326442721792,0,0,0.000861326442721792,0.000861326442721792,0,0.000861326442721792,0,6,16,2,0,9,13,1,1,0,1,8,0.00516795865633075,0.0137812230835487,0.00172265288544358,0,0.00775193798449612,0.0111972437553833,0.000861326442721792,0.000861326442721792,0,0.000861326442721792,0.00689061154177433,1161,915,1155,5.59168561767452,0.00172265288544358,0.00516795865633075,1161,0,1,1,1,1,0,0
"2017-01-01","Angola",5,1,64,4,14,7,0,25,13,6,0,4,8,5,6,2,0,4,10,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00520833333333333,0.00104166666666667,0.0666666666666667,0.00416666666666667,0.0145833333333333,0.00729166666666667,0,0.0260416666666667,0.0135416666666667,0.00625,0,0.00416666666666667,0.00833333333333333,0.00520833333333333,0.00625,0.00208333333333333,0,0.00416666666666667,0.0104166666666667,0.003125,0,0,0,0,0,0,0.00104166666666667,0,0.00104166666666667,0,0,0,0,0,0,0,0,0,3,11,2,0,9,5,2,2,0,9,5,0.003125,0.0114583333333333,0.00208333333333333,0,0.009375,0.00520833333333333,0.00208333333333333,0.00208333333333333,0,0.009375,0.00520833333333333,960,738,958,5.38197327997717,0,0.00208333333333333,960,0,1,0,1,1,0,0
"2017-02-01","Angola",3,2,67,6,26,0,0,25,25,14,1,4,14,6,14,7,0,2,12,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00269299820466786,0.00179533213644524,0.0601436265709156,0.00538599640933573,0.0233393177737881,0,0,0.0224416517055655,0.0224416517055655,0.0125673249551167,0.000897666068222621,0.00359066427289048,0.0125673249551167,0.00538599640933573,0.0125673249551167,0.00628366247755835,0,0.00179533213644524,0.0107719928186715,0.00538599640933573,0,0,0,0.000897666068222621,0,0,0,0,0.00179533213644524,0,0,0,0,0,0,0,0,0,10,14,1,0,8,4,0,0,0,9,12,0.00897666068222621,0.0125673249551167,0.000897666068222621,0,0.00718132854578097,0.00359066427289048,0,0,0,0.00807899461400359,0.0107719928186715,1114,831,1111,6.5705356000738,0,0.00359066427289048,1114,0,1,0,1,1,0,0
"2017-03-01","Angola",3,3,69,6,21,1,1,23,30,14,0,7,10,2,11,4,1,5,2,7,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00266903914590747,0.00266903914590747,0.0613879003558719,0.00533807829181495,0.0186832740213523,0.000889679715302491,0.000889679715302491,0.0204626334519573,0.0266903914590747,0.0124555160142349,0,0.00622775800711744,0.00889679715302491,0.00177935943060498,0.0097864768683274,0.00355871886120996,0.000889679715302491,0.00444839857651246,0.00177935943060498,0.00622775800711744,0,0,0,0.00177935943060498,0,0,0,0,0.00177935943060498,0,0,0,0,0,0,0,0,0,8,16,1,0,9,17,0,0,0,7,9,0.00711743772241993,0.0142348754448399,0.000889679715302491,0,0.00800711743772242,0.0151245551601423,0,0,0,0.00622775800711744,0.00800711743772242,1124,846,1120,5.5935575783129,0.00266903914590747,0.00266903914590747,1124,0,1,0,1,1,0,0
"2017-04-01","Angola",2,2,89,9,13,0,0,16,23,11,1,2,11,4,18,2,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.00185185185185185,0.00185185185185185,0.0824074074074074,0.00833333333333333,0.012037037037037,0,0,0.0148148148148148,0.0212962962962963,0.0101851851851852,0.000925925925925926,0.00185185185185185,0.0101851851851852,0.0037037037037037,0.0166666666666667,0.00185185185185185,0.000925925925925926,0.000925925925925926,0.00185185185185185,0.00277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000925925925925926,0,0,0.000925925925925926,0,10,14,3,0,16,17,1,0,4,9,5,0.00925925925925926,0.012962962962963,0.00277777777777778,0,0.0148148148148148,0.0157407407407407,0.000925925925925926,0,0.0037037037037037,0.00833333333333333,0.00462962962962963,1080,801,1078,4.90880819136841,0.00185185185185185,0.00185185185185185,1080,0,1,0,1,1,1,0
"2017-05-01","Angola",8,4,91,13,17,3,0,32,32,11,2,1,16,11,30,6,0,3,7,12,1,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0.00611620795107034,0.00305810397553517,0.0695718654434251,0.0099388379204893,0.0129969418960245,0.00229357798165138,0,0.0244648318042813,0.0244648318042813,0.00840978593272171,0.00152905198776758,0.000764525993883792,0.0122324159021407,0.00840978593272171,0.0229357798165138,0.00458715596330275,0,0.00229357798165138,0.00535168195718654,0.00917431192660551,0.000764525993883792,0,0,0,0,0.000764525993883792,0,0,0.00382262996941896,0,0,0.000764525993883792,0,0,0,0,0,0,11,9,4,0,7,8,1,2,1,8,7,0.00840978593272171,0.00688073394495413,0.00305810397553517,0,0.00535168195718654,0.00611620795107034,0.000764525993883792,0.00152905198776758,0.000764525993883792,0.00611620795107034,0.00535168195718654,1308,963,1300,6.90380665367138,0.00458715596330275,0.00305810397553517,1308,0,1,1,1,1,1,0
"2017-06-01","Angola",6,3,70,7,9,2,3,15,50,15,1,2,20,7,23,9,0,7,6,7,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.004739336492891,0.0023696682464455,0.0552922590837283,0.00552922590837283,0.00710900473933649,0.00157977883096367,0.0023696682464455,0.0118483412322275,0.0394944707740916,0.0118483412322275,0.000789889415481833,0.00157977883096367,0.0157977883096366,0.00552922590837283,0.0181674565560821,0.00710900473933649,0,0.00552922590837283,0.004739336492891,0.00552922590837283,0,0,0.000789889415481833,0,0,0,0,0,0.004739336492891,0,0,0,0,0,0,0,0,0,11,13,3,0,11,7,3,1,2,12,8,0.00868878357030016,0.0102685624012638,0.0023696682464455,0,0.00868878357030016,0.00552922590837283,0.0023696682464455,0.000789889415481833,0.00157977883096367,0.00947867298578199,0.00631911532385466,1266,956,1259,8.74086287407189,0,0.00710900473933649,1266,0,1,1,1,1,1,0
"2017-07-01","Angola",9,0,135,16,13,0,1,28,34,17,0,3,16,6,25,10,0,2,13,13,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.00612244897959184,0,0.0918367346938776,0.0108843537414966,0.00884353741496599,0,0.000680272108843537,0.019047619047619,0.0231292517006803,0.0115646258503401,0,0.00204081632653061,0.0108843537414966,0.00408163265306122,0.0170068027210884,0.00680272108843537,0,0.00136054421768707,0.00884353741496599,0.00884353741496599,0.000680272108843537,0,0,0,0,0,0,0,0,0,0,0.00136054421768707,0,0,0,0,0,0,12,23,3,0,13,10,0,3,1,22,9,0.00816326530612245,0.0156462585034014,0.00204081632653061,0,0.00884353741496599,0.00680272108843537,0,0.00204081632653061,0.000680272108843537,0.0149659863945578,0.00612244897959184,1470,1047,1467,7.01139195093769,0,0.00340136054421769,1470,0,1,0,1,1,1,0
"2017-08-01","Angola",6,0,347,33,15,3,0,33,28,24,2,6,23,9,16,5,0,9,14,14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.00337268128161889,0,0.195053400786959,0.0185497470489039,0.00843170320404722,0.00168634064080944,0,0.0185497470489039,0.0157391793142215,0.0134907251264755,0.00112422709387296,0.00337268128161889,0.0129286115795391,0.00505902192242833,0.0089938167509837,0.00281056773468241,0,0.00505902192242833,0.00786958965711074,0.00786958965711074,0,0,0,0,0.000562113546936481,0,0,0,0.000562113546936481,0,0,0.000562113546936481,0,0,0,0,0,0,11,12,3,0,16,10,1,1,0,17,14,0.00618324901630129,0.00674536256323777,0.00168634064080944,0,0.0089938167509837,0.00562113546936481,0.000562113546936481,0.000562113546936481,0,0.00955593029792018,0.00786958965711074,1779,1122,1776,5.78603219309127,0.000562113546936481,0.00112422709387296,1779,0,1,0,1,1,1,0
"2017-09-01","Angola",9,3,79,32,17,0,0,26,63,17,0,5,36,3,22,10,0,9,11,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00628053035589672,0.00209351011863224,0.055129099790649,0.0223307745987439,0.0118632240055827,0,0,0.0181437543614794,0.043963712491277,0.0118632240055827,0,0.00348918353105373,0.0251221214235869,0.00209351011863224,0.0153524075366364,0.00697836706210747,0,0.00628053035589672,0.00767620376831821,0.00697836706210747,0,0,0,0,0,0,0,0,0.000697836706210747,0,0,0,0,0,0,0,0,0,12,8,3,0,15,7,1,1,1,30,12,0.00837404047452896,0.00558269364968597,0.00209351011863224,0,0.0104675505931612,0.00488485694347523,0.000697836706210747,0.000697836706210747,0.000697836706210747,0.0209351011863224,0.00837404047452896,1433,1013,1432,9.2369243900399,0,0.00139567341242149,1433,0,1,1,1,1,1,0
"2017-10-01","Angola",11,1,24,4,22,2,1,69,44,23,0,8,30,9,11,9,2,10,16,3,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0.00697526949904883,0.000634115409004439,0.0152187698161065,0.00253646163601776,0.0139505389980977,0.00126823081800888,0.000634115409004439,0.0437539632213063,0.0279010779961953,0.0145846544071021,0,0.00507292327203551,0.0190234622701332,0.00570703868103995,0.00697526949904883,0.00570703868103995,0.00126823081800888,0.00634115409004439,0.010145846544071,0.00190234622701332,0,0.000634115409004439,0,0,0,0,0.00317057704502219,0,0.00126823081800888,0,0,0,0,0,0,0,0,0,19,14,4,0,14,16,1,0,1,16,10,0.0120481927710843,0.00887761572606214,0.00253646163601776,0,0.00887761572606214,0.010145846544071,0.000634115409004439,0,0.000634115409004439,0.010145846544071,0.00634115409004439,1577,1204,1569,8.10593948472477,0.00253646163601776,0.00697526949904883,1577,0,0,1,1,1,1,0
"2017-11-01","Angola",17,3,23,1,45,4,0,36,83,16,0,1,48,13,14,32,0,4,16,4,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0.00962627406568516,0.00169875424688562,0.0130237825594564,0.000566251415628539,0.0254813137032843,0.00226500566251416,0,0.0203850509626274,0.0469988674971687,0.00906002265005663,0,0.000566251415628539,0.0271800679501699,0.00736126840317101,0.00792751981879955,0.0181200453001133,0,0.00226500566251416,0.00906002265005663,0.00226500566251416,0.000566251415628539,0,0,0,0,0,0,0,0,0,0.00113250283125708,0.00169875424688562,0,0,0,0.000566251415628539,0,0,14,19,10,0,39,17,1,3,1,27,13,0.00792751981879955,0.0107587768969422,0.00566251415628539,0,0.022083805209513,0.00962627406568516,0.000566251415628539,0.00169875424688562,0.000566251415628539,0.0152887882219706,0.00736126840317101,1766,1310,1758,11.0581320438544,0.0028312570781427,0.00169875424688562,1766,1,1,1,1,1,1,0
"2017-12-01","Angola",13,0,21,4,14,1,1,48,48,16,2,5,59,3,14,9,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.00775193798449612,0,0.0125223613595707,0.00238521168753727,0.00834824090638044,0.000596302921884317,0.000596302921884317,0.0286225402504472,0.0286225402504472,0.00954084675014908,0.00119260584376863,0.00298151460942159,0.0351818723911747,0.00178890876565295,0.00834824090638044,0.00536672629695885,0,0.00238521168753727,0.00417412045319022,0.00119260584376863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119260584376863,0,21,32,7,0,18,3,0,1,2,30,7,0.0125223613595707,0.0190816935002982,0.00417412045319022,0,0.0107334525939177,0.00178890876565295,0,0.000596302921884317,0.00119260584376863,0.0178890876565295,0.00417412045319022,1677,1321,1675,8.03962935507145,0,0.00119260584376863,1677,1,1,1,1,1,1,0
"2018-01-01","Angola",9,7,20,2,22,0,0,37,38,24,0,4,28,7,28,17,0,10,14,3,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.00290135396518375,0.00225660863958736,0.00644745325596389,0.000644745325596389,0.00709219858156028,0,0,0.0119277885235332,0.0122501611863314,0.00773694390715667,0,0.00128949065119278,0.00902643455834945,0.00225660863958736,0.00902643455834945,0.00548033526756931,0,0.00322372662798195,0.00451321727917473,0.000967117988394584,0.000322372662798195,0,0,0.000967117988394584,0,0,0,0,0.000644745325596389,0,0,0,0,0,0,0,0,0.000322372662798195,15,14,3,0,15,18,4,2,0,21,14,0.00483558994197292,0.00451321727917473,0.000967117988394584,0,0.00483558994197292,0.00580270793036751,0.00128949065119278,0.000644745325596389,0,0.00676982591876209,0.00451321727917473,3102,2746,3095,5.21524461668014,0.000322372662798195,0.00193423597678917,3102,1,1,1,1,1,1,1
"2018-02-01","Angola",8,1,28,5,30,3,1,1622,39,21,1,4,30,2,12,5,1,3,13,3,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,1,0.00249532127261385,0.000311915159076731,0.00873362445414847,0.00155957579538366,0.00935745477230193,0.000935745477230193,0.000311915159076731,0.505926388022458,0.0121646912039925,0.00655021834061135,0.000311915159076731,0.00124766063630692,0.00935745477230193,0.000623830318153462,0.00374298190892077,0.00155957579538366,0.000311915159076731,0.000935745477230193,0.0040548970679975,0.000935745477230193,0,0.000311915159076731,0,0,0,0,0,0,0.000623830318153462,0.000311915159076731,0.000623830318153462,0,0,0,0,0,0.000311915159076731,0.000311915159076731,18,13,5,0,15,25,1,1,0,31,15,0.00561447286338116,0.0040548970679975,0.00155957579538366,0,0.00467872738615097,0.00779787897691828,0.000311915159076731,0.000311915159076731,0,0.00966936993137867,0.00467872738615097,3206,1270,3199,4.18690543688056,0.000623830318153462,0.00218340611353712,3206,1,1,1,1,1,1,1
"2018-03-01","Angola",16,1,30,3,30,0,6,33,83,27,0,7,64,8,17,12,3,2,6,13,0,0,0,0,0,2,0,2,4,0,0,2,0,0,2,0,0,0,0.00889877641824249,0.000556173526140156,0.0166852057842047,0.00166852057842047,0.0166852057842047,0,0.00333704115684093,0.0183537263626251,0.0461624026696329,0.0150166852057842,0,0.00389321468298109,0.03559510567297,0.00444938820912125,0.00945494994438265,0.00667408231368187,0.00166852057842047,0.00111234705228031,0.00333704115684093,0.00723025583982202,0,0,0,0,0,0.00111234705228031,0,0.00111234705228031,0.00222469410456062,0,0,0.00111234705228031,0,0,0.00111234705228031,0,0,0,15,19,9,0,21,24,1,0,1,26,17,0.00834260289210234,0.010567296996663,0.0050055617352614,0,0.0116796440489433,0.0133481646273637,0.000556173526140156,0,0.000556173526140156,0.014460511679644,0.00945494994438265,1798,1363,1786,10.1255977829401,0.0050055617352614,0.00278086763070078,1798,1,1,1,1,1,1,0
"2018-04-01","Angola",13,0,18,4,43,4,9,37,81,13,2,3,54,7,53,22,1,4,9,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0.00766961651917404,0,0.0106194690265487,0.0023598820058997,0.0253687315634218,0.0023598820058997,0.00530973451327434,0.0218289085545723,0.047787610619469,0.00766961651917404,0.00117994100294985,0.00176991150442478,0.031858407079646,0.00412979351032448,0.0312684365781711,0.0129793510324484,0.000589970501474926,0.0023598820058997,0.00530973451327434,0.0023598820058997,0,0,0,0,0,0,0,0,0.000589970501474926,0,0.00117994100294985,0,0,0,0,0,0.000589970501474926,0.000589970501474926,19,23,8,1,29,19,3,0,0,13,12,0.0112094395280236,0.0135693215339233,0.00471976401179941,0.000589970501474926,0.0171091445427729,0.0112094395280236,0.00176991150442478,0,0,0.00766961651917404,0.00707964601769911,1695,1247,1690,11.6938392607325,0.000589970501474926,0.00412979351032448,1695,1,1,1,1,1,1,0
"2018-05-01","Angola",5,2,36,4,45,1,2,38,48,30,1,7,43,6,37,12,2,5,10,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.00283929585462805,0.00113571834185122,0.020442930153322,0.00227143668370244,0.0255536626916525,0.00056785917092561,0.00113571834185122,0.0215786484951732,0.0272572402044293,0.0170357751277683,0.00056785917092561,0.00397501419647927,0.0244179443498013,0.00340715502555366,0.0210107893242476,0.00681431005110733,0.00113571834185122,0.00283929585462805,0.0056785917092561,0.00170357751277683,0,0,0,0,0,0,0,0,0.00056785917092561,0,0,0,0.00056785917092561,0,0,0,0.00056785917092561,0,22,33,7,1,19,35,1,3,1,22,16,0.0124929017603634,0.0187393526405451,0.00397501419647927,0.00056785917092561,0.0107893242475866,0.0198750709823964,0.00056785917092561,0.00170357751277683,0.00056785917092561,0.0124929017603634,0.00908574673480977,1761,1306,1758,7.70781100460719,0.00113571834185122,0.00170357751277683,1761,1,1,1,1,1,1,0
