"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","guardian.ng","thenewsnigeria.com.ng","vanguardngr.com","thenationonlineng.net"
"2017-08-01","Nigeria",59,8,246,38,215,15,15,155,263,74,4,42,189,40,169,115,21,83,210,146,3,1,0,1,0,2,5,0,2,0,5,0,0,1,4,2,1,3,3,2,2,2,0.00660990365225185,0.000896258122339234,0.0275599372619314,0.00425722608111136,0.0240869370378669,0.00168048397938606,0.00168048397938606,0.0173650011203227,0.0294644857719023,0.00829038763163791,0.000448129061169617,0.00470535514228098,0.0211740981402644,0.00448129061169617,0.0189334528344163,0.0128837105086265,0.00235267757114049,0.00929867801926955,0.0235267757114049,0.016356710732691,0.000336096795877213,0.000112032265292404,0,0.000112032265292404,0,0.000224064530584808,0.000560161326462021,0,0.000224064530584808,0,0.000560161326462021,0,0,0.000112032265292404,0.000448129061169617,0.000224064530584808,0.000112032265292404,0.000336096795877213,0.000336096795877213,0.000224064530584808,0.000224064530584808,0.000224064530584808,187,167,99,5,252,56,13,15,19,56,45,0.0209500336096796,0.0187093883038315,0.011091194263948,0.000560161326462021,0.0282321308536859,0.00627380685637464,0.00145641944880125,0.00168048397938606,0.00212861304055568,0.00627380685637464,0.00504145193815819,8926,6196,12,5.07313035036111,0.00100829038763164,0.00336096795877213,8926,1,1,1,1
"2017-09-01","Nigeria",79,9,205,23,199,15,9,180,304,80,37,57,180,40,222,76,17,78,137,111,0,0,0,0,1,2,5,1,0,0,5,1,0,0,3,0,0,0,3,0,4,1,0.00925817414742763,0.00105472870033986,0.0240243759521856,0.00269541778975741,0.0233212234852924,0.00175788116723309,0.00105472870033986,0.0210945740067971,0.0356263916559241,0.00937536622524317,0.00433610687917497,0.00667994843548576,0.0210945740067971,0.00468768311262159,0.0260166412750498,0.00890659791398101,0.00199226532286417,0.00914098206961209,0.0160553146607289,0.0130083206375249,0,0,0,0,0.00011719207781554,0.000234384155631079,0.000585960389077698,0.00011719207781554,0,0,0.000585960389077698,0.00011719207781554,0,0,0.000351576233446619,0,0,0,0.000351576233446619,0,0.000468768311262159,0.00011719207781554,173,168,81,2,221,48,12,11,10,39,36,0.0202742294620884,0.0196882690730107,0.00949255830305871,0.000234384155631079,0.0258994491972343,0.0056252197351459,0.00140630493378648,0.00128911285597094,0.0011719207781554,0.00457049103480605,0.00421891480135943,8533,5917,24,5.10380636763747,0.000820344544708778,0.00222664947849525,8533,1,1,1,1
"2017-10-01","Nigeria",59,6,265,25,184,8,15,162,490,87,15,57,390,28,109,125,18,53,146,91,0,1,1,1,0,1,7,2,2,1,12,4,1,1,16,4,2,0,1,0,3,0,0.00586714399363564,0.000596658711217184,0.0263524264120923,0.00248607796340493,0.0182975338106603,0.000795544948289578,0.00149164677804296,0.016109785202864,0.0487271280827367,0.00865155131264916,0.00149164677804296,0.00566825775656325,0.0387828162291169,0.00278440731901352,0.0108392999204455,0.0124303898170247,0.00178997613365155,0.00527048528241846,0.0145186953062848,0.00904932378679395,0,9.94431185361973e-05,9.94431185361973e-05,9.94431185361973e-05,0,9.94431185361973e-05,0.000696101829753381,0.000198886237072395,0.000198886237072395,9.94431185361973e-05,0.00119331742243437,0.000397772474144789,9.94431185361973e-05,9.94431185361973e-05,0.00159108989657916,0.000397772474144789,0.000198886237072395,0,9.94431185361973e-05,0,0.000298329355608592,0,155,247,137,4,338,104,26,20,14,66,41,0.0154136833731106,0.0245624502784407,0.013623707239459,0.000397772474144789,0.0336117740652347,0.0103420843277645,0.00258552108194113,0.00198886237072395,0.00139220365950676,0.00656324582338902,0.00407716785998409,10056,7091,20,7.08169600241857,0.0036793953858393,0.00238663484486874,10056,1,1,1,1
"2017-11-01","Nigeria",48,4,372,75,185,9,5,69,369,68,9,48,284,34,91,110,18,54,219,101,1,0,0,0,0,1,5,2,5,1,7,2,0,0,13,2,1,0,3,1,2,1,0.00487557135601828,0.000406297613001524,0.0377856780091417,0.00761808024377857,0.0187912646013205,0.000914169629253428,0.000507872016251904,0.00700863382427628,0.0374809547993906,0.0069070594210259,0.000914169629253428,0.00487557135601828,0.0288471305231082,0.00345352971051295,0.00924327069578466,0.0111731843575419,0.00182833925850686,0.00548501777552057,0.0222447943118334,0.0102590147282885,0.000101574403250381,0,0,0,0,0.000101574403250381,0.000507872016251904,0.000203148806500762,0.000507872016251904,0.000101574403250381,0.000711020822752666,0.000203148806500762,0,0,0.00132046724225495,0.000203148806500762,0.000101574403250381,0,0.000304723209751143,0.000101574403250381,0.000203148806500762,0.000101574403250381,169,239,107,3,283,113,27,10,16,48,48,0.0171660741493144,0.024276282376841,0.0108684611477908,0.000304723209751143,0.0287455561198578,0.011477907567293,0.00274250888776028,0.00101574403250381,0.00162519045200609,0.00487557135601828,0.00487557135601828,9845,6981,22,5.04441549911892,0.002133062468258,0.00274250888776028,9845,1,1,1,1
"2017-12-01","Nigeria",66,4,255,27,151,6,4,93,321,106,10,54,261,37,116,68,12,49,143,105,0,1,0,0,0,1,9,3,2,0,4,0,0,0,19,1,1,0,2,3,3,5,0.00666464707664344,0.000403918004645057,0.0257497727961224,0.00272644653135414,0.0152479046753509,0.000605877006967586,0.000403918004645057,0.00939109360799758,0.0324144198727658,0.010703827123094,0.00100979501161264,0.00545289306270827,0.02635564980309,0.00373624154296678,0.0117136221347067,0.00686660607896597,0.00121175401393517,0.00494799555690195,0.0144400686660608,0.0106028476219327,0,0.000100979501161264,0,0,0,0.000100979501161264,0.000908815510451378,0.000302938503483793,0.000201959002322529,0,0.000403918004645057,0,0,0,0.00191861052206402,0.000100979501161264,0.000100979501161264,0,0.000201959002322529,0.000302938503483793,0.000302938503483793,0.000504897505806321,178,188,105,3,248,110,25,10,15,59,68,0.017974351206705,0.0189841462183177,0.0106028476219327,0.000302938503483793,0.0250429162879935,0.0111077451277391,0.00252448752903161,0.00100979501161264,0.00151469251741896,0.00595779056851459,0.00686660607896597,9903,7359,23,4.59178226468427,0.00343330303948298,0.00201959002322529,9903,1,1,1,1
"2018-01-01","Nigeria",78,9,371,54,188,9,12,173,364,64,25,57,255,43,133,98,12,96,279,194,3,1,1,0,0,1,4,2,0,0,17,1,0,2,3,1,0,1,1,1,5,2,0.00754133230204003,0.000870153727158465,0.0358696703084212,0.00522092236295079,0.0181765445228657,0.000870153727158465,0.00116020496954462,0.0167262883109349,0.0351928840761868,0.0061877598375713,0.00241709368655129,0.00551097360533694,0.0246543556028232,0.00415740114086822,0.0128589384124529,0.00947500725128106,0.00116020496954462,0.00928163975635696,0.0269747655419124,0.018756647007638,0.000290051242386155,9.66837474620516e-05,9.66837474620516e-05,0,0,9.66837474620516e-05,0.000386734989848207,0.000193367494924103,0,0,0.00164362370685488,9.66837474620516e-05,0,0.000193367494924103,0.000290051242386155,9.66837474620516e-05,0,9.66837474620516e-05,9.66837474620516e-05,9.66837474620516e-05,0.000483418737310258,0.000193367494924103,208,190,113,6,261,92,25,13,27,85,55,0.0201102194721067,0.0183699120177898,0.0109252634632118,0.00058010248477231,0.0252344580875955,0.00889490476650875,0.00241709368655129,0.00125688871700667,0.00261046118147539,0.00821811853427439,0.00531760611041284,10343,7122,19,4.45480275110907,0.00154693995939283,0.00290051242386155,10343,1,1,1,1
"2018-02-01","Nigeria",68,9,276,68,181,9,27,111,397,100,9,76,227,29,95,105,12,57,162,214,1,0,2,0,0,4,6,2,3,1,4,1,0,2,5,3,0,0,1,2,0,4,0.00685207577589682,0.00090689238210399,0.0278113663845224,0.00685207577589682,0.0182386134623136,0.00090689238210399,0.00272067714631197,0.0111850060459492,0.0400040306328093,0.0100765820233777,0.00090689238210399,0.00765820233776703,0.0228738411930673,0.00292220878677952,0.00957275292220879,0.0105804111245466,0.00120918984280532,0.00574365175332527,0.0163240628778718,0.0215638855300282,0.000100765820233777,0,0.000201531640467553,0,0,0.000403063280935107,0.00060459492140266,0.000201531640467553,0.00030229746070133,0.000100765820233777,0.000403063280935107,0.000100765820233777,0,0.000201531640467553,0.000503829101168884,0.00030229746070133,0,0,0.000100765820233777,0.000201531640467553,0,0.000403063280935107,164,200,92,8,289,99,11,13,8,75,67,0.0165255945183394,0.0201531640467553,0.00927045546150746,0.000806126561870214,0.0291213220475615,0.00997581620314389,0.00110842402257154,0.0013099556630391,0.000806126561870214,0.00755743651753325,0.00675130995566304,9924,6999,28,5.60135257076257,0.00090689238210399,0.00322450624748085,9924,1,1,1,1
"2018-03-01","Nigeria",69,3,409,63,187,18,8,149,421,134,13,67,240,40,82,103,2,83,184,150,0,0,2,0,0,1,10,4,4,1,7,4,2,0,11,3,0,1,4,0,2,2,0.00630712979890311,0.000274223034734918,0.0373857404021938,0.00575868372943327,0.0170932358318099,0.00164533820840951,0.000731261425959781,0.0136197440585009,0.0384826325411335,0.0122486288848263,0.00118829981718464,0.00612431444241316,0.0219378427787934,0.0036563071297989,0.00749542961608775,0.00941499085923217,0.000182815356489945,0.00758683729433272,0.016819012797075,0.0137111517367459,0,0,0.000182815356489945,0,0,9.14076782449726e-05,0.000914076782449726,0.00036563071297989,0.00036563071297989,9.14076782449726e-05,0.000639853747714808,0.00036563071297989,0.000182815356489945,0,0.0010054844606947,0.000274223034734918,0,9.14076782449726e-05,0.00036563071297989,0,0.000182815356489945,0.000182815356489945,190,222,132,2,314,133,19,13,17,67,62,0.0173674588665448,0.0202925045703839,0.0120658135283364,0.000182815356489945,0.0287020109689214,0.0121572212065814,0.00173674588665448,0.00118829981718464,0.00155393053016453,0.00612431444241316,0.0056672760511883,10940,7710,24,5.03534344243609,0.00237659963436929,0.00292504570383912,10940,1,1,1,1
"2018-04-01","Nigeria",104,11,415,59,206,20,17,104,398,61,16,52,260,30,128,87,22,41,273,198,1,1,2,0,0,0,6,1,4,0,6,0,1,1,7,6,0,1,4,0,3,0,0.0100609461158944,0.00106413853148883,0.0401470445970785,0.00570765212344007,0.0199284124987908,0.00193479732997968,0.00164457773048273,0.0100609461158944,0.0385024668665957,0.00590113185643804,0.00154783786398375,0.00503047305794718,0.0251523652897359,0.00290219599496953,0.01238270291187,0.00841636838541163,0.00212827706297765,0.00396633452645835,0.0264099835542227,0.0191544935667989,9.67398664989842e-05,9.67398664989842e-05,0.000193479732997968,0,0,0,0.000580439198993905,9.67398664989842e-05,0.000386959465995937,0,0.000580439198993905,0,9.67398664989842e-05,9.67398664989842e-05,0.00067717906549289,0.000580439198993905,0,9.67398664989842e-05,0.000386959465995937,0,0.000290219599496953,0,199,207,95,5,299,64,14,12,10,71,57,0.0192512334332979,0.0200251523652897,0.0091902873174035,0.000483699332494921,0.0289252200831963,0.00619135145593499,0.00135435813098578,0.00116087839798781,0.000967398664989842,0.00686853052142788,0.0055141723904421,10337,7146,18,4.86624735859338,0.00193479732997968,0.00241849666247461,10337,1,1,1,1
"2018-05-01","Nigeria",84,7,561,126,194,22,14,93,426,95,18,57,281,40,161,102,17,93,227,167,0,0,1,1,1,2,5,8,0,0,5,3,1,0,17,1,1,0,3,3,8,1,0.00769160333302811,0.000640966944419009,0.0513689222598663,0.0115374049995422,0.0177639410310411,0.0020144675396026,0.00128193388883802,0.00851570369013827,0.039007416903214,0.00869883710282941,0.00164820071422031,0.00521930226169765,0.0257302444831059,0.00366266825382291,0.0147422397216372,0.00933980404724842,0.00155663400787474,0.00851570369013827,0.020785642340445,0.0152916399597106,0,0,9.15667063455728e-05,9.15667063455728e-05,9.15667063455728e-05,0.000183133412691146,0.000457833531727864,0.000732533650764582,0,0,0.000457833531727864,0.000274700119036718,9.15667063455728e-05,0,0.00155663400787474,9.15667063455728e-05,9.15667063455728e-05,0,0.000274700119036718,0.000274700119036718,0.000732533650764582,9.15667063455728e-05,169,187,138,7,316,86,13,16,16,49,56,0.0154747733724018,0.0171229740866221,0.012636205475689,0.000640966944419009,0.028935079205201,0.00787473674571926,0.00119036718249245,0.00146506730152916,0.00146506730152916,0.00448676861093306,0.00512773555535207,10921,7487,42,5.36302498275989,0.00293013460305833,0.00265543448402161,10921,1,1,1,1
"2018-06-01","Nigeria",85,3,372,56,181,15,9,166,390,79,10,75,219,32,71,83,14,65,268,109,0,0,3,2,0,3,20,9,3,1,9,1,5,0,25,3,0,1,6,2,5,2,0.00833660258925069,0.000294233032561789,0.0364848960376618,0.00549234994115339,0.0177520596312279,0.00147116516280894,0.000882699097685367,0.016280894468419,0.0382502942330326,0.00774813652412711,0.000980776775205963,0.00735582581404472,0.0214790113770106,0.00313848568065908,0.00696351510396234,0.00814044723420949,0.00137308748528835,0.00637504903883876,0.0262848175755198,0.010690466849745,0,0,0.000294233032561789,0.000196155355041193,0,0.000294233032561789,0.00196155355041193,0.000882699097685367,0.000294233032561789,9.80776775205963e-05,0.000882699097685367,9.80776775205963e-05,0.000490388387602982,0,0.00245194193801491,0.000294233032561789,0,9.80776775205963e-05,0.000588466065123578,0.000196155355041193,0.000490388387602982,0.000196155355041193,145,165,98,5,218,104,24,13,13,51,47,0.0142212632404865,0.0161828167908984,0.00961161239701844,0.000490388387602982,0.02138093369949,0.010200078462142,0.00235386426049431,0.00127500980776775,0.00127500980776775,0.00500196155355041,0.00460965084346803,10196,7322,116,4.6172546779076,0.00617889368379757,0.00362887406826206,10196,1,1,1,1
"2018-07-01","Nigeria",74,17,633,142,269,28,5,200,430,109,10,70,275,50,131,153,39,66,175,153,0,0,0,0,1,9,3,0,3,1,14,0,2,1,17,0,0,1,5,1,3,1,0.00657543984361116,0.00151057401812689,0.0562466678514306,0.0126177359161187,0.0239026124044784,0.00248800426515017,0.000444286475919673,0.0177714590367869,0.0382086369290919,0.00968544517504887,0.000888572951839346,0.00622001066287542,0.024435756175582,0.00444286475919673,0.0116403056690954,0.013595166163142,0.00346543451217345,0.00586458148213968,0.0155500266571886,0.013595166163142,0,0,0,0,8.88572951839346e-05,0.000799715656655411,0.000266571885551804,0,0.000266571885551804,8.88572951839346e-05,0.00124400213257508,0,0.000177714590367869,8.88572951839346e-05,0.00151057401812689,0,0,8.88572951839346e-05,0.000444286475919673,8.88572951839346e-05,0.000266571885551804,8.88572951839346e-05,225,205,110,4,259,83,22,13,12,67,56,0.0199928914163853,0.0182157455127066,0.00977430247023281,0.000355429180735738,0.0230140394526391,0.00737515550026657,0.00195486049404656,0.00115514483739115,0.00106628754220722,0.00595343877732362,0.00497600853030034,11254,7530,79,5.87580659028842,0.0025768615603341,0.00302114803625378,11254,1,1,1,1
"2018-08-01","Nigeria",66,10,631,134,228,55,13,141,332,82,16,64,180,51,113,160,20,77,159,110,1,0,2,0,1,0,2,6,3,0,7,1,0,2,6,3,0,1,2,1,4,0,0.00635470826112074,0.000962834585018294,0.0607548623146543,0.0129019834392451,0.0219526285384171,0.00529559021760062,0.00125168496052378,0.0135759676487579,0.0319661082226074,0.00789524359715001,0.00154053533602927,0.00616214134411708,0.0173310225303293,0.0049104563835933,0.0108800308107067,0.0154053533602927,0.00192566917003659,0.00741382630464086,0.0153090699017909,0.0105911804352012,9.62834585018294e-05,0,0.000192566917003659,0,9.62834585018294e-05,0,0.000192566917003659,0.000577700751010976,0.000288850375505488,0,0.000673984209512806,9.62834585018294e-05,0,0.000192566917003659,0.000577700751010976,0.000288850375505488,0,9.62834585018294e-05,0.000192566917003659,9.62834585018294e-05,0.000385133834007318,0,183,213,86,5,198,57,18,13,5,62,30,0.0176198729058348,0.0205083766608897,0.00828037743115733,0.000481417292509147,0.0190641247833622,0.00548815713460428,0.00173310225303293,0.00125168496052378,0.000481417292509147,0.00596957442711342,0.00288850375505488,10386,7138,29,6.00298381349307,0.000673984209512806,0.00336992104756403,10386,1,1,1,1
"2018-09-01","Nigeria",59,6,1109,219,200,14,9,376,273,60,21,47,211,36,175,153,33,112,130,114,1,0,3,0,0,1,14,15,7,0,45,0,1,3,4,3,0,1,4,2,5,0,0.00516140320181961,0.000524888461201995,0.0970168839121687,0.0191584288338728,0.0174962820400665,0.00122473974280465,0.000787332691802992,0.032893010235325,0.0238824249846908,0.00524888461201995,0.00183710961420698,0.00411162627941562,0.0184585775522701,0.00314933076721197,0.0153092467850582,0.0133846557606509,0.00288688653661097,0.00979791794243723,0.0113725833260432,0.0099728807628379,8.74814102003324e-05,0,0.000262444230600997,0,0,8.74814102003324e-05,0.00122473974280465,0.00131222115300499,0.000612369871402327,0,0.00393666345901496,0,8.74814102003324e-05,0.000262444230600997,0.00034992564080133,0.000262444230600997,0,8.74814102003324e-05,0.00034992564080133,0.000174962820400665,0.000437407051001662,0,152,208,71,5,213,64,20,32,23,30,50,0.0132971743504505,0.0181961333216691,0.0062111801242236,0.000437407051001662,0.0186335403726708,0.00559881025282128,0.00174962820400665,0.00279940512641064,0.00201207243460765,0.00262444230600997,0.00437407051001662,11431,7473,38,4.61124690060754,0.000262444230600997,0.00927302948123524,11431,1,1,1,1
"2018-10-01","Nigeria",61,11,954,176,203,10,11,200,423,79,35,38,315,50,160,127,19,102,191,115,0,0,0,0,0,1,1,0,2,0,5,0,0,1,4,2,1,0,7,0,3,2,0.00574009598193281,0.00103509927543051,0.089771337160064,0.0165615884068881,0.0191022866283994,0.000940999341300461,0.00103509927543051,0.0188199868260092,0.0398042721370095,0.00743389479627364,0.00329349769455161,0.00357579749694175,0.0296414792509645,0.00470499670650231,0.0150559894608074,0.0119506916345159,0.00178789874847088,0.0095981932812647,0.0179730874188388,0.0108214924249553,0,0,0,0,0,9.40999341300461e-05,9.40999341300461e-05,0,0.000188199868260092,0,0.000470499670650231,0,0,9.40999341300461e-05,0.000376399736520184,0.000188199868260092,9.40999341300461e-05,0,0.000658699538910323,0,0.000282299802390138,0.000188199868260092,159,215,109,4,235,77,9,19,26,38,45,0.0149618895266773,0.0202314858379599,0.010256892820175,0.000376399736520184,0.0221134845205608,0.00724569492801355,0.000846899407170415,0.00178789874847088,0.0024465982873812,0.00357579749694175,0.00423449703585208,10627,6828,22,5.8965527771616,0.000752799473040369,0.00207019855086101,10627,1,1,1,1
"2018-11-01","Nigeria",58,10,494,77,231,18,17,123,504,62,16,49,354,37,144,140,20,86,145,155,0,1,0,0,0,1,2,0,1,0,6,1,0,0,6,2,1,0,3,0,4,1,0.00562069968020157,0.000969086151758891,0.0478728558968892,0.00746196336854346,0.0223858901056304,0.001744355073166,0.00164744645799012,0.0119197596666344,0.0488419420486481,0.00600833414090513,0.00155053784281423,0.00474852214361857,0.0343056497722648,0.0035856187615079,0.013954840585328,0.0135672061246245,0.00193817230351778,0.00833414090512647,0.0140517492005039,0.0150208353522628,0,9.69086151758891e-05,0,0,0,9.69086151758891e-05,0.000193817230351778,0,9.69086151758891e-05,0,0.000581451691055335,9.69086151758891e-05,0,0,0.000581451691055335,0.000193817230351778,9.69086151758891e-05,0,0.000290725845527667,0,0.000387634460703557,9.69086151758891e-05,200,165,154,3,311,101,15,17,21,82,39,0.0193817230351778,0.0159899215040217,0.0149239267370869,0.000290725845527667,0.0301385793197015,0.0097877701327648,0.00145362922763834,0.00164744645799012,0.00203508091869367,0.00794650644442291,0.00377943599185968,10319,6981,23,7.00150553972937,0.000581451691055335,0.00232580676422134,10319,1,1,1,1
"2018-12-01","Nigeria",85,9,600,113,230,16,10,126,335,112,13,69,241,49,138,109,25,86,131,129,0,4,0,0,0,3,0,1,0,0,2,0,1,1,4,5,0,4,4,0,2,1,0.00788789903489235,0.000835189309576837,0.0556792873051225,0.0104862657757981,0.021343726800297,0.00148478099480327,0.000927988121752042,0.0116926503340757,0.0310876020786934,0.0103934669636229,0.00120638455827765,0.00640311804008909,0.0223645137342242,0.004547141796585,0.0128062360801782,0.0101150705270973,0.0023199703043801,0.00798069784706756,0.0121566443949517,0.0119710467706013,0,0.000371195248700817,0,0,0,0.000278396436525612,0,9.27988121752042e-05,0,0,0.000185597624350408,0,9.27988121752042e-05,9.27988121752042e-05,0.000371195248700817,0.000463994060876021,0,0.000371195248700817,0.000371195248700817,0,0.000185597624350408,9.27988121752042e-05,221,166,152,9,278,105,24,13,23,74,42,0.0205085374907201,0.0154046028210839,0.014105419450631,0.000835189309576837,0.0257980697847068,0.00974387527839644,0.0022271714922049,0.00120638455827765,0.0021343726800297,0.00686711210096511,0.00389755011135857,10776,7424,20,5.35778123925077,0.00148478099480327,0.00148478099480327,10776,1,1,1,1
"2019-01-01","Nigeria",65,7,902,166,189,23,8,157,480,86,8,46,373,45,132,199,40,117,134,168,1,0,0,0,0,3,2,3,0,3,5,1,0,2,6,3,0,1,8,1,1,0,0.00601017105871475,0.000647249190938511,0.0834026814609339,0.0153490522422561,0.0174757281553398,0.00212667591308368,0.000739713361072584,0.0145168747110495,0.0443828016643551,0.00795191863153028,0.000739713361072584,0.00425335182616736,0.0344891354600092,0.00416088765603329,0.0122052704576976,0.0184003698566805,0.00369856680536292,0.0108183079056865,0.0123901987979658,0.0155339805825243,9.2464170134073e-05,0,0,0,0,0.000277392510402219,0.000184928340268146,0.000277392510402219,0,0.000277392510402219,0.000462320850670365,9.2464170134073e-05,0,0.000184928340268146,0.000554785020804438,0.000277392510402219,0,9.2464170134073e-05,0.000739713361072584,9.2464170134073e-05,9.2464170134073e-05,0,175,171,106,5,217,70,18,10,13,59,57,0.0161812297734628,0.0158113730929265,0.00980120203421174,0.000462320850670365,0.0200647249190939,0.00647249190938511,0.00166435506241331,0.00092464170134073,0.00120203421174295,0.00545538603791031,0.00527045769764216,10815,7041,18,7.49806993351887,0.000554785020804438,0.00314378178455848,10815,1,1,1,1
"2019-02-01","Nigeria",126,15,1816,702,148,17,9,97,387,56,10,98,255,37,108,77,10,134,252,199,0,0,0,0,1,1,7,0,0,0,1,0,0,3,3,2,0,0,5,0,4,0,0.0118991406176221,0.00141656435924072,0.171498725092077,0.0662952120124658,0.0139767683445085,0.00160543960713948,0.000849938615544433,0.00916044952309,0.0365473604684106,0.00528850694116536,0.000944376239493814,0.00925488714703938,0.0240815941070923,0.00349419208612711,0.0101992633865332,0.00727169704410237,0.000944376239493814,0.0126546416092171,0.0237982812352441,0.0187930871659269,0,0,0,0,9.44376239493814e-05,9.44376239493814e-05,0.00066106336764567,0,0,0,9.44376239493814e-05,0,0,0.000283312871848144,0.000283312871848144,0.000188875247898763,0,0,0.000472188119746907,0,0.000377750495797526,0,141,94,111,6,208,40,7,7,8,44,42,0.0133157049768628,0.00887713665124185,0.0104825762583813,0.000566625743696289,0.0196430257814713,0.00377750495797526,0.00066106336764567,0.00066106336764567,0.000755500991595051,0.00415525545377278,0.00396638020587402,10589,5684,18,4.65566299752402,0.000755500991595051,0.00179431485503825,10589,1,1,1,1
"2019-03-01","Nigeria",99,7,1332,409,170,9,9,227,459,52,24,61,256,48,76,89,10,73,172,141,0,1,0,0,0,1,6,0,0,0,2,0,1,0,3,1,0,3,12,0,2,2,0.0101413644744929,0.000717066174964147,0.136447449293178,0.0418971522229051,0.0174144642491293,0.000921942224953903,0.000921942224953903,0.0232534316738373,0.047019053472649,0.00532677729973366,0.00245851259987707,0.00624871952468756,0.0262241343986888,0.00491702519975415,0.00778528989961074,0.00911698422454415,0.00102438024994878,0.0074779758246261,0.017619340299119,0.0144437615242778,0,0.000102438024994878,0,0,0,0.000102438024994878,0.000614628149969269,0,0,0,0.000204876049989756,0,0.000102438024994878,0,0.000307314074984634,0.000102438024994878,0,0.000307314074984634,0.00122925629993854,0,0.000204876049989756,0.000204876049989756,128,141,111,1,237,68,4,6,12,57,48,0.0131120671993444,0.0144437615242778,0.0113706207744315,0.000102438024994878,0.0242778119237861,0.00696578569965171,0.000409752099979512,0.000614628149969269,0.00122925629993854,0.00583896742470805,0.00491702519975415,9762,5584,20,5.83448207846532,0.000819504199959025,0.00266338864986683,9762,1,1,1,1
"2019-04-01","Nigeria",68,9,311,99,160,8,15,142,427,105,27,75,239,70,79,118,1,60,238,123,1,0,0,0,0,0,6,0,5,0,7,0,0,0,2,4,0,0,5,0,3,2,0.00730789897904353,0.000967221923696937,0.0334228909188608,0.0106394411606663,0.0171950564212789,0.000859752821063944,0.0016120365394949,0.015260612573885,0.045889306824288,0.0112842557764643,0.00290166577109081,0.00806018269747448,0.0256851155292853,0.00752283718430951,0.00849005910800645,0.0126813541106932,0.000107469102632993,0.00644814615797958,0.0255776464266523,0.0132186996238581,0.000107469102632993,0,0,0,0,0,0.000644814615797958,0,0.000537345513164965,0,0.000752283718430951,0,0,0,0.000214938205265986,0.000429876410531972,0,0,0.000537345513164965,0,0.000322407307898979,0.000214938205265986,226,158,109,4,250,99,10,12,12,72,59,0.0242880171950564,0.0169801182160129,0.0117141321869962,0.000429876410531972,0.0268672756582483,0.0106394411606663,0.00107469102632993,0.00128962923159592,0.00128962923159592,0.0077377753895755,0.00634067705534659,9305,6265,20,6.337475962452,0.000429876410531972,0.00333154218162278,9305,1,1,1,1
