"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","guardian.ng","thenewsnigeria.com.ng","vanguardngr.com","thenationonlineng.net"
"2013-11-01","Nigeria",19,3,62,36,25,5,2,43,85,17,8,2,49,5,27,20,2,12,50,46,0,0,0,0,0,2,1,1,0,0,0,0,0,0,6,1,0,1,1,1,2,1,0.00767676767676768,0.00121212121212121,0.0250505050505051,0.0145454545454545,0.0101010101010101,0.00202020202020202,0.000808080808080808,0.0173737373737374,0.0343434343434343,0.00686868686868687,0.00323232323232323,0.000808080808080808,0.0197979797979798,0.00202020202020202,0.0109090909090909,0.00808080808080808,0.000808080808080808,0.00484848484848485,0.0202020202020202,0.0185858585858586,0,0,0,0,0,0.000808080808080808,0.000404040404040404,0.000404040404040404,0,0,0,0,0,0,0.00242424242424242,0.000404040404040404,0,0.000404040404040404,0.000404040404040404,0.000404040404040404,0.000808080808080808,0.000404040404040404,47,17,29,1,72,16,6,3,3,17,11,0.018989898989899,0.00686868686868687,0.0117171717171717,0.000404040404040404,0.0290909090909091,0.00646464646464646,0.00242424242424242,0.00121212121212121,0.00121212121212121,0.00686868686868687,0.00444444444444444,2475,1813,3,3.87175976134188,0.00323232323232323,0.00363636363636364,2475,0,0,1,1
"2013-12-01","Nigeria",12,3,38,8,29,4,2,29,65,12,4,5,49,13,55,27,3,17,35,38,1,0,0,0,0,0,1,0,1,0,3,0,0,1,4,0,0,0,1,0,0,0,0.00490196078431373,0.00122549019607843,0.0155228758169935,0.00326797385620915,0.0118464052287582,0.00163398692810458,0.000816993464052288,0.0118464052287582,0.0265522875816993,0.00490196078431373,0.00163398692810458,0.00204248366013072,0.020016339869281,0.00531045751633987,0.0224673202614379,0.0110294117647059,0.00122549019607843,0.00694444444444444,0.014297385620915,0.0155228758169935,0.000408496732026144,0,0,0,0,0,0.000408496732026144,0,0.000408496732026144,0,0.00122549019607843,0,0,0.000408496732026144,0.00163398692810458,0,0,0,0.000408496732026144,0,0,0,48,27,25,1,68,30,2,8,6,16,17,0.0196078431372549,0.0110294117647059,0.0102124183006536,0.000408496732026144,0.0277777777777778,0.0122549019607843,0.000816993464052288,0.00326797385620915,0.00245098039215686,0.0065359477124183,0.00694444444444444,2448,1826,1,4.29660189096756,0.00285947712418301,0.00204248366013072,2448,1,0,1,1
"2014-01-01","Nigeria",23,0,73,7,45,3,2,37,75,48,0,6,42,8,51,37,2,16,59,31,0,1,0,0,0,1,0,0,1,0,1,0,0,2,3,0,1,0,0,0,0,0,0.0087220326128176,0,0.0276829730754645,0.00265453166477057,0.0170648464163823,0.00113765642775882,0.000758437618505878,0.0140310959423587,0.0284414106939704,0.0182025028441411,0,0.00227531285551763,0.0159271899886234,0.00303375047402351,0.0193401592718999,0.0140310959423587,0.000758437618505878,0.00606750094804702,0.0223739097459234,0.0117557830868411,0,0.000379218809252939,0,0,0,0.000379218809252939,0,0,0.000379218809252939,0,0.000379218809252939,0,0,0.000758437618505878,0.00113765642775882,0,0.000379218809252939,0,0,0,0,0,51,32,22,2,74,30,5,2,8,14,14,0.0193401592718999,0.012135001896094,0.00834281380356466,0.000758437618505878,0.0280621918847175,0.0113765642775882,0.00189609404626469,0.000758437618505878,0.00303375047402351,0.00530906332954115,0.00530906332954115,2637,1883,3,4.78862784048974,0.00113765642775882,0.00265453166477057,2637,0,0,1,1
"2014-02-01","Nigeria",12,2,61,5,30,5,1,29,80,19,1,15,68,5,30,47,1,13,99,41,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.00462071621101271,0.000770119368502118,0.0234886407393146,0.00192529842125529,0.0115517905275318,0.00192529842125529,0.000385059684251059,0.0111667308432807,0.0308047747400847,0.00731613400077012,0.000385059684251059,0.00577589526376588,0.026184058529072,0.00192529842125529,0.0115517905275318,0.0180978051597998,0.000385059684251059,0.00500577589526377,0.0381209087408548,0.0157874470542934,0,0,0,0,0,0.000385059684251059,0.00115517905275318,0.000385059684251059,0,0.000385059684251059,0.000385059684251059,0,0,0,0.000385059684251059,0,0,0,0,0,0,0,48,25,32,0,72,23,11,4,6,22,13,0.0184828648440508,0.00962649210627647,0.0123219098960339,0,0.0277242972660762,0.00885637273777436,0.00423565652676165,0.00154023873700424,0.00231035810550635,0.0084713130535233,0.00500577589526377,2597,1873,5,4.10659865730088,0.00115517905275318,0.00192529842125529,2597,0,0,1,1
"2014-03-01","Nigeria",10,3,77,11,28,8,2,44,96,12,1,14,65,11,33,35,8,25,89,65,0,0,1,0,1,2,5,1,0,0,3,1,0,0,1,0,0,0,2,0,0,0,0.00337952010814464,0.00101385603244339,0.0260223048327138,0.00371747211895911,0.009462656302805,0.00270361608651571,0.000675904021628929,0.0148698884758364,0.0324433930381886,0.00405542412977357,0.000337952010814464,0.0047313281514025,0.0219668807029402,0.00371747211895911,0.0111524163568773,0.0118283203785063,0.00270361608651571,0.00844880027036161,0.0300777289624873,0.0219668807029402,0,0,0.000337952010814464,0,0.000337952010814464,0.000675904021628929,0.00168976005407232,0.000337952010814464,0,0,0.00101385603244339,0.000337952010814464,0,0,0.000337952010814464,0,0,0,0.000675904021628929,0,0,0,46,23,30,0,76,30,4,5,6,23,26,0.0155457924974654,0.00777289624873268,0.0101385603244339,0,0.0256843528218993,0.0101385603244339,0.00135180804325786,0.00168976005407232,0.00202771206488679,0.00777289624873268,0.00878675228117607,2959,2142,8,3.96619901479906,0.00236566407570125,0.00405542412977357,2959,0,1,1,1
"2014-04-01","Nigeria",19,1,86,23,32,3,4,49,74,16,3,13,39,8,38,31,5,20,97,85,0,0,0,1,0,1,4,2,0,0,2,0,0,0,1,0,1,0,2,0,2,1,0.00641675109760216,0.000337723741979061,0.0290442418101993,0.00776764606551841,0.01080715974333,0.00101317122593718,0.00135089496791624,0.016548463356974,0.0249915569064505,0.00540357987166498,0.00101317122593718,0.00439040864572779,0.0131712259371834,0.00270178993583249,0.0128335021952043,0.0104694360013509,0.00168861870989531,0.00675447483958122,0.0327592029719689,0.0287065180682202,0,0,0,0.000337723741979061,0,0.000337723741979061,0.00135089496791624,0.000675447483958122,0,0,0.000675447483958122,0,0,0,0.000337723741979061,0,0.000337723741979061,0,0.000675447483958122,0,0.000675447483958122,0.000337723741979061,48,32,26,1,81,20,7,5,7,18,27,0.0162107396149949,0.01080715974333,0.00878081729145559,0.000337723741979061,0.027355623100304,0.00675447483958122,0.00236406619385343,0.00168861870989531,0.00236406619385343,0.0060790273556231,0.00911854103343465,2961,2108,11,2.59172004882195,0.00202634245187437,0.00371496116176967,2961,0,1,1,1
"2014-05-01","Nigeria",22,1,93,23,81,2,2,41,92,18,15,45,43,15,68,17,5,42,178,181,1,0,1,0,0,0,8,4,0,0,3,0,0,1,3,3,2,1,4,0,3,0,0.00533721494420184,0.000242600679281902,0.0225618631732169,0.00557981562348375,0.0196506550218341,0.000485201358563804,0.000485201358563804,0.00994662785055798,0.022319262493935,0.00436681222707424,0.00363901018922853,0.0109170305676856,0.0104318292091218,0.00363901018922853,0.0164968461911693,0.00412421154779233,0.00121300339640951,0.0101892285298399,0.0431829209121786,0.0439107229500243,0.000242600679281902,0,0.000242600679281902,0,0,0,0.00194080543425522,0.000970402717127608,0,0,0.000727802037845706,0,0,0.000242600679281902,0.000727802037845706,0.000727802037845706,0.000485201358563804,0.000242600679281902,0.000970402717127608,0,0.000727802037845706,0,61,33,25,0,78,24,4,2,7,20,38,0.014798641436196,0.00800582241630277,0.00606501698204755,0,0.0189228529839884,0.00582241630276565,0.000970402717127608,0.000485201358563804,0.00169820475497331,0.00485201358563804,0.00921882581271228,4122,2906,34,0.000593775296207077,0.00145560407569141,0.00679281901989326,4122,0,1,1,1
"2014-06-01","Nigeria",18,11,111,10,40,10,2,55,95,29,5,13,43,12,60,17,9,21,167,104,0,0,0,0,0,0,5,0,0,0,10,0,0,0,2,3,0,0,1,0,3,1,0.00507328072153326,0.00310033821871477,0.0312852311161218,0.0028184892897407,0.0112739571589628,0.0028184892897407,0.00056369785794814,0.0155016910935738,0.0267756482525366,0.00817361894024803,0.00140924464487035,0.00366403607666291,0.012119503945885,0.00338218714768884,0.0169109357384442,0.00479143179255919,0.00253664036076663,0.00591882750845547,0.0470687711386697,0.0293122886133033,0,0,0,0,0,0,0.00140924464487035,0,0,0,0.0028184892897407,0,0,0,0.00056369785794814,0.00084554678692221,0,0,0.00028184892897407,0,0.00084554678692221,0.00028184892897407,48,38,25,0,86,24,1,8,14,23,28,0.0135287485907554,0.0107102593010147,0.00704622322435175,0,0.02423900789177,0.00676437429537768,0.00028184892897407,0.00225479143179256,0.00394588500563698,0.00648252536640361,0.00789177001127396,3548,2483,11,1.37801212463796,0.00450958286358512,0.0028184892897407,3548,0,1,1,1
"2014-07-01","Nigeria",23,5,124,12,55,10,6,101,110,19,15,16,58,25,69,56,13,26,146,125,0,0,0,0,0,1,3,0,0,0,4,0,1,1,0,1,1,2,2,1,2,1,0.00594930160372478,0.00129332643559234,0.0320744956026901,0.00310398344542162,0.0142265907915158,0.00258665287118469,0.00155199172271081,0.0261251939989653,0.0284531815830316,0.00491464045525091,0.00387997930677703,0.0041386445938955,0.0150025866528712,0.00646663217796172,0.0178479048111743,0.0144852560786342,0.00336264873254009,0.00672529746508019,0.0377651319192964,0.0323331608898086,0,0,0,0,0,0.000258665287118469,0.000775995861355406,0,0,0,0.00103466114847387,0,0.000258665287118469,0.000258665287118469,0,0.000258665287118469,0.000258665287118469,0.000517330574236937,0.000517330574236937,0.000258665287118469,0.000517330574236937,0.000258665287118469,75,37,26,2,46,31,5,8,4,31,17,0.0193998965338852,0.00957061562338334,0.00672529746508019,0.000517330574236937,0.0118986032074496,0.00801862390067253,0.00129332643559234,0.00206932229694775,0.00103466114847387,0.00801862390067253,0.00439730988101397,3866,2654,7,3.676771936951,0.00232798758406622,0.00284531815830316,3866,0,1,1,1
"2014-08-01","Nigeria",21,4,235,48,73,9,0,369,100,22,26,29,50,26,67,62,8,36,59,109,0,1,0,0,0,4,0,0,1,0,0,1,0,3,1,0,1,0,0,1,0,0,0.00451321727917473,0.000859660434128519,0.0505050505050505,0.0103159252095422,0.0156888029228455,0.00193423597678917,0,0.0793036750483559,0.021491510853213,0.00472813238770686,0.00558779282183538,0.00623253814743176,0.0107457554266065,0.00558779282183538,0.0143993122716527,0.013324736728992,0.00171932086825704,0.00773694390715667,0.0126799914033957,0.0234257468300021,0,0.00021491510853213,0,0,0,0.000859660434128519,0,0,0.00021491510853213,0,0,0.00021491510853213,0,0.000644745325596389,0.00021491510853213,0,0.00021491510853213,0,0,0.00021491510853213,0,0,73,32,23,2,61,32,10,6,11,21,18,0.0156888029228455,0.00687728347302815,0.00494304749623899,0.00042983021706426,0.0131098216204599,0.00687728347302815,0.0021491510853213,0.00128949065119278,0.00236406619385343,0.00451321727917473,0.00386847195357834,4653,3080,16,3.11337113340696,0.000644745325596389,0.00236406619385343,4653,0,1,1,1
"2014-09-01","Nigeria",23,1,227,39,73,12,2,216,141,26,10,22,59,16,58,32,7,36,99,148,0,0,0,0,0,1,3,1,1,0,3,0,0,0,2,1,2,0,0,0,2,1,0.00486360752801861,0.000211461196870374,0.048001691689575,0.0082469866779446,0.0154366673715373,0.00253753436244449,0.000422922393740749,0.0456756185240008,0.0298160287587228,0.00549799111862973,0.00211461196870374,0.00465214633114823,0.0124762106153521,0.00338337914992599,0.0122647494184817,0.00676675829985198,0.00148022837809262,0.00761260308733347,0.0209346584901671,0.0312962571368154,0,0,0,0,0,0.000211461196870374,0.000634383590611123,0.000211461196870374,0.000211461196870374,0,0.000634383590611123,0,0,0,0.000422922393740749,0.000211461196870374,0.000422922393740749,0,0,0,0.000422922393740749,0.000211461196870374,60,39,32,4,94,26,5,4,8,24,29,0.0126876718122225,0.0082469866779446,0.00676675829985198,0.000845844787481497,0.0198773525058152,0.00549799111862973,0.00105730598435187,0.000845844787481497,0.00169168957496299,0.00507506872488898,0.00613237470924085,4729,3246,15,2.53263780776751,0.00126876718122225,0.00253753436244449,4729,0,1,1,1
"2014-10-01","Nigeria",28,12,367,32,97,3,8,132,174,41,6,26,58,26,67,71,7,35,89,104,0,0,0,0,0,0,4,2,0,0,3,1,2,1,2,3,1,0,2,0,2,0,0.00513950073421439,0.00220264317180617,0.0673641703377386,0.00587371512481645,0.0178046989720999,0.000550660792951542,0.00146842878120411,0.0242290748898678,0.0319383259911894,0.00752569750367107,0.00110132158590308,0.00477239353891336,0.0106461086637298,0.00477239353891336,0.0122980910425844,0.0130323054331865,0.0012848751835536,0.00642437591776799,0.0163362701908957,0.0190895741556534,0,0,0,0,0,0,0.000734214390602056,0.000367107195301028,0,0,0.000550660792951542,0.000183553597650514,0.000367107195301028,0.000183553597650514,0.000367107195301028,0.000550660792951542,0.000183553597650514,0,0.000367107195301028,0,0.000367107195301028,0,60,52,43,2,127,43,22,13,6,30,31,0.0110132158590308,0.00954478707782672,0.0078928046989721,0.000367107195301028,0.0233113069016153,0.0078928046989721,0.00403817914831131,0.00238619676945668,0.00110132158590308,0.00550660792951542,0.00569016152716593,5448,3741,12,4.30577459007238,0.00165198237885463,0.0025697503671072,5448,1,1,1,1
"2014-11-01","Nigeria",19,0,316,82,67,15,5,78,167,21,18,16,57,24,78,74,26,38,214,205,1,1,0,0,1,1,1,1,1,0,11,0,1,0,2,0,0,0,3,0,0,0,0.00377358490566038,0,0.0627606752730884,0.0162859980139027,0.0133068520357498,0.00297914597815293,0.00099304865938431,0.0154915590863952,0.0331678252234359,0.0041708043694141,0.00357497517378352,0.00317775571002979,0.0113207547169811,0.00476663356504469,0.0154915590863952,0.0146971201588878,0.00516385302879841,0.00754716981132075,0.0425024826216485,0.0407149950347567,0.000198609731876862,0.000198609731876862,0,0,0.000198609731876862,0.000198609731876862,0.000198609731876862,0.000198609731876862,0.000198609731876862,0,0.00218470705064548,0,0.000198609731876862,0,0.000397219463753724,0,0,0,0.000595829195630586,0,0,0,63,45,28,3,90,24,1,3,12,25,23,0.0125124131082423,0.00893743793445879,0.00556107249255213,0.000595829195630586,0.0178748758689176,0.00476663356504469,0.000198609731876862,0.000595829195630586,0.00238331678252234,0.00496524329692155,0.00456802383316783,5035,3283,7,2.90927500409635,0.0015888778550149,0.00357497517378352,5035,0,1,1,1
"2014-12-01","Nigeria",20,2,550,82,76,17,10,53,154,24,4,18,68,20,61,49,7,51,146,136,2,2,0,0,1,3,3,2,0,0,3,0,0,0,5,3,0,0,1,0,3,0,0.00394632991318074,0.000394632991318074,0.10852407261247,0.016179952644041,0.0149960536700868,0.00335438042620363,0.00197316495659037,0.010457774269929,0.0303867403314917,0.00473559589581689,0.000789265982636148,0.00355169692186267,0.0134175217048145,0.00394632991318074,0.0120363062352013,0.00966850828729282,0.00138121546961326,0.0100631412786109,0.0288082083662194,0.026835043409629,0.000394632991318074,0.000394632991318074,0,0,0.000197316495659037,0.000591949486977111,0.000591949486977111,0.000394632991318074,0,0,0.000591949486977111,0,0,0,0.000986582478295186,0.000591949486977111,0,0,0.000197316495659037,0,0.000591949486977111,0,55,50,25,0,80,24,3,5,5,28,22,0.010852407261247,0.00986582478295185,0.00493291239147593,0,0.015785319652723,0.00473559589581689,0.000591949486977111,0.000986582478295186,0.000986582478295186,0.00552486187845304,0.00434096290449882,5068,3312,28,3.65848975626086,0.0037490134175217,0.00177584846093133,5068,1,1,1,1
"2015-01-01","Nigeria",15,9,475,117,88,2,5,99,117,19,8,57,75,18,84,48,6,67,167,328,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.00248015873015873,0.00148809523809524,0.0785383597883598,0.0193452380952381,0.0145502645502645,0.000330687830687831,0.000826719576719577,0.0163690476190476,0.0193452380952381,0.00314153439153439,0.00132275132275132,0.00942460317460317,0.0124007936507937,0.00297619047619048,0.0138888888888889,0.00793650793650794,0.000992063492063492,0.0110780423280423,0.0276124338624339,0.0542328042328042,0,0,0.000330687830687831,0,0,0.000165343915343915,0.000165343915343915,0,0,0.000165343915343915,0,0.000165343915343915,0,0,0,0,0,0,0.000165343915343915,0,0.000165343915343915,0,42,40,17,1,47,51,11,6,10,38,24,0.00694444444444444,0.00661375661375661,0.00281084656084656,0.000165343915343915,0.00777116402116402,0.00843253968253968,0.00181878306878307,0.000992063492063492,0.00165343915343915,0.00628306878306878,0.00396825396825397,6048,4043,16,0.47781908447929,0.000165343915343915,0.00115740740740741,6048,1,1,1,1
"2015-02-01","Nigeria",30,4,400,241,101,15,4,56,222,33,11,79,129,21,87,64,12,76,255,302,1,0,0,0,0,0,1,2,1,0,0,0,0,0,3,1,1,0,0,0,1,0,0.0043917435221783,0.000585565802957107,0.0585565802957107,0.0352803396281657,0.014785536524667,0.00219587176108915,0.000585565802957107,0.0081979212413995,0.0324989020641195,0.00483091787439614,0.00161030595813205,0.0115649246084029,0.0188844971453667,0.00307422046552481,0.0127360562143171,0.00936905284731372,0.00175669740887132,0.011125750256185,0.0373298199385156,0.0442102181232616,0.000146391450739277,0,0,0,0,0,0.000146391450739277,0.000292782901478554,0.000146391450739277,0,0,0,0,0,0.00043917435221783,0.000146391450739277,0.000146391450739277,0,0,0,0.000146391450739277,0,72,89,38,0,96,32,6,3,11,32,33,0.0105401844532279,0.0130288391157956,0.00556287512809252,0,0.0140535792709706,0.00468452642365686,0.000878348704435661,0.00043917435221783,0.00161030595813205,0.00468452642365686,0.00483091787439614,6831,4429,10,2.12636067567437,0.000585565802957107,0.00102474015517494,6831,1,1,1,1
"2015-03-01","Nigeria",40,13,840,184,126,14,9,93,218,38,19,81,98,29,114,48,8,86,197,260,1,0,2,0,1,1,5,0,0,0,5,0,1,0,7,1,0,0,4,0,0,0,0.00522193211488251,0.00169712793733681,0.109660574412533,0.0240208877284595,0.0164490861618799,0.00182767624020888,0.00117493472584856,0.0121409921671018,0.0284595300261097,0.00496083550913838,0.00248041775456919,0.0105744125326371,0.0127937336814621,0.00378590078328982,0.0148825065274151,0.00626631853785901,0.0010443864229765,0.0112271540469974,0.0257180156657963,0.0339425587467363,0.000130548302872063,0,0.000261096605744125,0,0.000130548302872063,0.000130548302872063,0.000652741514360313,0,0,0,0.000652741514360313,0,0.000130548302872063,0,0.000913838120104439,0.000130548302872063,0,0,0.000522193211488251,0,0,0,65,78,36,1,96,29,17,7,11,33,45,0.00848563968668407,0.0101827676240209,0.00469973890339426,0.000130548302872063,0.012532637075718,0.00378590078328982,0.00221932114882507,0.000913838120104439,0.00143603133159269,0.00430809399477807,0.00587467362924282,7660,4860,16,2.32508551245934,0.000261096605744125,0.00339425587467363,7660,1,1,1,1
"2015-04-01","Nigeria",47,12,661,213,122,14,4,127,202,58,19,46,124,33,72,99,9,55,142,188,1,0,0,0,0,2,3,0,0,0,5,0,0,0,4,1,0,0,1,1,0,2,0.00626833822352627,0.00160042678047479,0.0881568418244865,0.0284075753534276,0.0162710056014937,0.00186716457722059,0.000533475593491598,0.0169378500933582,0.0269405174713257,0.00773539610562817,0.00253400906908509,0.00613496932515337,0.0165377433982395,0.00440117364630568,0.00960256068284876,0.013203520938917,0.00120032008535609,0.00733528941050947,0.0189383835689517,0.0250733528941051,0.000133368898372899,0,0,0,0,0.000266737796745799,0.000400106695118698,0,0,0,0.000666844491864497,0,0,0,0.000533475593491598,0.000133368898372899,0,0,0.000133368898372899,0.000133368898372899,0,0.000266737796745799,48,62,31,2,126,47,8,6,11,34,41,0.00640170712189917,0.00826887169911977,0.00413443584955988,0.000266737796745799,0.0168044811949853,0.00626833822352627,0.0010669511869832,0.000800213390237397,0.00146705788210189,0.00453454254467858,0.00546812483328888,7498,4978,21,3.82297079220382,0.000400106695118698,0.00226727127233929,7498,1,1,1,1
"2015-05-01","Nigeria",31,4,169,42,101,7,8,70,271,75,25,13,157,44,125,118,6,41,147,154,0,0,0,0,0,1,1,0,1,0,5,1,0,0,4,0,0,1,2,0,0,1,0.00414106331819396,0.000534330750734705,0.0225754742185413,0.0056104728827144,0.0134918514560513,0.000935078813785733,0.00106866150146941,0.00935078813785733,0.0362009083622762,0.0100187015762757,0.0033395671920919,0.00173657493988779,0.0209724819663372,0.00587763825808175,0.0166978359604595,0.0157627571466738,0.000801496126102057,0.00547689019503072,0.0196366550895004,0.0205717339032861,0,0,0,0,0,0.000133582687683676,0.000133582687683676,0,0.000133582687683676,0,0.000667913438418381,0.000133582687683676,0,0,0.000534330750734705,0,0,0.000133582687683676,0.000267165375367352,0,0,0.000133582687683676,99,102,64,3,181,52,16,8,16,39,38,0.0132246860806839,0.013625434143735,0.00854929201175528,0.000400748063051029,0.0241784664707454,0.00694629975955116,0.00213732300293882,0.00106866150146941,0.00213732300293882,0.00520972481966337,0.0050761421319797,7486,5468,19,5.13327285122481,0.000534330750734705,0.00173657493988779,7486,1,1,1,1
"2015-06-01","Nigeria",37,7,130,26,134,13,8,103,302,75,8,30,191,28,84,85,4,46,182,102,0,1,1,0,0,0,2,0,0,0,6,0,0,0,1,2,1,1,5,0,1,1,0.00503949877417597,0.000953418687006265,0.0177063470444021,0.00354126940888041,0.0182511577226914,0.00177063470444021,0.00108962135657859,0.0140288749659493,0.0411332062108417,0.0102152002179243,0.00108962135657859,0.00408608008716971,0.0260147098883138,0.00381367474802506,0.0114410242440752,0.0115772269136475,0.000544810678289294,0.00626532280032689,0.0247888858621629,0.013892672296377,0,0.000136202669572324,0.000136202669572324,0,0,0,0.000272405339144647,0,0,0,0.000817216017433942,0,0,0,0.000136202669572324,0.000272405339144647,0.000136202669572324,0.000136202669572324,0.000681013347861618,0,0.000136202669572324,0.000136202669572324,112,114,94,2,204,75,23,14,15,43,54,0.0152546989921002,0.0155271043312449,0.0128030509397984,0.000272405339144647,0.027785344592754,0.0102152002179243,0.00313266140016344,0.00190683737401253,0.00204304004358485,0.00585671479160992,0.00735494415690548,7342,5275,24,5.30307630118571,0.00108962135657859,0.00190683737401253,7342,1,1,1,1
"2015-07-01","Nigeria",52,9,102,36,188,7,9,146,347,59,11,34,237,49,107,96,11,35,347,184,0,0,1,0,0,1,1,2,0,0,4,3,0,0,3,2,0,0,6,0,2,0,0.00648136607254144,0.00112177489717063,0.0127134488346005,0.00448709958868254,0.0234326311853421,0.000872491586688271,0.00112177489717063,0.0181976816652125,0.04325065436869,0.00735385765922971,0.001371058207653,0.00423781627820017,0.02954007229216,0.0061074411068179,0.0133366571108064,0.0119655989031534,0.001371058207653,0.00436245793344136,0.04325065436869,0.0229340645643774,0,0,0.000124641655241182,0,0,0.000124641655241182,0.000124641655241182,0.000249283310482363,0,0,0.000498566620964726,0.000373924965723545,0,0,0.000373924965723545,0.000249283310482363,0,0,0.00074784993144709,0,0.000249283310482363,0,131,112,97,9,220,57,30,12,20,41,44,0.0163280568365948,0.0139598653870123,0.0120902405583946,0.00112177489717063,0.02742116415306,0.00710457434874735,0.00373924965723545,0.00149569986289418,0.00249283310482363,0.00511030786488845,0.00548423283061199,8023,5514,26,4.77132917983127,0.000872491586688271,0.00236819144958245,8023,1,1,1,1
"2015-08-01","Nigeria",61,5,116,30,118,9,9,149,405,50,11,34,297,58,81,112,9,43,139,113,0,2,0,0,0,1,5,1,2,0,9,2,0,0,6,0,0,0,3,0,6,0,0.00778061224489796,0.000637755102040816,0.0147959183673469,0.0038265306122449,0.0150510204081633,0.00114795918367347,0.00114795918367347,0.0190051020408163,0.0516581632653061,0.00637755102040816,0.0014030612244898,0.00433673469387755,0.0378826530612245,0.00739795918367347,0.0103316326530612,0.0142857142857143,0.00114795918367347,0.00548469387755102,0.0177295918367347,0.0144132653061224,0,0.000255102040816327,0,0,0,0.000127551020408163,0.000637755102040816,0.000127551020408163,0.000255102040816327,0,0.00114795918367347,0.000255102040816327,0,0,0.00076530612244898,0,0,0,0.00038265306122449,0,0.00076530612244898,0,119,112,80,5,223,63,20,20,13,45,30,0.0151785714285714,0.0142857142857143,0.0102040816326531,0.000637755102040816,0.0284438775510204,0.00803571428571428,0.00255102040816327,0.00255102040816327,0.00165816326530612,0.00573979591836735,0.0038265306122449,7840,5611,32,7.61987160937159,0.0014030612244898,0.00369897959183673,7840,1,1,1,1
"2015-09-01","Nigeria",50,6,178,73,108,37,19,155,371,32,7,38,246,39,90,74,15,59,142,127,0,3,0,0,0,0,7,2,0,0,5,3,0,0,6,2,0,0,5,1,7,1,0.00630278583133745,0.000756334299760494,0.0224379175595613,0.00920206731375268,0.0136140173956889,0.00466406151518971,0.00239505861590823,0.0195386360771461,0.0467666708685239,0.00403378293205597,0.000882390016387243,0.00479011723181646,0.0310097062901803,0.00491617294844321,0.0113450144964074,0.00932812303037943,0.00189083574940124,0.00743728728097819,0.0178999117609984,0.0160090760115971,0,0.000378167149880247,0,0,0,0,0.000882390016387243,0.000252111433253498,0,0,0.000630278583133745,0.000378167149880247,0,0,0.000756334299760494,0.000252111433253498,0,0,0.000630278583133745,0.000126055716626749,0.000882390016387243,0.000126055716626749,128,127,66,7,157,61,14,9,16,25,56,0.0161351317282239,0.0160090760115971,0.00831967729736544,0.000882390016387243,0.0197907475103996,0.00768939871423169,0.00176478003277449,0.00113450144964074,0.00201689146602798,0.00315139291566873,0.00705912013109795,7933,5706,25,6.91202531487012,0.000378167149880247,0.00491617294844321,7933,1,1,1,1
