"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","elsalvador.com","diario.elmundo.sv","diarioelsalvador.com","revistafactum.com","gatoencerrado.news"
"2018-08-01","El Salvador",38,1,54,5,30,3,1,131,160,63,0,8,95,2,14,8,2,4,33,21,5,0,0,33,2,6,1,1,6,0,0,0,0,0,0,0,0,1,0,0.0131761442441054,0.000346740638002774,0.0187239944521498,0.00173370319001387,0.0104022191400832,0.00104022191400832,0.000346740638002774,0.0454230235783634,0.0554785020804438,0.0218446601941748,0,0.00277392510402219,0.0329403606102635,0.000693481276005548,0.00485436893203883,0.00277392510402219,0.000693481276005548,0.0013869625520111,0.0114424410540915,0.00728155339805825,0.00173370319001387,0,0,0.0114424410540915,0.000693481276005548,0.00208044382801664,0.000346740638002774,0.000346740638002774,0.00208044382801664,0,0,0,0,0,0,0,0,0.000346740638002774,0,89,22,14,1,74,31,1,3,3,109,22,0.0308599167822469,0.00762829403606103,0.00485436893203883,0.000346740638002774,0.0256588072122053,0.010748959778086,0.000346740638002774,0.00104022191400832,0.00104022191400832,0.0377947295423024,0.00762829403606103,2884,1927,67,5.88110414849029,0.000346740638002774,0.0190707350901526,2884,1,1,0,1,1
"2018-09-01","El Salvador",28,0,80,2,21,3,1,82,143,49,1,5,74,2,22,11,5,4,20,15,0,0,1,5,4,3,0,0,2,1,0,0,1,0,0,0,4,1,0,0.0104829651815799,0,0.0299513290902284,0.00074878322725571,0.00786222388618495,0.00112317484088356,0.000374391613627855,0.0307001123174841,0.0535380007487832,0.0183451890677649,0.000374391613627855,0.00187195806813927,0.0277049794084613,0.00074878322725571,0.0082366154998128,0.0041183077499064,0.00187195806813927,0.00149756645451142,0.00748783227255709,0.00561587420441782,0,0,0.000374391613627855,0.00187195806813927,0.00149756645451142,0.00112317484088356,0,0,0.00074878322725571,0.000374391613627855,0,0,0.000374391613627855,0,0,0,0.00149756645451142,0.000374391613627855,0,85,23,8,1,78,26,3,3,2,102,14,0.0318232871583677,0.00861100711344066,0.00299513290902284,0.000374391613627855,0.0292025458629727,0.00973418195432422,0.00112317484088356,0.00112317484088356,0.00074878322725571,0.0381879445900412,0.00524148259078997,2671,1827,32,6.02506780960968,0,0.0082366154998128,2671,1,1,0,1,1
"2018-10-01","El Salvador",37,1,92,8,24,4,2,132,173,60,0,9,77,3,10,6,0,20,38,18,0,0,1,2,1,3,1,4,1,0,0,1,1,3,0,0,0,0,0,0.0116206030150754,0.000314070351758794,0.028894472361809,0.00251256281407035,0.00753768844221105,0.00125628140703518,0.000628140703517588,0.0414572864321608,0.0543341708542714,0.0188442211055276,0,0.00282663316582915,0.0241834170854271,0.000942211055276382,0.00314070351758794,0.00188442211055276,0,0.00628140703517588,0.0119346733668342,0.00565326633165829,0,0,0.000314070351758794,0.000628140703517588,0.000314070351758794,0.000942211055276382,0.000314070351758794,0.00125628140703518,0.000314070351758794,0,0,0.000314070351758794,0.000314070351758794,0.000942211055276382,0,0,0,0,0,97,26,11,1,69,53,1,0,1,111,12,0.030464824120603,0.00816582914572864,0.00345477386934673,0.000314070351758794,0.0216708542713568,0.0166457286432161,0.000314070351758794,0,0.000314070351758794,0.0348618090452261,0.00376884422110553,3184,2170,23,5.89385797017428,0.000314070351758794,0.0053391959798995,3184,1,1,0,1,1
"2018-11-01","El Salvador",25,3,84,9,44,0,0,60,135,29,1,9,53,3,22,12,1,7,45,23,0,0,0,0,0,0,5,3,2,1,1,3,1,0,0,1,1,2,0,0.00864154856550294,0.00103698582786035,0.0290356031800899,0.00311095748358106,0.0152091254752852,0,0,0.0207397165572071,0.0466643622537159,0.0100241963359834,0.000345661942620118,0.00311095748358106,0.0183200829588662,0.00103698582786035,0.00760456273764259,0.00414794331144141,0.000345661942620118,0.00241963359834082,0.0155547874179053,0.0079502246802627,0,0,0,0,0,0,0.00172830971310059,0.00103698582786035,0.000691323885240235,0.000345661942620118,0.000345661942620118,0.00103698582786035,0.000345661942620118,0,0,0.000345661942620118,0.000345661942620118,0.000691323885240235,0,86,20,9,0,74,24,0,5,0,111,21,0.0297269270653301,0.00691323885240235,0.00311095748358106,0,0.0255789837538887,0.00829588662288282,0,0.00172830971310059,0,0.038368475630833,0.00725890079502247,2893,2023,12,4.09913761184725,0.000691323885240235,0.00622191496716212,2893,1,1,0,1,1
"2018-12-01","El Salvador",26,5,86,5,23,14,1,82,102,37,1,11,57,2,8,4,5,15,60,24,0,0,0,1,1,1,0,4,1,0,0,2,0,0,0,0,0,2,0,0.00841696341858207,0.00161864681126578,0.0278407251537714,0.00161864681126578,0.0074457753318226,0.00453221107154419,0.000323729362253156,0.0265458077047588,0.033020394949822,0.0119779864033668,0.000323729362253156,0.00356102298478472,0.0184525736484299,0.000647458724506313,0.00258983489802525,0.00129491744901263,0.00161864681126578,0.00485594043379735,0.0194237617351894,0.00776950469407575,0,0,0,0.000323729362253156,0.000323729362253156,0.000323729362253156,0,0.00129491744901263,0.000323729362253156,0,0,0.000647458724506313,0,0,0,0,0,0.000647458724506313,0,107,19,15,0,88,37,3,2,0,123,15,0.0346390417610877,0.00615085788280997,0.00485594043379735,0,0.0284881838782778,0.0119779864033668,0.000971188086759469,0.000647458724506313,0,0.0398187115571382,0.00485594043379735,3089,2164,14,4.91929659157811,0.000323729362253156,0.00388475234703788,3089,1,1,0,1,1
"2019-01-01","El Salvador",42,4,163,13,23,9,4,72,123,24,3,11,57,3,3,17,0,10,62,41,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0.0133587786259542,0.00127226463104326,0.0518447837150127,0.00413486005089058,0.00731552162849873,0.00286259541984733,0.00127226463104326,0.0229007633587786,0.0391221374045802,0.00763358778625954,0.000954198473282443,0.00349872773536896,0.0181297709923664,0.000954198473282443,0.000954198473282443,0.00540712468193384,0,0.00318066157760814,0.0197201017811705,0.0130407124681934,0,0.000636132315521629,0,0,0.000636132315521629,0,0,0,0,0,0,0,0.000318066157760814,0.000318066157760814,0,0,0,0.000636132315521629,0,122,11,14,1,98,25,1,4,1,134,23,0.0388040712468193,0.00349872773536896,0.0044529262086514,0.000318066157760814,0.0311704834605598,0.00795165394402036,0.000318066157760814,0.00127226463104326,0.000318066157760814,0.0426208651399491,0.00731552162849873,3144,2085,11,3.41456869655137,0,0.00254452926208651,3144,1,1,0,1,1
"2019-02-01","El Salvador",26,3,248,19,31,2,9,76,136,37,0,9,35,3,13,10,0,4,37,18,0,0,0,1,0,2,0,0,2,1,0,0,1,0,2,2,2,4,0,0.00841151730831446,0.000970559689420899,0.080232934325461,0.00614687803299903,0.0100291167906826,0.000647039792947266,0.0029116790682627,0.0245875121319961,0.0439987059204141,0.0119702361695244,0,0.0029116790682627,0.0113231963765772,0.000970559689420899,0.00420575865415723,0.00323519896473633,0,0.00129407958589453,0.0119702361695244,0.0058233581365254,0,0,0,0.000323519896473633,0,0.000647039792947266,0,0,0.000647039792947266,0.000323519896473633,0,0,0.000323519896473633,0,0.000647039792947266,0.000647039792947266,0.000647039792947266,0.00129407958589453,0,96,18,6,2,66,17,4,0,3,113,37,0.0310579100614688,0.0058233581365254,0.0019411193788418,0.000647039792947266,0.0213523131672598,0.00549983824005176,0.00129407958589453,0,0.000970559689420899,0.0365577483015205,0.0119702361695244,3091,2053,25,3.38993741191841,0,0.00549983824005176,3091,0,1,0,1,1
"2019-03-01","El Salvador",40,2,21,4,32,4,3,105,169,41,0,2,82,6,43,22,5,9,44,11,0,0,0,1,0,3,4,3,1,0,2,0,3,0,0,2,2,1,0,0.0120882441825325,0.000604412209126624,0.00634632819582956,0.00120882441825325,0.00967059534602599,0.00120882441825325,0.000906618313689937,0.0317316409791478,0.0510728316711998,0.0123904502870958,0,0.000604412209126624,0.0247809005741916,0.00181323662737987,0.0129948624962224,0.00664853430039287,0.00151103052281656,0.00271985494106981,0.0132970686007857,0.00332426715019643,0,0,0,0.000302206104563312,0,0.000906618313689937,0.00120882441825325,0.000906618313689937,0.000302206104563312,0,0.000604412209126624,0,0.000906618313689937,0,0,0.000604412209126624,0.000604412209126624,0.000302206104563312,0,101,14,17,3,110,43,2,3,1,128,19,0.0305228165608945,0.00423088546388637,0.00513750377757631,0.000906618313689937,0.0332426715019643,0.0129948624962224,0.000604412209126624,0.000906618313689937,0.000302206104563312,0.038682381384104,0.00574191598670293,3309,2314,20,5.90404732925116,0,0.00664853430039287,3309,1,1,0,1,1
"2019-04-01","El Salvador",34,0,33,4,31,5,2,85,126,54,0,11,48,8,20,7,4,9,46,27,0,0,0,2,0,1,0,2,2,0,0,1,1,0,0,0,0,0,1,0.0116358658453114,0,0.0112936344969199,0.00136892539356605,0.0106091718001369,0.00171115674195756,0.000684462696783025,0.0290896646132786,0.0431211498973306,0.0184804928131417,0,0.00376454483230664,0.0164271047227926,0.0027378507871321,0.00684462696783025,0.00239561943874059,0.00136892539356605,0.00308008213552361,0.0157426420260096,0.00924024640657084,0,0,0,0.000684462696783025,0,0.000342231348391513,0,0.000684462696783025,0.000684462696783025,0,0,0.000342231348391513,0.000342231348391513,0,0,0,0,0,0.000342231348391513,116,15,5,2,83,33,1,1,3,121,39,0.0396988364134155,0.00513347022587269,0.00171115674195756,0.000684462696783025,0.0284052019164956,0.0112936344969199,0.000342231348391513,0.000342231348391513,0.00102669404517454,0.041409993155373,0.013347022587269,2922,1994,22,4.64557762095818,0,0.00376454483230664,2922,1,1,0,1,1
"2019-05-01","El Salvador",45,2,42,4,25,7,0,193,192,109,3,4,123,7,23,21,3,7,46,25,0,0,0,2,1,4,1,0,1,0,0,5,2,1,1,1,1,4,0,0.0118172268907563,0.000525210084033613,0.0110294117647059,0.00105042016806723,0.00656512605042017,0.00183823529411765,0,0.0506827731092437,0.0504201680672269,0.0286239495798319,0.00078781512605042,0.00105042016806723,0.0323004201680672,0.00183823529411765,0.00603991596638655,0.00551470588235294,0.00078781512605042,0.00183823529411765,0.0120798319327731,0.00656512605042017,0,0,0,0.000525210084033613,0.000262605042016807,0.00105042016806723,0.000262605042016807,0,0.000262605042016807,0,0,0.00131302521008403,0.000525210084033613,0.000262605042016807,0.000262605042016807,0.000262605042016807,0.000262605042016807,0.00105042016806723,0,103,14,13,0,99,64,3,1,3,143,35,0.0270483193277311,0.00367647058823529,0.00341386554621849,0,0.0259978991596639,0.0168067226890756,0.00078781512605042,0.000262605042016807,0.00078781512605042,0.0375525210084034,0.00919117647058824,3808,2565,23,6.64296842979868,0.00105042016806723,0.00551470588235294,3808,1,1,0,1,1
"2019-06-01","El Salvador",35,2,79,5,48,2,6,116,187,31,7,22,103,13,24,69,4,8,53,20,0,0,0,1,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0.00889905924230867,0.000508517670989067,0.0200864480040681,0.00127129417747267,0.0122044241037376,0.000508517670989067,0.0015255530129672,0.0294940249173659,0.0475464022374778,0.00788202390033054,0.00177981184846173,0.00559369438087974,0.0261886600559369,0.00330536486142893,0.0061022120518688,0.0175438596491228,0.00101703534197813,0.00203407068395627,0.0134757182812103,0.00508517670989067,0,0,0,0.000254258835494533,0,0.000508517670989067,0.000508517670989067,0,0.00101703534197813,0,0,0,0,0,0,0,0,0,0,100,38,29,2,115,38,12,1,1,107,35,0.0254258835494533,0.00966183574879227,0.00737350622934147,0.000508517670989067,0.0292397660818713,0.00966183574879227,0.0030511060259344,0.000254258835494533,0.000254258835494533,0.0272056953979151,0.00889905924230867,3933,2743,9,6.29383909202761,0,0.0022883295194508,3933,1,1,0,1,1
"2019-07-01","El Salvador",31,2,58,0,44,3,0,153,203,42,7,23,80,12,20,17,0,2,34,17,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0.00793447658049654,0.000511901714870745,0.0148451497312516,0,0.0112618377271564,0.000767852572306117,0,0.039160481187612,0.0519580240593806,0.0107499360122856,0.00179165600204761,0.00588686972101357,0.0204760685948298,0.00307141028922447,0.00511901714870745,0.00435116457640133,0,0.000511901714870745,0.00870232915280266,0.00435116457640133,0,0,0.000255950857435372,0,0,0,0,0,0,0,0,0.000511901714870745,0,0,0.000511901714870745,0,0,0,0,142,37,16,1,98,58,5,7,4,89,36,0.0363450217558229,0.00947018172510878,0.00409521371896596,0.000255950857435372,0.0250831840286665,0.0148451497312516,0.00127975428717686,0.00179165600204761,0.00102380342974149,0.0227796263117481,0.00921423086767341,3907,2746,11,5.412625703378,0,0.00179165600204761,3907,1,1,0,1,1
"2019-08-01","El Salvador",38,1,50,1,51,3,0,117,170,52,2,12,77,10,9,18,2,7,43,26,0,0,0,1,1,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0.0101036958255783,0.000265886732252061,0.013294336612603,0.000265886732252061,0.0135602233448551,0.000797660196756182,0,0.0311087476734911,0.0452007444828503,0.0138261100771072,0.000531773464504121,0.00319064078702473,0.0204732783834087,0.00265886732252061,0.00239298059026855,0.00478596118053709,0.000531773464504121,0.00186120712576442,0.0114331294868386,0.00691305503855358,0,0,0,0.000265886732252061,0.000265886732252061,0,0,0,0.000531773464504121,0,0,0.000531773464504121,0.000265886732252061,0,0,0,0,0,0.000265886732252061,141,36,24,0,156,49,10,3,2,97,39,0.0374900292475405,0.00957192236107418,0.00638128157404945,0,0.0414783302313215,0.013028449880351,0.00265886732252061,0.000797660196756182,0.000531773464504121,0.0257910130284499,0.0103695825578304,3761,2601,13,5.13958801748834,0.000265886732252061,0.00186120712576442,3761,1,1,0,1,1
"2019-09-01","El Salvador",69,10,46,3,64,0,0,101,194,58,9,19,123,12,17,12,1,7,36,13,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.0188113413304253,0.00272628135223555,0.0125408942202835,0.000817884405670665,0.0174482006543075,0,0,0.0275354416575791,0.0528898582333697,0.0158124318429662,0.002453653217012,0.00517993456924755,0.0335332606324973,0.00327153762268266,0.00463467829880044,0.00327153762268266,0.000272628135223555,0.00190839694656489,0.00981461286804798,0.00354416575790622,0,0.000272628135223555,0,0,0,0,0,0.000272628135223555,0.000272628135223555,0,0,0,0,0,0,0,0,0.000272628135223555,0,147,54,9,1,72,39,2,3,1,118,25,0.0400763358778626,0.014721919302072,0.002453653217012,0.000272628135223555,0.019629225736096,0.0106324972737186,0.00054525627044711,0.000817884405670665,0.000272628135223555,0.0321701199563795,0.00681570338058888,3668,2518,9,7.46722542864351,0.000272628135223555,0.000817884405670665,3668,1,1,0,1,1
"2019-10-01","El Salvador",52,3,62,6,54,4,0,164,218,67,4,13,71,7,20,10,1,4,43,16,0,0,0,1,0,4,3,2,4,0,0,1,0,0,0,0,0,0,0,0.013502986237341,0.00077901843676967,0.0160997143599065,0.00155803687353934,0.0140223318618541,0.00103869124902623,0,0.0425863412100753,0.0566086730719294,0.0173980784211893,0.00103869124902623,0.00337574655933524,0.0184367696702155,0.0018177096857959,0.00519345624513113,0.00259672812256557,0.000259672812256557,0.00103869124902623,0.0111659309270319,0.00415476499610491,0,0,0,0.000259672812256557,0,0.00103869124902623,0.00077901843676967,0.000519345624513113,0.00103869124902623,0,0,0.000259672812256557,0,0,0,0,0,0,0,134,35,26,0,126,32,7,2,0,97,31,0.0347961568423786,0.00908854842897949,0.00675149311867048,0,0.0327187743443262,0.00830952999220982,0.0018177096857959,0.000519345624513113,0,0.025188262788886,0.00804985717995326,3851,2628,13,5.5445583227761,0.000259672812256557,0.00363541937159179,3851,1,1,0,1,1
"2019-11-01","El Salvador",27,0,41,4,27,3,2,116,212,73,0,13,73,7,25,45,1,3,27,13,0,0,0,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0071980805118635,0,0.010930418555052,0.00106638229805385,0.0071980805118635,0.000799786723540389,0.000533191149026926,0.0309250866435617,0.0565182617968542,0.0194614769394828,0,0.00346574246867502,0.0194614769394828,0.00186616902159424,0.00666488936283658,0.0119968008531058,0.000266595574513463,0.000799786723540389,0.0071980805118635,0.00346574246867502,0,0,0,0.000533191149026926,0,0.000533191149026926,0.000266595574513463,0.000266595574513463,0,0,0,0,0.000266595574513463,0,0,0,0,0,0.000266595574513463,140,34,25,4,157,62,2,1,1,108,28,0.0373233804318848,0.00906424953345774,0.00666488936283658,0.00106638229805385,0.0418555051986137,0.0165289256198347,0.000533191149026926,0.000266595574513463,0.000266595574513463,0.028792322047454,0.00746467608637697,3751,2565,7,6.06890434084302,0.000533191149026926,0.00186616902159424,3751,1,1,0,1,1
"2019-12-01","El Salvador",33,3,31,1,35,4,4,92,178,52,1,9,85,6,20,6,4,3,32,18,0,0,0,1,1,1,11,0,12,0,0,3,4,0,0,3,0,1,0,0.00972590627763042,0.000884173297966401,0.00913645741231948,0.000294724432655467,0.0103153551429413,0.00117889773062187,0.00117889773062187,0.027114647804303,0.0524609490126732,0.0153256704980843,0.000294724432655467,0.0026525198938992,0.0250515767757147,0.0017683465959328,0.00589448865310934,0.0017683465959328,0.00117889773062187,0.000884173297966401,0.00943118184497495,0.00530503978779841,0,0,0,0.000294724432655467,0.000294724432655467,0.000294724432655467,0.00324196875921014,0,0.00353669319186561,0,0,0.000884173297966401,0.00117889773062187,0,0,0.000884173297966401,0,0.000294724432655467,0,126,34,15,2,115,46,1,2,3,121,24,0.0371352785145889,0.0100206307102859,0.00442086648983201,0.000589448865310934,0.0338933097553787,0.0135573239021515,0.000294724432655467,0.000589448865310934,0.000884173297966401,0.0356616563513115,0.00707338638373121,3393,2371,37,5.58265869144317,0,0.0109048040082523,3393,1,1,0,1,1
"2020-01-01","El Salvador",41,4,51,3,21,3,2,100,248,98,1,7,90,5,8,13,0,12,62,19,0,1,0,1,7,1,0,1,0,0,0,2,0,0,0,1,0,2,0,0.0123605667772083,0.00120590895387398,0.0153753391618933,0.000904431715405487,0.00633102200783841,0.000904431715405487,0.000602954476936991,0.0301477238468496,0.0747663551401869,0.0295447693699126,0.000301477238468496,0.00211034066927947,0.0271329514621646,0.00150738619234248,0.00241181790774797,0.00391920410009044,0,0.00361772686162195,0.0186915887850467,0.00572806753090142,0,0.000301477238468496,0,0.000301477238468496,0.00211034066927947,0.000301477238468496,0,0.000301477238468496,0,0,0,0.000602954476936991,0,0,0,0.000301477238468496,0,0.000602954476936991,0,126,18,25,0,107,47,1,1,3,87,20,0.0379861320470304,0.00542659029243292,0.00753693096171239,0,0.032258064516129,0.0141694302080193,0.000301477238468496,0.000301477238468496,0.000904431715405487,0.0262285197467591,0.00602954476936991,3317,2203,10,6.96790580578287,0.000602954476936991,0.00452215857702743,3317,1,1,0,1,1
"2020-02-01","El Salvador",20,0,72,8,31,16,0,125,218,76,8,16,73,6,9,14,3,10,28,9,0,0,0,0,4,0,1,0,1,0,0,4,1,0,0,1,0,2,0,0.00627155848228285,0,0.0225776105362183,0.00250862339291314,0.00972091564753841,0.00501724678582628,0,0.0391972405142678,0.068359987456883,0.0238319222326748,0.00250862339291314,0.00501724678582628,0.0228911884603324,0.00188146754468485,0.00282220131702728,0.00439009093759799,0.000940733772342427,0.00313577924114142,0.00878018187519599,0.00282220131702728,0,0,0,0,0.00125431169645657,0,0.000313577924114142,0,0.000313577924114142,0,0,0.00125431169645657,0.000313577924114142,0,0,0.000313577924114142,0,0.000627155848228285,0,106,20,17,0,131,25,2,0,1,83,18,0.0332392599560991,0.00627155848228285,0.00533082470994042,0,0.0410787080589526,0.00783944810285356,0.000627155848228285,0,0.000313577924114142,0.0260269677014738,0.00564440263405456,3189,2127,19,7.754687492856,0,0.00439009093759799,3189,1,1,0,1,1
"2020-03-01","El Salvador",29,2,29,9,15,2,2,337,99,65,140,4,29,3,14,9,0,3,23,11,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0.00721572530480219,0.000497636227917392,0.00721572530480219,0.00223936302562827,0.00373227170938044,0.000497636227917392,0.000497636227917392,0.0838517044040806,0.0246329932819109,0.0161731774073153,0.0348345359542175,0.000995272455834785,0.00721572530480219,0.000746454341876089,0.00348345359542175,0.00223936302562827,0,0.000746454341876089,0.00572281662105001,0.00273699925354566,0,0,0,0,0.000248818113958696,0.000248818113958696,0,0.000497636227917392,0,0,0,0,0,0,0,0.000248818113958696,0,0.000248818113958696,0,101,16,8,0,106,71,0,0,2,50,29,0.0251306295098283,0.00398108982333914,0.00199054491166957,0,0.0263747200796218,0.0176660860910674,0,0,0.000497636227917392,0.0124409056979348,0.00721572530480219,4019,2843,12,3.30090807356709,0,0.00149290868375218,4019,1,1,0,1,1
"2020-04-01","El Salvador",31,3,8,11,24,0,1,340,102,118,131,5,17,11,4,4,4,16,19,14,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0.00701198823795521,0.000678579506898892,0.00180954535173038,0.00248812485862927,0.00542863605519113,0,0.000226193168966297,0.0769056774485411,0.0230717032345623,0.0266907939380231,0.0296313051345849,0.00113096584483149,0.00384528387242705,0.00248812485862927,0.000904772675865189,0.000904772675865189,0.000904772675865189,0.00361909070346076,0.00429767021035965,0.00316670436552816,0,0,0,0,0,0,0,0,0.000452386337932594,0,0,0,0,0.000226193168966297,0,0.000226193168966297,0,0,0,109,26,7,0,61,74,0,6,8,80,19,0.0246550554173264,0.00588102239312373,0.00158335218276408,0,0.0137977833069441,0.016738294503506,0,0.00135715901379778,0.00180954535173038,0.0180954535173038,0.00429767021035965,4421,3182,11,4.6943940065177,0,0.000904772675865189,4421,1,1,0,1,1
"2020-05-01","El Salvador",18,2,27,11,68,3,0,427,73,135,125,6,10,12,21,17,0,13,25,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.00387346675274371,0.000430385194749301,0.00581020012911556,0.00236711857112115,0.0146330966214762,0.000645577792123951,0,0.0918872390789757,0.0157090596083495,0.0290510006455778,0.0268990746718313,0.0012911555842479,0.0021519259737465,0.0025823111684958,0.00451904454486766,0.00365827415536906,0,0.00279750376587045,0.00537981493436626,0.0025823111684958,0,0,0,0,0,0,0,0.00021519259737465,0.00021519259737465,0,0,0,0,0,0,0,0,0,0,78,33,4,0,49,101,0,3,1,51,21,0.0167850225952227,0.00710135571336346,0.000860770389498601,0,0.0105444372713579,0.0217344523348397,0,0.000645577792123951,0.00021519259737465,0.0109748224661072,0.00451904454486766,4647,3311,14,4.10354045956308,0,0.000430385194749301,4647,1,1,0,1,1
"2020-06-01","El Salvador",15,3,54,3,30,5,0,390,114,93,44,2,46,4,14,12,0,3,17,13,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0.00367107195301028,0.000734214390602056,0.013215859030837,0.000734214390602056,0.00734214390602056,0.00122369065100343,0,0.0954478707782673,0.0279001468428781,0.0227606461086637,0.0107684777288302,0.000489476260401371,0.0112579539892315,0.000978952520802741,0.00342633382280959,0.00293685756240822,0,0.000734214390602056,0.00416054821341165,0.00318159569260891,0,0,0,0,0,0,0.000244738130200685,0,0,0,0,0.000244738130200685,0,0,0,0.000489476260401371,0,0,0,42,31,7,0,56,40,1,0,6,57,19,0.0102790014684288,0.00758688203622124,0.0017131669114048,0,0.0137053352912384,0.00978952520802741,0.000244738130200685,0,0.00146842878120411,0.0139500734214391,0.00465002447381302,4086,3000,6,4.28735816990356,0,0.000978952520802741,4086,1,1,0,1,1
"2020-07-01","El Salvador",47,5,144,23,13,1,0,205,187,44,23,7,47,13,15,12,0,6,21,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.0114271821055191,0.0012156576707999,0.0350109409190372,0.00559202528567955,0.00316070994407975,0.000243131534159981,0,0.049841964502796,0.0454655968879164,0.0106977875030391,0.00559202528567955,0.00170192073911986,0.0114271821055191,0.00316070994407975,0.00364697301239971,0.00291757840991977,0,0.00145878920495988,0.00510576221735959,0.0012156576707999,0,0,0,0,0,0,0,0.000243131534159981,0,0,0,0,0,0,0,0.000486263068319961,0,0,0,93,24,18,1,89,48,2,1,8,69,16,0.0226112326768782,0.00583515681983953,0.00437636761487965,0.000243131534159981,0.0216387065402383,0.0116703136396791,0.000486263068319961,0.000243131534159981,0.00194505227327984,0.0167760758570387,0.00389010454655969,4113,2984,10,5.42299097841137,0.000243131534159981,0.000486263068319961,4113,1,1,0,1,1
"2020-08-01","El Salvador",35,0,64,2,20,3,0,198,153,47,7,2,55,1,3,16,3,15,29,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,6,0,0,0,0.00904392764857881,0,0.0165374677002584,0.000516795865633075,0.00516795865633075,0.000775193798449612,0,0.0511627906976744,0.0395348837209302,0.0121447028423773,0.00180878552971576,0.000516795865633075,0.0142118863049096,0.000258397932816537,0.000775193798449612,0.0041343669250646,0.000775193798449612,0.00387596899224806,0.00749354005167959,0.00258397932816537,0,0,0,0.000258397932816537,0,0.000258397932816537,0.000258397932816537,0,0,0,0,0,0,0,0.000258397932816537,0.00155038759689922,0,0,0,74,38,11,1,102,39,3,2,2,58,6,0.0191214470284238,0.00981912144702842,0.00284237726098191,0.000258397932816537,0.0263565891472868,0.010077519379845,0.000775193798449612,0.000516795865633075,0.000516795865633075,0.0149870801033592,0.00155038759689922,3870,2920,19,4.9520337187173,0.00129198966408269,0.00129198966408269,3870,1,1,0,1,1
